id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCompiledBy,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"173874","20.500.11850/3","Tardent, Nadine||Tellenbach, Christoph||Turko, Patrick||Spaak, Piet",,,"2017-08-18T15:16:54Z","2017-06-12T17:05:21Z||2017-08-18T15:16:54Z","2017-09","2016-02-01",,,,,"0018-8158||1573-5117",,"10.1007/s10750-015-2632-3","http://hdl.handle.net/20.500.11850/123674","en","Springer",,,"Diel vertical migration||Microenvironment||Parasite||Greifensee","Clonal structure and depth selection during a Caullerya mesnili epidemic in a hybridizing population of the Daphnia longispina complex","Journal Article","Metadata only",,,"2017-06-12T17:05:57Z",,"pub:186100",,"yes",,,,,,,,,,"imp593654f03f5dc27832","000047801",,,"85022142158",,"000404686800005","Hydrobiologia","1","Hydrobiologia","798","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"44","33","Dordrecht","published",,,,,"2017-08-18T15:16:59Z","2021-02-14T18:25:02Z","true",,"ECIT",,
"198119","20.500.11850/3","Goldschmidt, Felix||Regoes, Roland R.||Johnson, David R.",,,"2017-11-27T13:10:21Z","2017-10-06T02:28:02Z||2017-11-27T13:10:21Z","2017-09","2017-05-23",,,,,"1751-7362||1751-7370",,"10.1038/ismej.2017.76","http://hdl.handle.net/20.500.11850/190774","en","Nature Publishing Group",,,,"Successive range expansion promotes diversity and accelerates evolution in spatially structured microbial populations","Journal Article","Metadata only",,,"2017-10-06T02:28:15Z",,,,"yes",,,,,,,,,,,,,,"85030682861",,"000407804100015","ISME J","9","The ISME Journal","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,"2123","2112","London","published",,,,,"2017-11-27T13:10:24Z","2021-02-14T20:49:29Z","true",,"WOS",,
"232068","20.500.11850/3","Ryan, Caitlin N.||Thomas, Mridul K.||Litchman, Elena",,,"2018-04-23T12:36:12Z","2018-01-18T13:54:03Z||2018-04-23T12:36:12Z","2017-09","2017-05-24",,,,,,,"10.1007/s10452-017-9629-0","http://hdl.handle.net/20.500.11850/230868","en","Springer",,,"Cylindrospermopsis||Temperature||Phosphorus||Competition||Cyanobacteria||Microcystis||Phytoplankton","The effects of phosphorus and temperature on the competitive success of an invasive cyanobacterium","Journal Article","Metadata only",,,"2018-01-18T13:54:04Z",,,,"yes",,,,,,,,,,,,,,,,,,"3","Aquatic Ecology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"472","463","Berlin","published",,,,,"2018-04-23T12:36:16Z","2018-04-23T12:36:16Z","true",,"BATCH",,
"196540","20.500.11850/3","Moran, Emily||Reid, Andrea||Levine, Jonathan",,,"2017-11-21T16:01:24Z","2017-10-31T13:08:28Z||2017-11-21T16:01:24Z","2017-09",,"Gene flow between populations may either support local adaptation by supplying genetic variation on which selection may act, or counteract it if maladapted alleles arrive faster than can be purged by selection. Although both such effects have been documented within plant species’ native ranges, how the balance of these forces influences local adaptation in invasive plant populations is less clear, in part because introduced species often have lower genetic variation initially but also tend to have good dispersal abilities. To evaluate the extent of gene flow and adaptation to local climate in invasive populations of Solidago canadensis, and the implications of this for range expansion, we compared population differentiation at microsatellite and chloroplast loci for populations across Switzerland and assessed the effect of environmental transfer distance using common gardens. We found that while patterns of differentiation at neutral genetic markers suggested that populations are connected through extensive pollen and seed movement, common-garden plants nonetheless exhibited modest adaptation to local climate conditions. Growth rate and flower production declined with climatic distance from a plant's home site, with clones from colder home sites performing better at or above the range limit. Such adaptation in invasive species is likely to promote further spread, particularly under climate change, as the genotypes positioned near the range edge may be best able to take advantage of lengthening growing seasons to expand the range.","application/pdf","10.3929/ethz-b-000202885",,"1932-6203",,"10.1371/journal.pone.0185539","http://hdl.handle.net/20.500.11850/202885","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Population genetics and adaptation to climate along elevation gradients in invasive Solidago canadensis","Journal Article","Open access",,,"2017-10-31T13:08:31Z",,,,"yes",,,,,,,,,,,,,,,,"000411985200080","PLoS ONE","9","PLoS ONE","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03909","03909",,,"e0185539","San Francisco, CA","published",,,,,"2017-11-21T16:01:44Z","2021-02-14T20:37:35Z","true","24 p.","BATCH","publishedVersion",
"219066","20.500.11850/3","Hietala, David C.||Koss, Cristina K.||Narwani, Anita||Lashaway, Aubrey R.||Godwin, Casey M.||Cardinale, Bradley J.||Savage, Phillip E.",,,"2018-02-13T17:00:49Z","2018-01-18T13:53:12Z||2018-02-13T17:00:49Z","2017-09","2017-07-31",,,,,"2211-9264",,"https://doi.org/10.1016/j.algal.2017.07.020","http://hdl.handle.net/20.500.11850/230858","en","Elsevier",,,"Microalgae||Polyculture||Biodiversity||Hydrothermal liquefaction||Biochemical composition||Species identity","Influence of biodiversity, biochemical composition, and species identity on the quality of biomass and biocrude oil produced via hydrothermal liquefaction","Journal Article","Metadata only",,,"2018-01-18T13:53:13Z",,,,"yes",,,,,,,,,,,,,,,,,,,"Algal Research","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"214","203","S.l.","published",,,,,"2018-02-13T17:00:52Z","2018-02-13T17:00:52Z","true",,"BATCH",,
"196989","20.500.11850/3","Nesper, Maike||Kueffer, Christoph||Krishnan, Smitha||Kushalappa, Cheppudira G.||Ghazoul, Jaboury",,,"2017-11-22T13:28:03Z","2017-10-06T02:22:27Z||2017-11-22T13:28:03Z","2017-09-01","2017-08-07",,,,,"0167-8809||1873-2305",,"10.1016/j.agee.2017.06.024","http://hdl.handle.net/20.500.11850/190691","en","Elsevier",,,,"Shade tree diversity enhances coffee production and quality in agroforestry systems in the Western Ghats","Journal Article","Metadata only",,,"2017-10-06T02:22:43Z",,,,"yes",,,,,,,,,,,,,,"85030479118",,"000408597800019","Agric. ecosyst. environ.",,"Agriculture, Ecosystems & Environment","247","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03706||03723||03723","03706||03723||03723",,"181","172","Amsterdam","published",,,,,"2017-11-22T13:28:05Z","2023-02-06T14:53:07Z","true",,"WOS",,
"261079","20.500.11850/3","Allen, Richard C.||Pfrunder Cardozo, Katia R.||Meinel, Dominik M.||Egli, Adrian||Hall, Alex",,,"2018-10-31T11:26:04Z","2017-11-24T07:32:36Z||2018-01-24T13:40:34Z||2018-10-31T11:26:04Z","2017-09","2017-10-31","The spread of antibiotic resistance is driving interest in new approaches to control bacterial pathogens. This includes applying multiple antibiotics strategically, using bacteriophages against antibiotic-resistant bacteria, and combining both types of antibacterial agents. All these approaches rely on or are impacted by associations among resistance phenotypes (where bacteria resistant to one antibacterial agent are also relatively susceptible or resistant to others). Experiments with laboratory strains have shown strong associations between some resistance phenotypes, but we lack a quantitative understanding of associations among antibiotic and phage resistance phenotypes in natural and clinical populations. To address this, we measured resistance to various antibiotics and bacteriophages for 94 natural and clinical Escherichia coli isolates. We found several positive associations between resistance phenotypes across isolates. Associations were on average stronger for antibacterial agents of the same type (antibiotic-antibiotic or phage-phage) than different types (antibiotic-phage). Plasmid profiles and genetic knockouts suggested that such associations can result from both colocalization of resistance genes and pleiotropic effects of individual resistance mechanisms, including one case of antibiotic-phage cross-resistance. Antibiotic resistance was predicted by core genome phylogeny and plasmid profile, but phage resistance was predicted only by core genome phylogeny. Finally, we used observed associations to predict genes involved in a previously uncharacterized phage resistance mechanism, which we verified using experimental evolution. Our data suggest that susceptibility to phages and antibiotics are evolving largely independently, and unlike in experiments with lab strains, negative associations between antibiotic resistance phenotypes in nature are rare. This is relevant for treatment scenarios where bacteria encounter multiple antibacterial agents.","application/pdf","10.3929/ethz-b-000213301",,"2150-7511||2161-2129",,"10.1128/mBio.01341-17","http://hdl.handle.net/20.500.11850/213301","en","American Society for Microbiology","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Escherichia coli||antibiotic resistance||bacteriophages||evolution||microbial ecology||plasmids","Associations among antibiotic and phage resistance phenotypes in natural and clinical Escherichia coli isolates","Journal Article","Open access",,,"2017-11-24T07:32:47Z",,,,"yes",,,,,,,,,,,,,,"85033674871",,"000416271100050",,"5","mBio","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","09497","09497",,,"e01341-17","Washington, DC","published",,,,"true","2018-01-24T13:40:39Z","2022-03-28T21:33:43Z","true","13 p.","SCOPUS","publishedVersion",
"232016","20.500.11850/3","Carter, Mauricio J.||Lind, Martin I.||Dennis, Stuart R.||Hentley, William||Beckerman, Andrew P.",,,"2018-04-23T10:57:50Z","2018-01-18T13:52:55Z||2018-04-23T10:57:50Z","2017-08-30","2017-08-23","Inducible, anti-predator traits are a classic example of phenotypic plasticity. Their evolutionary dynamics depend on their genetic basis, the historical pattern of predation risk that populations have experienced and current selection gradients. When populations experience predators with contrasting hunting strategies and size preferences, theory suggests contrasting micro-evolutionary responses to selection. Daphnia pulex is an ideal species to explore the micro-evolutionary response of anti-predator traits because they face heterogeneous predation regimes, sometimes experiencing only invertebrate midge predators and other times experiencing vertebrate fish and invertebrate midge predators. We explored plausible patterns of adaptive evolution of a predator-induced morphological reaction norm. We combined estimates of selection gradients that characterize the various habitats that D. pulex experiences with detail on the quantitative genetic architecture of inducible morphological defences. Our data reveal a fine scale description of daphnid defensive reaction norms, and a strong covariance between the sensitivity to cues and the maximum response to cues. By analysing the response of the reaction norm to plausible, predator-specific selection gradients, we show how in the context of this covariance, micro-evolution may be more uniform than predicted from size-selective predation theory. Our results show how covariance between the sensitivity to cues and the maximum response to cues for morphological defence can shape the evolutionary trajectory of predator-induced defences in D. pulex.","application/pdf","10.3929/ethz-b-000230855",,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2017.0859","http://hdl.handle.net/20.500.11850/230855","en","The Royal Society","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","reaction norm||evolution||redator-induced plasticity||morphological defence||Daphnia pulex","Evolution of a predator-induced, nonlinear reaction norm","Journal Article","Open access",,,"2018-01-18T13:52:56Z",,,,"yes",,,,,,,,,,,,,,,,,"Proc R Soc Lond B Biol Sci","1861","Proceedings of the Royal Society B: Biological Sciences","284","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"20170859","London","published",,,,,"2018-04-23T10:57:54Z","2023-02-06T15:25:58Z","true","10 p.","BATCH","publishedVersion",
"219138","20.500.11850/3","Consuegra, Jessika||Plucain, Jessica||Gaffé, Joël",,,"2018-02-14T09:29:33Z","2018-01-17T12:40:17Z||2018-01-29T12:25:56Z||2018-02-14T09:29:33Z","2017-08","2017-07-25",,,,,"0022-2844",,"10.1007/s00239-017-9802-z","http://hdl.handle.net/20.500.11850/230123","en","Springer",,,"Experimental evolution||Adaptive diversification||Epistasis||Gene regulation","Genetic Basis of Exploiting Ecological Opportunity During the Long-Term Diversification of a Bacterial Population","Journal Article","Metadata only",,,"2018-01-17T12:40:17Z",,,,"yes",,,,,,,,,,,,,,,,,"J Mol Evol","1-2","Journal of molecular evolution","85","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,"36","26","New York, NY","published",,,,,"2018-01-29T12:25:59Z","2018-02-14T09:29:36Z","true",,"FORM",,
"191167","20.500.11850/4","O’Brien, Siobhán||Fothergill, Joanne L.",,,"2017-11-02T09:52:58Z","2017-10-06T02:55:47Z||2017-11-02T09:52:58Z","2017-08","2017-07-13","Pseudomonas aeruginosa is a major pathogen in the lungs of cystic fibrosis (CF) patients. However, it is now recognised that a diverse microbial community exists in the airways comprising aerobic and anaerobic bacteria as well as fungi and viruses. This rich soup of microorganisms provides ample opportunity for interspecies interactions, particularly when considering secreted compounds. Here, we discuss how P. aeruginosa-secreted products can have community-wide effects, with the potential to ultimately shape microbial community dynamics within the lung. We focus on three well-studied traits associated with worsening clinical outcome in CF: phenazines, siderophores and biofilm formation, and discuss how secretions can shape interactions between P. aeruginosa and other commonly encountered members of the lung microbiome: Staphylococcus aureus, the Burkholderia cepacia complex, Candida albicans and Aspergillus fumigatus. These interactions may shape the evolutionary trajectory of P. aeruginosa while providing new opportunities for therapeutic exploitation of the CF lung microbiome.","application/pdf","10.3929/ethz-b-000191192",,"0378-1097||1574-6968||0168-6496||0920-8534||0168-6445",,"10.1093/femsle/fnx128","http://hdl.handle.net/20.500.11850/191192","en","Oxford University Press","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Pseudomonas aeruginosa||microbial communities||interspecific interactions: multispecies interactions||microbiome||cystic fibrosis","The role of multispecies social interactions in shaping Pseudomonas aeruginosa pathogenicity in the cystic fibrosis lung","Review Article","Open access",,,"2017-10-06T02:55:57Z",,,,"yes",,,,,,,,,,,,,,"85028365170",,"000410350900004","FEMS Microbiol Lett","15","FEMS Microbiology Letters","364","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,,"fnx128","Oxford","published",,,,,"2018-02-01T09:21:46Z","2021-02-14T19:54:58Z","true||true","10 p.","WOS","publishedVersion",
"197452","20.500.11850/3","Liechti, Jonas I.||Leventhal, Gabriel E.||Bonhoeffer, Sebastian",,,"2017-11-23T14:01:52Z","2017-10-06T02:14:28Z||2017-11-23T14:01:52Z","2017-08","2017-08-21","Intense use of antibiotics for the treatment of diseases such as tuberculosis, malaria, Staphylococcus aureus or gonorrhea has led to rapidly increasing population levels of drug resistance. This has generally necessitated a switch to new drugs and the discontinuation of older ones, after which resistance often only declines slowly or even persists indefinitely. These long-term effects are usually ascribed to low fitness costs of resistance in absence of the drug. Here we show that structure in the host population, in particular heterogeneity in number of contacts, also plays an important role in the reversion dynamics. Host contact structure acts both during the phase of intense treatment, leading to non-random distributions of the resistant strain among the infected population, and after the discontinuation of the drug, by affecting the competition dynamics resulting in a mitigation of fitness advantages. As a consequence, we observe both a lower rate of reversion and a lower probability that reversion to sensitivity on the population level occurs after treatment is stopped. Our simulations show that the impact of heterogeneity in the host structure is maximal in the biologically most plausible parameter range, namely when fitness costs of resistance are small.","application/pdf","10.3929/ethz-b-000190585",,"1553-734X||1553-7358",,"10.1371/journal.pcbi.1005704","http://hdl.handle.net/20.500.11850/190585","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Host population structure impedes reversion to drug sensitivity after discontinuation of treatment","Journal Article","Open access",,,"2017-10-06T02:14:30Z",,,,"yes",,,,,,,,,,,,,,"85030617820",,"000408759400030","PLOS comput. biol.","8","PLoS Computational Biology","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"e1005704","San Francisco, CA","published",,,,,"2017-11-23T14:01:58Z","2021-02-14T20:44:02Z","true","19 p.","WOS","publishedVersion",
"197426","20.500.11850/3","Saavedra, Serguei||Rohr, Rudolf P.||Bascompte, Jordi||Godoy, Oscar||Kraft, Nathan J.B.||Levine, Jonathan M.",,,"2017-11-23T13:26:37Z","2017-10-06T03:34:13Z||2017-11-23T13:26:37Z","2017-08","2017-06-19",,,,,"0012-9615||1557-7015||1741-7015",,"10.1002/ecm.1263","http://hdl.handle.net/20.500.11850/191738","en","Wiley",,,"niche and fitness differences||feasibility||invasion criterion||pairwise effects||structural stability||multiple competitors||community dynamics","A structural approach for understanding multispecies coexistence","Journal Article","Metadata only",,,"2017-10-06T03:34:17Z",,,,"yes",,,,,,,,,,,,,,"85020203000",,"000406722400007","Ecol. monogr.","3","Ecological Monographs","87","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03909","03909",,"486","470","Hoboken, NJ","published",,,,,"2017-11-23T13:26:40Z","2021-02-14T20:43:53Z","true",,"WOS",,
"216613","20.500.11850/3","Thomas, Mridul K.||Aranguren-Gassis, María||Kremer, Colin T.||Gould, Marilyn R.||Anderson, Krista||Klausmeier, Christopher A.||Litchman, Elena",,,"2018-01-30T15:37:40Z","2018-01-18T13:00:52Z||2018-01-30T15:37:40Z","2017-08","2017-03-06",,,,,"1354-1013||1365-2486",,"10.1111/gcb.13641","http://hdl.handle.net/20.500.11850/230795","en","Wiley",,,"mechanistic species distribution model||nutrients||phytoplankton||population growth rate||R*||resources||temperature||zero net growth isocline (ZNGI)","Temperature-nutrient interactions exacerbate sensitivity to warming in phytoplankton","Journal Article","Metadata only",,,"2018-01-18T13:00:52Z",,,,"yes",,,,,,,,,,,,,,,,,"Glob. Chang. Biol.","8","Global Change Biology","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"3280","3269","Hoboken, NJ","published",,,,"true","2018-01-30T15:37:43Z","2020-02-15T11:01:18Z","true",,"BATCH",,
"469028","20.500.11850/8","Roth, Morgane||Florez-Rueda, Ana M.||Paris, Margot||Städler, Thomas",,,"2022-09-22T09:04:56Z","2017-12-06T10:19:07Z||2018-07-09T12:16:26Z||2022-09-22T09:04:56Z","2017-07-27",,,,,,,,,"http://hdl.handle.net/20.500.11850/218139","en","IBC 2017",,,,"Hybrid seed failure among wild tomato lineages: perturbed genomic imprinting and expression in the developing endosperm","Conference Paper","Metadata only","Abstract Book I. Oral Presentations. XIX International Botanical Congress",,"2017-12-06T10:19:08Z",,,,"yes","XIX International Botanical Congress (IBC 2017)","July 23-29, 2017","Shenzhen, China",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Conference lecture at Session T5-16 ""New frontiers in genetics and molecular biology"" on 27 July 2017.","464","464","Shenzhen","published",,,,,"2018-07-09T12:16:28Z","2023-02-07T06:30:45Z","true",,"FORM",,
