id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.rightsHolder,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.internal,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"294730","20.500.11850/16","Díaz Redondo, Paula",,,,"Patt, Anthony||Björnsen Gurung, Astrid||Adler, Carolina||van Vliet, Oscar","2019-05-27T06:21:54Z","2018-10-17T19:55:57Z||2018-10-18T05:40:30Z||2019-05-27T06:21:54Z","2018-09-28","2018-10-18","Switzerland has set ambitious targets towards a nuclear- and carbon-free electricity system. The Swiss Energy Strategy 2050 aims to increase the generation of domestic non-hydropower renewable electricity from the current of 5% to about 20% of the electricity consumed nowadays. Of this 20%, the strategy foresees about a half coming from solar and wind domestic electricity, and the other half from biomass. The Swiss strategy also targets to reduce electricity demand, and to maintain existing natural gas power plants. Although gas plants would supply a small share to the total electricity demand, they would not reduce CO2 emissions in the Swiss electricity system. The successful implementation of the aforementioned energy targets may pose two challenges for the energy transition.  A first challenge that follows from the increase of solar and wind electricity production is how to maintain supply reliability with an increased variability in production. Balancing fluctuations in electricity supply and demand while eliminating CO2 emissions in the electricity system requires new solutions. Balancing electricity supply and demand is even more challenging if we want to avoid an increase in electricity production costs. A solution to maintain a reliable electricity system would include imports, although imports may be seen by the public as a dependence on foreign countries. A second challenge for the increase of domestic renewable electricity production is to reduce public opposition to the infrastructure that comes along with such projects. Public opposition to renewable energy infrastructure can delay or obstruct the implementation of renewable energy projects and therefore the fulfilment of policy targets. This thesis tackles a set of complementary but linked questions that follow from the challenges associated with the energy transition in three complementary contributions.  Contribution 1 explores what are the trade-off between electricity cost and reliability in a system with high shares of renewables. To that end, this thesis examines  the need for natural gas to balance the electricity supply in a system with high shares of renewable electricity. It also examines supply reliability and electricity costs in an electricity system with different levels of carbon emissions. I tackle these two questions using an electricity system model to analyze three policy scenarios for the Swiss electricity system: carbon-free, gas-intensive, and gas as a bridging fuel. The results show that it is possible to reliably supply electricity with a carbon-free system at a cost comparable to that of a system that uses natural gas. This is possible by building domestic renewables and up to 30% imported renewables, either offshore wind from the North Sea or Concentrated Solar Power from Morocco.  Contributions 2 and 3 explore what are the stakeholders’ reasons to accept and oppose the increase of renewables. I study stakeholders’ opinions at different levels of the government in the decision-making process of key renewable electricity projects. To tackle this question, I use Q methodology to extract perspectives on what matters to stakeholders in the implementation of the specific renewable energy project in the current situation and time. Concretely, I study drivers and barriers for the increase of renewables that could derive from stakeholders’ perspectives during the implementation of two renewables projects in rural Switzerland.  Contribution 2 studies a small hydropower plant, and reveals three major stakeholders’ perspectives. Energy policy preferences varied amongst local, cantonal and national levels in the federal system. While local stakeholders are pro production of electricity, national stakeholders are pro efficiency. The results show that there is still the risk that stakeholders divert away from the increase of renewable electricity production, because they prioritize different policy targets. I conclude that inclusive and exclusive, national and local interests must be analyzed carefully, and prioritized according to the local characteristics of the project. The barriers to the implementation are rooted in the numerous administrative bodies in the federal system, e.g. dissatisfaction with delays and complexity in decision-making process.  Contribution 3 studies a pilot photovoltaic project in the Swiss Alps, and reveals four major stakeholders’ perspectives during the implementation process. The results show that stakeholders perceive cost-benefit and technology barriers very differently (e.g. rising costs during the decision process, final project profitability, and unsuccessful funding activities). The results also show the important role of project’s initiators to maintain trust during the decision-making process. Stakeholders are more concerned about barriers during the implementation than about negative outcomes of the project. The project’s contribution to the regional and local economy was found to be the major driver for stakeholders to engage in the implementation process.  Overall I conclude, that while from a technical standpoint, a 100% renewable electricity system can indeed be reliable and cost effective, it is crucial to overcome barriers at the phase of the local implementation of projects for a successful energy transition.","application/pdf","10.3929/ethz-b-000296864",,,,,"http://hdl.handle.net/20.500.11850/296864","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Energy Policy||Swiss Energy Strategy 2050||Energy model||Stakeholder engagement||Photovoltaic||Hydropower","Policy Analyses of Options for Implementing the Swiss Energy Strategy",,"Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::330 - Economics",,,"2018-10-17T19:55:58Z","2019-05-26",,,,,,,"yes",,,,"Sustainable waste and resource management to support the energy turnaround (wastEturn)","154053","10.13039/501100001711","SNF","NFP 70: Gesuch","24836",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","New Risks SNF-funded project. Programme “Energy Turnaround” (NRP 70)",,,"Zurich","published",,,,,,,"2018-10-18T05:40:42Z","2023-02-06T17:08:35Z","true","112 p.","FORM",,,
"255913","20.500.11850/3","Hansmann, Ralph||Schröter, Dagmar",,,,,"2018-10-02T14:37:14Z","2018-10-02T13:44:04Z||2018-10-02T14:37:14Z","2018-09-19",,"Gender equality is essential to social justice and sustainable development in the higher education sector. An important aspect thereof is to promote equal opportunities for academic careers. This study investigates the current situation and possibilities for improvement in this regard from the perspectives of mid-career scientists in a sustainability-oriented university department. A survey of scientists from the postdoctoral to adjunct professor level (N = 82) in the Department of Environmental Systems Science (D-USYS) of ETH  Zurich (Swiss Federal Institute of Technology Zurich) was thus conducted to investigate judgements, experiences, and ideas for improvement concerning equal career opportunities. About 90% of the respondents perceived no disadvantages based on gender, ethnicity, race, or faith. However, about 30% felt disadvantaged due to their age. Comments revealed not a single case in which latter disadvantages were based on prejudice. Instead, ETH-wide or national age and time-based restrictions for certain positions caused the inequality perceptions. Furthermore, comments indicated that these restrictions can disadvantage scientists taking care of children. Some participants suggested a revision or removal of corresponding rules. Further suggestions included an improved availability of childcare places. ETH Zurich recently undertook great efforts to provide excellent and affordable childcare services, increasing the number of available places by about 30% in the year following this survey.","application/pdf","10.3929/ethz-b-000292898",,"2071-1050",,"10.3390/su10093343","http://hdl.handle.net/20.500.11850/292898","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Equal opportunities||Academic career||Sustainable development||Gender||Age||Discrimination||Leaky pipeline","Equal Opportunities in Academic Careers? How Mid-Career Scientists at ETH Zurich Evaluate the Impact  of Their Gender and Age",,"Journal Article","Open access",,,,,"2018-10-02T13:44:07Z",,,,,,,,"yes",,,,,,,,,,,,,"85053640169",,"000446770200386",,"9","Sustainability","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"3343","Basel","published",,,,,,,"2018-10-02T14:37:17Z","2020-02-15T15:15:02Z","true","17 p.","FORM",,"publishedVersion",
"260684","20.500.11850/22","Bracher, Christoph||Wymann von Dach, Susanne||Adler, Carolina",,"Zimmermann, Anne B.",,,"2018-10-30T06:59:36Z","2018-10-30T04:00:51Z||2018-10-30T06:59:36Z","2018-09",,,"application/pdf","10.3929/ethz-b-000299571","978-3-906813-73-8||978-3-906813-74-5",,,"10.7892/boris.119737","http://hdl.handle.net/20.500.11850/299571","en","Centre for Development and Environment (CDE), University of Berne","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Challenges and Opportunities in Assessing Sustainable Mountain Development Using the UN Sustainable Development Goals",,"Working Paper","Open access",,,,,"2018-10-30T04:01:08Z",,,,,,,,"yes",,,,,,,,,,,,,,,,,,"CDE Working Paper","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,,"Berne","published",,,,,,,"2018-10-30T06:59:52Z","2019-01-03T09:06:28Z","true","42 p.","FORM","A report compiled by the Mountain Research Initiative (MRI), in collaboration with the Centre for Development and Environment (CDE)",,
"392022","20.500.11850/5","Wilkes-Allemann, Jerylee||Zabel, Astrid||Lieberherr, Eva",,,,,"2021-02-23T07:21:53Z","2021-02-05T20:07:25Z||2021-02-19T10:50:52Z||2021-02-23T07:21:53Z","2018-09-01",,,,,,"0036-7818||2235-1469",,"10.3188/szf.2018.0220","http://hdl.handle.net/20.500.11850/468141","de","Schweizerischer Forstverein",,,,"Korrigendum: Waldpolitik 2020: Stand der Massnahmenumsetzung und der Zielerreichung Ende 2015",,"Other Journal Item","Metadata only",,,,,"2021-02-05T20:07:48Z",,,,,,,,"yes",,,,,,,,,,,,,,,,"Schweiz. Z. Forstwes.","5","Schweizerische Zeitschrift für Forstwesen","169","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"314","314","Zürich","published",,,,,"20.500.11850/325615",,"2021-02-23T07:22:06Z","2022-03-29T05:23:14Z","true",,"FORM",,,
"252417","20.500.11850/3","Blumer, Yann B.||Braunreiter, Lukas||Kachi, Aya||Lordan-Perret, Rebecca||Oeri, Fintan",,,,,"2018-09-10T06:42:54Z","2018-09-09T08:43:28Z||2018-09-10T06:42:54Z","2018-09","2018-06-12",,,,,"2214-6296",,"10.1016/j.erss.2018.05.024","http://hdl.handle.net/20.500.11850/287895","en","Elsevier",,,,"A two-level analysis of public support: Exploring the role of beliefs in opinions about the Swiss energy strategy",,"Journal Article","Metadata only",,,,,"2018-09-09T08:43:40Z",,,,,,,,"yes",,,,,,,,,,,,,"85048341412",,"000443349900011",,,"Energy Research & Social Science","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"118","109","Amsterdam","published",,,,,,,"2018-09-10T06:42:59Z","2023-02-06T15:51:42Z","true","10 p.","SCOPUS",,,
"262118","20.500.11850/3","Wehrli, Kathrin||Guillod, Benoît||Hauser, Mathias||Leclair, Matthieu||Seneviratne, Sonia I.",,,,,"2018-11-06T15:16:17Z","2018-09-25T08:15:54Z||2018-09-25T11:24:34Z||2018-11-06T15:16:17Z","2018-08-28","2018-07-13","Global climate models present systematic biases, among others, a tendency to overestimate hot and dry summers in midlatitude regions. Here we investigate the origin of such biases in the Community Earth System Model. To disentangle the contribution of dynamics and thermodynamics, we perform simulations that include nudging of horizontal wind and compare them to simulations with a free atmosphere. Prescribing the observed large‐scale circulation improves the modeled weather patterns as well as many related fields. However, the larger part of the temperature and precipitation biases of the free atmosphere configuration remains after nudging, in particular, for extremes. Our results suggest that thermodynamical processes, including land‐atmosphere coupling and atmospheric parameterizations, drive the errors present in Community Earth System Model. Our result may apply to other climate models and highlight the importance of distinguishing thermodynamic and dynamic sources of biases in present‐day global climate models.","application/pdf","10.3929/ethz-b-000291432",,"0094-8276||1944-8007",,"10.1029/2018gl079220","http://hdl.handle.net/20.500.11850/291432","en","American Geophysical Union","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Climate model biases||Earth system models||Atmospheric nudging||Dynamics versus thermodynamics||Global climate models||Systematic biases","Assessing the dynamic versus thermodynamic origin of climate model biases",,"Journal Article","Open access",,,,,"2018-09-25T08:15:55Z",,,,,,,,"yes",,,,"Land-Climate Interactions: Constraints for Droughts and Heatwaves in a Changing Climate","617518","10.13039/501100000780","EC","FP7",,,,,"85053203133",,"000445612500066","Geophys. Res. Lett.","16","Geophysical Research Letters","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","02717||03778||09576","03778||09576",,"8479","8471","Washington, DC","published",,,,,,,"2018-11-06T15:16:23Z","2022-03-28T21:35:58Z","true",,"FORM",,"publishedVersion",
"299089","20.500.11850/10","Metz, Florence||Angst, Mario||Fischer, Manuel",,,,,"2019-06-27T16:07:44Z","2018-12-18T16:05:00Z||2019-01-29T13:51:11Z||2019-01-29T14:42:21Z||2019-06-27T16:07:44Z","2018-08-22",,,,,,,,,"http://hdl.handle.net/20.500.11850/311770","en",,,,,"Cross-sectoral Policy Integration: Institution- and Actor-driven Mechanisms in Swiss Climate Change Adaptation",,"Other Conference Item","Metadata only",,,,,"2018-12-18T16:05:02Z",,,,,,,,"yes","12th ECPR General Conference of the European Consortium for Political Research","August 22-25, 2018","Hamburg, Germany",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"unpublished",,,,,,"false","2019-01-29T14:42:33Z","2019-06-27T16:07:51Z","true",,"FORM",,,
"260686","20.500.11850/5","Adler, Carolina||Palazzi, Elisa||Kulonen, Aino||Balsiger, Jörg||Colangeli, Guido||Cripe, Douglas||Forsythe, Nathan||Goss-Durant, Grace||Guigoz, Yaniss||Krauer, Jürg||Payne, Davnah||Pepin, Nicholas||Peralvo, Manuel||Romero, José||Sayre, Roger||Shahgedanova, Maria||Weingartner, Rolf||Zebisch, Marc",,,,,"2018-10-30T06:46:58Z","2018-10-30T04:13:41Z||2018-10-30T06:46:58Z","2018-08","2018-06",,"application/pdf","10.3929/ethz-b-000299573",,"0276-4741||1994-7151",,"10.1659/mrd-journal-d-8-00065.1","http://hdl.handle.net/20.500.11850/299573","en","International Mountain Society (IMS) and United Nations University","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Monitoring Mountains in a Changing World: New Horizons for the Global Network for Observations and Information on Mountain Environments (GEO-GNOME)",,"Other Journal Item","Open access",,,,,"2018-10-30T04:13:51Z",,,,,,,,"yes",,,,,,,,,,,,,"85054672803",,"000446844200009","Mt. res. dev.","3","Mountain Research and Development","38","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"269","265","Washington, DC","published",,,,,,,"2018-10-30T06:47:11Z","2019-01-03T09:06:34Z","true","6 p.","FORM",,"publishedVersion",
"299087","20.500.11850/10","Metz, Florence||Glaus, Anik",,,,,"2019-06-27T16:06:00Z","2018-12-18T16:07:24Z||2019-01-29T13:49:35Z||2019-01-29T14:44:07Z||2019-06-27T16:06:00Z","2018-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/311773","en",,,,,"Designing Policies for Climate Change Adaptation. Lessons from 169 years of Flood Policies in Switzerland",,"Other Conference Item","Metadata only",,,,,"2018-12-18T16:07:33Z",,,,,,,,"yes","12th ECPR General Conference of the European Consortium for Political Research","August 22-25, 2018","Hamburg, Germany",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"unpublished",,,,,,"false","2019-06-27T16:06:07Z","2019-06-27T16:06:07Z","true",,"FORM",,,
"260685","20.500.11850/3","Sayre, Roger||Frye, Charlie||Karagulle, Deniz||Krauer, Jürg||Breyer, Sean||Aniello, Peter||Wright, Dawn J.||Payne, Davnah||Adler, Carolina||Warner, Harumi||VanSistine, D. Paco||Cress, Jill",,,,,"2018-10-30T06:38:27Z","2018-10-30T04:10:48Z||2018-10-30T06:38:27Z","2018-08","2018-06",,"application/pdf","10.3929/ethz-b-000299572",,"0276-4741||1994-7151",,"10.1659/mrd-journal-d-17-00107.1","http://hdl.handle.net/20.500.11850/299572","en","International Mountain Society (IMS) and United Nations University","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Global mountains||mountain ecosystems||digital elevation model||terrain analysis||landforms","A New High-Resolution Map of World Mountains and an Online Tool for Visualizing and Comparing Characterizations of Global Mountain Distributions",,"Journal Article","Open access",,,,,"2018-10-30T04:11:06Z",,,,,,,,"yes",,,,,,,,,,,,,,,,"Mt. res. dev.","3","Mountain Research and Development","38","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"249","240","Washington, DC","published",,,,,,,"2018-10-30T06:38:34Z","2020-02-15T15:41:17Z","true","11 p.","FORM",,"publishedVersion",
"306171","20.500.11850/3","Hayek, Matthew N.||Garrett, Rachael",,,,,"2019-08-22T10:57:02Z","2019-08-21T13:15:47Z||2019-08-22T10:57:02Z","2018-07-25",,"In the US, there is growing interest in producing more beef from cattle raised in exclusively pasture-based systems, rather than grain-finishing feedlot systems, due to the perception that it is more environmentally sustainable. Yet existing understanding of the environmental impacts of exclusively pasture-based systems is limited by a lack of clarity about cattle herd dynamics. We model a nationwide transition from grain- to grass-finishing systems using demographics of present-day beef cattle. In order to produce the same quantity of beef as the present-day system, we find that a nationwide shift to exclusively grass-fed beef would require increasing the national cattle herd from 77 to 100 million cattle, an increase of 30%. We also find that the current pastureland grass resource can support only 27% of the current beef supply (27 million cattle), an amount 30% smaller than prior estimates. If grass-fed systems include cropland-raised forage, a definition that conforms to typical grass-fed certifications, these supplemental feeds can support an additional 34 million cattle to produce up to 61% of the current beef supply. Given the potential of forage feed croplands to compete with human food crop production, more work is required to determine optimal agricultural land uses. Future US demand in an entirely grass-and forage-raised beef scenario can only be met domestically if beef consumption is reduced, due to higher prices or other factors. If beef consumption is not reduced and is instead satisfied by greater imports of grass-fed beef, a switch to purely grass-fed systems would likely result in higher environmental costs, including higher overall methane emissions. Thus, only reductions in beef consumption can guarantee reductions in the environmental impact of US food systems.","application/pdf","10.3929/ethz-b-000359683",,"1748-9326||1748-9318",,"10.1088/1748-9326/aad401","http://hdl.handle.net/20.500.11850/359683","en","Institute of Physics","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Food security||Environmental policy||Agricultural management||Land use||Dietary transitions||Cattle","Nationwide shift to grass-fed beef requires larger cattle population",,"Journal Article","Open access",,,,,"2019-08-21T13:15:55Z",,,,,,,,"no",,,,,,,,,,,,,,,,"Environ. Res. Lett.","8","Environmental Research Letters","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,"084005","Britstol","published",,,,,,,"2019-08-22T10:57:12Z","2023-02-06T17:32:43Z","true","8 p.","FORM",,"publishedVersion",
"271108","20.500.11850/41","Metz, Florence",,,,,"2018-12-21T17:21:20Z","2018-12-18T16:19:10Z||2018-12-21T17:21:20Z","2018-07-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/311781","en",,,,,"Water Protection Policy in Light of Emerging Water Quality Challenges",,"Presentation","Metadata only",,,,,"2018-12-18T16:19:25Z",,,,,,,,"yes","Management of Micropollutants in the Urban Water Cycle: Leading Edge Summer Course 2nd Edition","July 9-13, 2018","Lyon-Villeurbanne, France",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"unpublished",,,,,,"false","2018-12-21T17:21:59Z","2018-12-21T17:21:59Z","true",,"FORM",,,
"254728","20.500.11850/21","Fohlmeister, Sandra||Zingraff-Hamed, Aude||Lupp, Gerd||Pauliet, Stephan||Scolobig, Anna||Linnerooth-Bayer, JoAnne||Liu, Wei||Oen, Amy",,,,,"2018-09-24T15:55:33Z","2018-09-24T12:43:22Z||2018-09-24T15:55:33Z","2018-07",,,,,,,,,"http://hdl.handle.net/20.500.11850/291310","en","Norwegian Geotechnical Institute (NGI)",,,,"Guiding framework for tailored living lab establishment and concept and demonstrator case study sites, Deliverable 3.1 of the PHUSICOS project, European Union H2020 Programme",,"Report","Metadata only",,,,,"2018-09-24T12:43:23Z",,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,,,"Oslo","published",,,,,,"false","2018-09-24T15:55:55Z","2018-09-24T15:55:55Z","true","100 p.","FORM",,,
