id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"293506","20.500.11850/3","Beer, Alexander R.||Turowski, Jens M.",,,"2019-05-16T11:07:55Z","2017-06-11T21:13:32Z||2019-05-16T11:07:55Z","2015-07-13",,"Fluvial bedrock incision constrains the pace of mountainous landscape evolution. Bedrock erosion processes have been described with incision models that are widely applied in river-reach and catchment-scale studies. However, so far no linked field data set at the process scale had been published that permits the assessment of model plausibility and accuracy. Here, we evaluate the predictive power of various incision models using independent data on hydraulics, bedload transport and erosion recorded on an artificial bedrock slab installed in a steep bedrock stream section for a single bedload transport event. The influence of transported bedload on the erosion rate (the ""tools effect"") is shown to be dominant, while other sediment effects are of minor importance. Hence, a simple temporally distributed incision model, in which erosion rate is proportional to bedload transport rate, is proposed for transient local studies under detachment-limited conditions. This model can be site-calibrated with temporally lumped bedload and erosion data and its applicability can be assessed by visual inspection of the study site. For the event at hand, basic discharge-based models, such as derivatives of the stream power model family, are adequate to reproduce the overall trend of the observed erosion rate. This may be relevant for long-term studies of landscape evolution without specific interest in transient local behavior. However, it remains to be seen whether the same model calibration can reliably predict erosion in future events.","application/pdf","10.3929/ethz-b-000107005",,"2196-632X||2196-6311","10.5194/esurf-3-291-2015","http://hdl.handle.net/20.500.11850/107005","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Bedload transport controls bedrock erosion under sediment-starved conditions","Journal Article","Open access",,,"2017-06-11T21:13:49Z",,"pub:167431",,"yes",,,,,,,,,,"imp593653b2c557d72571","010258325",,,"000365625800001","Earth Surf. Dynam.","3","Earth Surface Dynamics","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"309","291","Göttingen","published",,"2017-07-18T12:37:41Z","2022-03-28T22:56:46Z","true","19 p.","ECIT",,"publishedVersion"
"103522","20.500.11850/3","Schneider, Johannes M.||Rickenmann, Dieter||Turowski, Jens M.||Bunte, Kirstin||Kirchner, James W.",,,"2017-06-11T18:56:17Z","2017-06-11T18:56:17Z","2015-07",,,,,,"0043-1397||1944-7973","10.1002/2014WR016417","http://hdl.handle.net/20.500.11850/103555","en","Wiley",,,,"Applicability of bed load transport models for mixed-size sediments in steep streams considering macro-roughness","Journal Article","Metadata only",,,"2017-06-11T18:56:27Z",,"pub:161803",,"yes",,,,,,,,,,"imp5936536a4ef8d24259","000004612","84939467815",,"000360080200021","Water Resour. Res.","7","Water Resources Research","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Received 19 September 2014, Accepted 1 June 2015, Accepted article online 6 June 2015, Published online 14 July 2015.","5283","5260","Malden, MA","published",,"2017-07-18T11:47:10Z","2021-02-14T13:13:06Z","true",,"ECIT",,
"102334","20.500.11850/3","Bircher, Nicolas||Cailleret, Maxime||Bugmann, Harald",,,"2017-06-11T18:15:13Z","2017-06-11T18:15:13Z","2015-07",,,,,,"1051-0761||1939-5582","10.1890/14-1462.1","http://hdl.handle.net/20.500.11850/102367","en","Ecological Society of America",,,"Climate change||Forest gap model||Forest succession||Inventory data||Modeling||Mortality||Norway spruce||Picea abies||Swiss Alps||Tree ring data","The agony of choice: different empirical mortality models lead to sharply different future forest dynamics","Journal Article","Metadata only",,,"2017-06-11T18:15:23Z",,"pub:160499",,"yes",,,,,,,,,,"imp5936534e9cd8b63178","000580756",,,"000356898400012","Ecol. Appl.","5","Ecological Applications","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Manuscript received 6 August 2014, Revised 3 November 2014, Accepted 18 November 2014.","1318","1303","Ithaca, NY","published",,"2017-08-01T10:07:50Z","2020-02-14T15:27:55Z","true",,"ECIT",,
"100705","20.500.11850/3","Paine, C.E. Timothy||Amissah, Lucy||Auge, Harald||Baraloto, Christopher||Baruffol, Martin||Bourland, Nils||Bruelheide, Helge||Dainou, Kasso||Gouvenain, Roland C. de||Doucet, Jean-Louis||Doust, Susan||Fine, Paul V.A.||Fortunel, Claire||Haase, Josephine||Holl, Karen D.||Jactel, Herve||Li, Xuefei||Kitajima, Kaoru||Koricheva, Julia||Martinez-Garza, Cristina||Messier, Christian||Paquette, Alain||Philipson, Christopher||Piotto, Daniel||Poorter, Lourens||Posada, Juan M.||Potvin, Catherine||Rainio, Kalle||Russo, Sabrina E.||Ruiz-Jaen, Mariacarmen||Scherer-Lorenzen, Michael||Webb, Campbell O.||Wright, S. Joseph||Zahawi, Rakan A.||Hector, Andy",,,"2017-06-11T17:21:50Z","2017-06-11T17:21:50Z","2015-07",,,,,,"0022-0477","10.1111/1365-2745.12401","http://hdl.handle.net/20.500.11850/100738","en","Wiley-Blackwell",,,"Functional ecology||FunDivEurope||Growth||Hierarchical models||Plant population and community dynamics||Relative growth rate||Size-standardized growth rate||TreeDivNet","Globally, functional traits are weak predictors of juvenile tree growth, and we do not know why","Journal Article","Metadata only",,,"2017-06-11T17:22:22Z",,"pub:158097",,"yes",,,,,,,,,,"imp593653295e33747278",,"84928350682",,"000356630600020","J. Ecol.","4","Journal of Ecology","103","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723","Published online 24 April 2015.","989","978","Oxford","published","true","2017-07-15T12:28:03Z","2021-02-14T12:55:28Z","true",,"ECIT",,
"318086","20.500.11850/8","Zappa, Massimiliano||Vitvar, Tomas||Rücker, Andrea||Melikadzé, George||Bernhard, Luzi||David, Václav||Jans-Singh, Melanie||Zhukova, Natalia||Sanda, Martin",,,"2019-11-08T13:43:45Z","2017-06-11T21:10:05Z||2019-11-08T13:41:54Z||2019-11-08T13:43:45Z","2015-06-11",,"To evaluate how summer low flows and droughts are affected by the winter snowpack, a Tri-National effort will analyse data from three catchments: Alpbach (Prealps, central Switzerland), Gudjaretis-Tskali (Little Caucasus, central Georgia), and Kamenice (Jizera Mountains, northern Czech Republic). Two GIS-based rainfall-runoff models will simulate over 10 years of runoff in streams based on rain and snowfall measurements, and further meteorological variables. The models use information on the geographical settings of the catchments together with knowledge of the hydrological processes of runoff generation from rainfall, looking particularly at the relationship between spring snowmelt and summer droughts. These processes include snow accumulation and melt, evapotranspiration, groundwater recharge in spring that contributes to (the) summer runoff, and will be studied by means of the environmental isotopes 18O and 2H. Knowledge about the isotopic composition of the different water sources will allow to identify the flow paths and estimate the residence time of snow meltwater in the subsurface and its contribution to the stream. The application of the models in different nested or neighbouring catchments will explore their potential for further development and allow a better early prediction of low-flow periods in various mountainous zones across Europe. The paper presents the planned activities including a first analysis of already available dataset of environmental isotopes, discharge, snow water equivalent and modelling experiments of the (already) available datasets.","application/pdf","10.3929/ethz-b-000106862",,"2199-899X||2199-8981","10.5194/piahs-369-25-2015","http://hdl.handle.net/20.500.11850/106862","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"A Tri-national program for estimating the link between snow resources and hydrological droughts","Conference Paper","Open access",,,"2017-06-11T21:10:47Z",,"pub:167278",,"yes","26th General Assembly of the International Union of Geodesy and Geophysics (IUGG 2015)","June 22 - July 2, 2015","Prague, Czech Republic",,,,,,,"imp593653afadf0628773",,"84954441353",,"000365023000005",,,"Proceedings of the International Association of Hydrological Sciences","369","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"30","25","Göttingen","published",,"2017-07-26T20:50:08Z","2020-02-15T22:26:36Z","true",,"ECIT",,"publishedVersion"
"108115","20.500.11850/3","Elkin, Ché||Giuggiola, Arnaud||Rigling, Andreas||Bugmann, Harald",,,"2017-06-11T21:47:16Z","2017-06-11T21:47:16Z","2015-06",,,,,,"1051-0761||1939-5582","10.1890/14-0690.1","http://hdl.handle.net/20.500.11850/108148","en","Wiley",,,"Adaptive management||Climate change||Drought||Forest model||Forest thinning||Tree mortality","Short- and long-term efficacy of forest thinning to mitigate drought impacts in mountain forests in the European Alps","Journal Article","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168937",,"yes",,,,,,,,,,"imp593653c95154018903","000580756",,,,"Ecol. Appl.","4","Ecological Applications","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Received 14 April 2014, Received 22 August 2014, Accepted 2 October 2014, Final version received 6 November 2014.","1098","1083","Hoboken, NJ","published",,"2017-07-14T22:18:17Z","2023-02-06T13:08:27Z","true",,"ECIT",,
"404676","20.500.11850/3","Pellissier, Loïc",,,"2021-06-01T09:13:56Z","2017-06-11T21:38:47Z||2021-06-01T09:13:56Z","2015-06","2015-06-03","The geography of speciation is one of the most contentious topics at the frontier between ecology and evolution. Here, building on previous hypotheses, I propose that ecological constraints on species co-existence mediate the likelihood of speciation, via a trade-off between competitive and dispersal abilities. Habitat stability, as found in the tropics, selects for the evolution of stronger competitive abilities. Since resource investment in competitive and dispersal abilities should trade off, high competition in stable habitats reduces species dispersal ability, decreasing effective population sizes. In smaller local populations, higher fixation rates of molecular substitutions increases the likelihood of speciation. Species diversity triggers more speciation by further increasing the spatial structuring of populations and decreasing effective population sizes. Resource specialization also trades-off with dispersal ability and could account for speciation at higher trophic levels. Biotic interactions may promote parapatric speciation and generate spatial patterns in diversity such as the latitudinal diversity gradient. I discuss evidence for this mechanism and emphasize the need for studies coupling ecology and speciation theory within landscapes across latitude.","application/pdf","10.3929/ethz-b-000107867",,"2296-701X","10.3389/fevo.2015.00052","http://hdl.handle.net/20.500.11850/107867","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Molecular evolution||Latitude diversity gradient||Biotic interactions||Competition||Dispersal||Population size","Stability and the competition-dispersal trade-off as drivers of speciation and biodiversity gradients","Journal Article","Open access",,,"2017-06-11T21:39:25Z",,"pub:168619",,"yes",,,,,,,,,,"imp593653c3d908364511","010260843",,,,"Front. ecol. evol.",,"Frontiers in Ecology and Evolution","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,,"52","Lausanne","published","true","2017-07-15T20:31:22Z","2023-02-06T21:52:40Z","true","10 p.","ECIT",,"publishedVersion"
"101394","20.500.11850/3","Pederson, Neil||D'Amato, Anthony W.||Dyer, James M.||Foster, David R.||Goldblum, David||Hart, Justin L.||Hessl, Amy E.||Iverson, Louis R.||Jackson, Stephen T.||Martin-Benito, Dario||McCarthy, Brian C.||McEwan, Ryan W.||Mladenoff, David J.||Parker, Albert J.||Shuman, Bryan||Williams, John W.",,,"2017-06-11T17:45:14Z","2017-06-11T17:45:14Z","2015-06",,,,,,"1354-1013||1365-2486","10.1111/gcb.12779","http://hdl.handle.net/20.500.11850/101427","en","Wiley-Blackwell",,,,"Climate remains an important driver of post-European vegetation change in the eastern United States","Journal Article","Metadata only",,,"2017-06-11T17:45:47Z",,"pub:159229",,"yes",,,,,,,,,,"imp59365338d0afb67478",,,,"000353977500001","Glob. Chang. Biol.","6","Global Change Biology","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Article first published online 5 December 2014.","2110","2105","Oxford","published","true","2017-07-15T06:06:01Z","2020-02-14T15:21:52Z","true",,"ECIT",,
"101464","20.500.11850/3","Burivalova, Zuzana||Lee, Tien Ming||Giam, Xingli||Şekercioğlu, Çağan Hakkı||Wilcove, David S.||Koh, Lian Pin",,,"2017-06-11T17:47:56Z","2017-06-11T17:47:56Z","2015-06",,,,,,"0080-4649||0950-1193||1471-2954||0962-8452","10.1098/rspb.2015.0164","http://hdl.handle.net/20.500.11850/101497","en","The Royal Society",,,"Bird conservation||Forest management||Forest degradation||Phylogeny||Reduced impact logging||Tropical timber harvest","Avian responses to selective logging shaped by species traits and logging practices","Journal Article","Metadata only",,,"2017-06-11T17:48:47Z",,"pub:159304",,"yes",,,,,,,,,,"imp5936533a7798a83511","000557240","84929997046",,"000357060800009","Proc R Soc Lond B Biol Sci","1808","Proceedings of the Royal Society B: Biological Sciences","282","03922 - Koh, Lian Pin (SNF-Professur)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03922 - Koh, Lian Pin (SNF-Professur)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723","Received 26 January 2015, Accepted 24 April 2015, Published 20 May 2015.",,"20150164","London","published","true","2017-07-13T03:31:06Z","2020-02-14T15:22:17Z","true","8 p.","ECIT",,
"305519","20.500.11850/3","Hobi, Martina L.||Ginzler, Christian||Commarmot, Brigitte||Bugmann, Harald",,,"2019-08-16T11:12:46Z","2017-06-11T17:57:26Z||2019-08-16T11:08:38Z||2019-08-16T11:12:46Z","2015-05-12",,"Little is known about the gap pattern of primeval beech forests, since large‐scale studies with continuous coverage are lacking. Analyses of forest structural patterns have benefitted from advances in remote sensing, especially with the launch of satellites providing data of submetric ground resolution. These developments can strongly advance our knowledge of natural forest dynamics and disturbance regimes. The Uholka‐Shyrokyi Luh forest in the Ukrainian Carpathians, the largest remnant of primeval European beech (Fagus sylvatica L.) covering 102.8 km2, is an outstanding object to analyze the frequency distribution of gap sizes and to infer processes of forest dynamics. A stereo pair of very high‐resolution WorldView‐2 satellite images was used to characterize the forest's gap pattern. Canopy gaps were first digitized stereoscopically based on the image pair. In a second step, spectral properties in the red and yellow frequency bands were used to distinguish the stereoscopically mapped gap areas from non‐gap areas, which enabled gap mapping over the entire study area. To validate the spectral gap mapping 338 randomly distributed samples were assigned manually to gap and non‐gap areas based on the ortho‐images. We found excellent agreement except for an overestimation of gaps close to clouds due to diffuse image areas. The frequency distribution of gap size revealed the forest to be structured by a small‐scale mosaic of gaps mainly <200 m2 (98% of the gaps). Only a few large, stand‐replacing events were detected, most probably caused by a wind storm in March 2007 and a heavy wet snow fall in October 2009. The small canopy gaps reflect fine‐scale processes shaping forest structure, i.e., the death of single trees or groups of a few trees and is in line with the findings of the terrestrial forest inventory. We conclude that remote sensing approaches based on very high‐resolution satellite images are highly useful to characterize even small‐scale forest disturbance regimes and to study long‐term gap dynamics. Stereo satellite images provide two viewing angles of the study area, thus allowing for a highly accurate mapping of canopy gaps in forests with a complex topography.","application/pdf","10.3929/ethz-b-000101807",,"2150-8925","10.1890/ES14-00390.1","http://hdl.handle.net/20.500.11850/101807","en","ESA","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Canopy gap||Carpathian Biosphere Reserve||Disturbance regime||Fagus sylvatica||Forest dynamics||Spectral image analysis||Old-growth forest||Satellite||Virgin forest||WorldView-2","Gap pattern of the largest primeval beech forest of Europe revealed by remote sensing","Journal Article","Open access",,,"2017-06-11T17:58:14Z",,"pub:159910",,"yes",,,,,,,,,,"imp59365341a533a85897","006204548",,,"000354777800005",,"5","Ecosphere","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,"76","Washington, DC","published",,"2017-07-20T17:04:55Z","2022-03-28T23:30:12Z","true","15 p.","ECIT",,"publishedVersion"
"297070","20.500.11850/3","Smith, James R.||Bagchi, Robert||Ellens, Judith||Kettle, Chris J.||Burslem, David F.R.P.||Maycock, Colin R.||Khoo, Eyen||Ghazoul, Jaboury",,,"2019-06-14T13:35:41Z","2017-06-11T17:44:57Z||2019-06-14T13:35:41Z","2015-05","2015-04-02","Seed dispersal governs the distribution of plant propagules in the landscape and hence forms the template on which density‐dependent processes act. Dispersal is therefore a vital component of many species coexistence and forest dynamics models and is of applied value in understanding forest regeneration. Research on the processes that facilitate forest regeneration and restoration is given further weight in the context of widespread loss and degradation of tropical forests, and provides impetus to improve estimates of seed dispersal for tropical forest trees. South‐East Asian lowland rainforests, which have been subject to severe degradation, are dominated by trees of the Dipterocarpaceae family which constitute over 40% of forest biomass. Dipterocarp dispersal is generally considered to be poor given their large, gyration‐dispersed fruits. However, there is wide variability in fruit size and morphology which we hypothesize mechanistically underpins dispersal potential through the lift provided to seeds mediated by the wings. We explored experimentally how the ratio of fruit wing area to mass (“inverse wing loading,” IWL) explains variation in seed dispersal kernels among 13 dipterocarp species by releasing fruit from a canopy tower. Horizontal seed dispersal distances increased with IWL, especially at high wind speeds. Seed dispersal of all species was predominantly local, with 90% of seed dispersing <10 m, although maximum dispersal distances varied widely among species. We present a generic seed dispersal model for dipterocarps based on attributes of seed morphology and provide modeled seed dispersal kernels for all dipterocarp species with IWLs of 1–50, representing 75% of species in Borneo.","application/pdf","10.3929/ethz-b-000101399",,"2045-7758","10.1002/ece3.1469","http://hdl.handle.net/20.500.11850/101399","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Auto-gyrating fruit||Borneo||Dipterocarpaceae||Inverse wing loading (IWL)||Seed dispersal||Tropical forest","Predicting dispersal of auto-gyrating fruit in tropical trees: a case study from the Dipterocarpaceae","Journal Article","Open access",,,"2017-06-11T17:45:47Z",,"pub:159199",,"yes",,,,"Biodiversity and Functioning of Tropical Forest Ecosystems: Developing the Science for Evidence-Based Policy","132479","10.13039/501100001711","SNF","ProDoc",,"imp5936533820f1687232","007041168",,,"000354209800004","Ecol Evol","9","Ecology and Evolution","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"1801","1794","S.l.","published",,"2017-07-13T10:11:02Z","2021-02-15T04:47:27Z","true",,"ECIT",,"publishedVersion"
"187097","20.500.11850/21","Mandallaz, Daniel",,,"2017-10-18T15:10:50Z","2017-06-11T17:37:10Z||2017-10-18T15:10:50Z","2015-05","2015",,"application/pdf","10.3929/ethz-a-010441361",,,,"http://hdl.handle.net/20.500.11850/101175","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","FOREST INVENTORY (FORESTRY)||FORSTINVENTUR (FORSTWIRTSCHAFT)||STICHPROBENERHEBUNG (MATHEMATISCHE STATISTIK)||STOCHASTIC APPROXIMATION + MONTE CARLO METHODS (STOCHASTICS)||STOCHASTISCHE APPROXIMATION + MONTE-CARLO-METHODEN (STOCHASTIK)||QUESTIONNAIRES (MATHEMATICAL STATISTICS)","Mathematical details of two-phase/two-stage and three-phase/two-stage regression estimators in forest inventories","Report","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-11T17:37:18Z",,"pub:158829","eth:47748","yes",,,,,,,,,,"imp593653335198215085||imp59366b7719ef645446","010441361",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03331 - Heinimann, Hans-Rudolf (emeritus) / Heinimann, Hans-Rudolf (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03331 - Heinimann, Hans-Rudolf (emeritus) / Heinimann, Hans-Rudolf (emeritus)","03331||02722","03331",,,,"Zürich","published",,"2017-07-15T06:20:59Z","2021-02-14T19:30:35Z","true","34 p.","ECOL||ECIT","Design-based Monte Carlo approach",
"106257","20.500.11850/3","Rudin, Sophia||Schmid, Otto||Knaus, Florian",,,"2017-06-11T20:33:24Z","2017-06-11T20:33:24Z","2015-05",,,,,,"1663-7852||1663-7909",,"http://hdl.handle.net/20.500.11850/106290","de","Agroscope",,,"Biodiversity measures||Ecological compensation area||Result-oriented measures||Swiss mountain farmers","Resultat-orientierter Ansatz zur Biodiversitätsförderung: Akzeptanz im Berggebiet","Journal Article","Metadata only",,,"2017-06-11T20:33:57Z",,"pub:166397",,"yes",,,,,,,,,,"imp593653a40e8f274688","005928960","84946193084",,"000366239000002","Agrarforsch. Schweiz","5","Agrarforschung Schweiz","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"195","188","Posieux","published",,"2017-07-14T20:00:23Z","2020-02-14T15:51:59Z","true",,"ECIT",,
