id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"124759","20.500.11850/10","Ebrahimi, Ali||Or, Dani",,,"2017-06-12T17:46:34Z","2017-06-12T17:46:34Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/124792","en","Helmholtz Centre for Environmental Research (UFZ)",,,,"Soil permafrost||Temperature rise||Methanogens||Methanotrophs||Methane emission","Mechanistic modeling linking thermal and hydration dynamics with microbial methane production and emissions from permafrost soil","Other Conference Item","Metadata only","Microbial Contribution and Impact on Soil Organic Matter, Structure and Genesis (SOMmic), Workshop Program and Abstracts",,"2017-06-12T17:46:53Z",,"pub:187332",,"yes","Microbial Contribution and Impact on Soil Organic Matter, Structure and Genesis (SOMmic)","November 9-11, 2016","Leipzig, Germany",,,,,,,"imp593655047775712131",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"42","41","Leipzig","published",,,,,,,,,,,"2017-07-19T10:24:29Z","2021-02-14T14:50:02Z","true",,"ECIT",,,
"125940","20.500.11850/41","Sander, Michael",,,"2017-06-12T18:19:37Z","2017-06-12T18:19:37Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125973","en",,,,,,"Fate of biodegradable polyesters in agricultural soils – from enzymatic hydrolysis to microbial uptake and mineralization","Presentation","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188629",,"yes","Vortragsreihe Ökologie und Umweltforschung SS 2016","April 28, 2016","Bayreuth, Germany",,,,,,,"imp59365518a85e384736",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Lecture at University of Bayreuth on 28 April 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-14T14:57:06Z","2021-02-14T14:54:46Z","true",,"ECIT",,,
"125998","20.500.11850/10","Righetti, Damiano||Vogt, Meike||Gruber, Nicolas||Psomas, Achilleas||Zimmermann, Niklaus E.",,,"2017-06-12T18:21:35Z","2017-06-12T18:21:35Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126031","en",,,,,,"Global Patterns in Marine Phytoplankton Diversity inferred from Species Distribution Modeling","Other Conference Item","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188700",,"yes","2016 Ocean Sciences Meeting","February 21-26, 2016","New Orleans, LA, USA",,,,,,,"imp59365519c2ad468103",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Online Abstract: ME52B-07.",,,,"published",,,,,,,,,,,"2017-07-24T09:01:48Z","2021-02-14T14:55:10Z","true",,"ECIT",,,
"125942","20.500.11850/41","Sander, Michael",,,"2017-06-12T18:19:37Z","2017-06-12T18:19:37Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125975","en",,,,,,"Going large: On the distribution, reactivity and transformation of (bio-)macromolecules in natural and engineered systems","Presentation","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188631",,"yes","CITE seminar Series","September 13, 2016","Leipzig, Germany",,,,,,,"imp59365518ae84a59840",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Lecture at UFZ Leipzig on 13 September 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-14T18:40:16Z","2021-02-14T14:54:48Z","true",,"ECIT",,,
"125945","20.500.11850/10","Aeppli, Meret||Sander, Michael",,,"2017-06-12T18:19:39Z","2017-06-12T18:19:39Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125978","en",,,,,,"Reductive dissolution of iron(oxyhydr-)oxides as assessed by mediated electrochemical analysis","Other Conference Item","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188634",,"yes","2nd European Mineralogical Conference, EMC 2016","September 11-15, 2016","Rimini, Italy",,,,,,,"imp59365518b628c42263",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on 14 September 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-14T18:33:04Z","2021-02-14T14:54:52Z","true",,"ECIT",,,
"124761","20.500.11850/10","Ebrahimi, Ali||Or, Dani",,,"2017-06-12T17:46:35Z","2017-06-12T17:46:35Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/124794","en","SOMmic",,,,"Microbial activity||Soil aggregate||Hydration||Denitrification||Respiration","Linking hydration status, carbon source and aggregate size distribution on soil GHG emissions: Laboratory column experiments using artificial soil aggregates","Other Conference Item","Metadata only","SOMmic Microbial Contribution and Impact on Soil Organic Matter, Structure and Genesis, Leipzig, Germany, November 9-11, 2016: Program and Abstract",,"2017-06-12T17:46:53Z",,"pub:187334",,"yes","Microbial Contribution and Impact on Soil Organic Matter, Structure and Genesis (SOMmic)","November 9-11, 2016","Leipzig, Germany",,,,,,,"imp593655047d8f316778",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Abstract No. AP7.","49","49","Leipzig","published",,,,,,,,,,,"2017-07-17T11:57:50Z","2021-02-14T14:50:03Z","true",,"ECIT",,,
"125054","20.500.11850/10","Breitenstein, Daniel||Or, Dani",,,"2017-06-12T17:56:40Z","2017-06-12T17:56:40Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/125087","en","Copernicus",,,,,"A modular subsurface borehole-tower for deep vadose zone monitoring","Other Conference Item","Metadata only",,,"2017-06-12T17:56:53Z",,"pub:187657",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp5936550a1625f36435","004804476",,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"EGU2016-12034","Katlenburg-Lindau","published",,,,,,,,,,,"2017-07-26T14:50:47Z","2021-02-14T14:51:11Z","true","1 p.","ECIT",,,
"125949","20.500.11850/10","Brown, Ashley R.||Aeppli, M.||Voegelin, A.||Sander, Michael||Hofstetter, T.B.",,,"2017-06-12T18:19:41Z","2017-06-12T18:19:41Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125982","en",,,,,,"Electrochemical characterisation of microbial iron oxide reduction","Other Conference Item","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188638",,"yes","2nd European Mineralogical Conference","September 11-15, 2016","Rimini, Italy",,,,,,,"imp59365518c343322711",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on 14 September 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-18T08:58:28Z","2021-02-14T14:54:56Z","true",,"ECIT",,,
"156096","20.500.11850/21","Nussbaum, Madlene||Papritz, Andreas Jürg",,,"2017-06-14T07:43:47Z","2017-06-14T07:43:47Z","2016","2017",,"application/pdf","10.3929/ethz-a-010810702",,,,,"http://hdl.handle.net/20.500.11850/156129","de","ETH-Zürich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","WALDBÖDEN (FORSTWIRTSCHAFT)||BODENKUNDLICHE METHODIK + BODENANALYSE (PEDOLOGIE)||UMWELTANALYTIK UND ENTSPRECHENDE UNTERSUCHUNGSMETHODEN UND -TECHNIKEN (UMWELTSCHUTZ)||KATIONENAUSTAUSCH (BODENCHEMIE)||MOBILITÄT UND VERFÜGBARKEIT VON BODENINHALTSSTOFFEN (BODENCHEMIE)||CALCIUM + CALCIUMVERBINDUNGEN (BODENCHEMIE)||MAGNESIUM + MAGNESIUMVERBINDUNGEN (BODENCHEMIE)||KALIUM + KALIUMVERBINDUNGEN (BODENCHEMIE)||FOREST SOILS (FORESTRY)||PEDOLOGICAL METHODOLOGY + SOIL ANALYSIS (PEDOLOGY)||ENVIRONMENTAL ANALYTICS AND CORRESPONDING TECHNOLOGY AND METHODOLOGY (ENVIRONMENTAL PROTECTION)||CATION EXCHANGE (SOIL CHEMISTRY)||MOBILITY AND AVAILABILITY OF SOIL COMPONENTS (SOIL CHEMISTRY)||CALCIUM + CALCIUM COMPOUNDS (SOIL CHEMISTRY)||MAGNESIUM + MAGNESIUM COMPOUNDS (SOIL CHEMISTRY)||POTASSIUM + POTASSIUM COMPOUNDS (SOIL CHEMISTRY)","Transferfunktionen Nährrstoffmesswerte","Report","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-14T07:52:28Z",,,"eth:50289","yes",,,,,,,,,,"imp59366ba7023fe48716","010810702",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics",,"02721",,,,,"Zürich","published",,,,,,,,,,,"2017-07-25T16:00:30Z","2021-02-14T16:53:13Z","true","1 Online-Ressource","ECOL","5. Juni 2015",,"Version 2, mit kl. Änderung 27. Nov. 2016"
"125999","20.500.11850/10","Righetti, Damiano",,,"2017-06-12T18:21:35Z","2017-06-12T18:21:35Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126032","en",,,,,,"Global phytoplankton biodiversity patterns inferred from statistical modeling","Other Conference Item","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188701",,"yes","9th IBP PhD Congress","April 1, 2016","Zürich, Switzerland",,,,,,,"imp59365519c47d387174",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Conference lecture on 1 April 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-14T18:17:10Z","2018-11-03T01:28:07Z","true",,"ECIT",,,
"126019","20.500.11850/41","Frölicher, Thomas L.",,,"2017-06-12T18:21:44Z","2017-06-12T18:21:44Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126052","en",,,,,,"Ocean warming, acidification, deoxygenation and nutrient starvation: Drivers, uncertainties and implications","Presentation","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188722",,"yes","Current Topics of Geosciences","November 9, 2016","Basel, Switzerland",,,,,,,"imp5936551a13f9259579",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Lecture at University of Basel on 9 November 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-12T21:14:31Z","2018-11-03T01:28:27Z","true",,"ECIT",,,
"120074","20.500.11850/3","Bianchi, Filippo||Thielmann, Marcel||Mani, Roman||Or, Dani||Herrmann, Hans J.",,,"2017-06-12T12:00:55Z","2017-06-12T12:00:55Z","2016",,,,,,"1434-5021||1434-7636",,"10.1007/s10035-016-0673-6","http://hdl.handle.net/20.500.11850/120107","en","Springer",,,,"Capillary bridges||Capillary forces||Fluid redistribution||Grain rearrangement||Granular material||Tensile stress","Tensile stress relaxation in unsaturated granular materials","Journal Article","Metadata only",,,"2017-06-12T12:07:02Z",,"pub:182159",,"yes",,,,,,,,,,"imp593654ae4d2dc43438","002003491","84985001151",,"000387718600005","Granul. matter","4","Granular Matter","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"75","New York, NY","published",,,,,,,,,,,"2017-07-17T10:12:22Z","2021-02-14T14:31:07Z","true","9 p.","ECIT",,,
"125206","20.500.11850/10","Keller, Thomas||Colombi, Tino||Ruiz, Siul||Grahm, Lina||Reiser, René||Rek, Jan||Oberholzer, Hans-Rudolf||Schymanski, Stan||Walter, Achim||Or, Dani",,,"2017-06-12T18:01:28Z","2017-06-12T18:01:28Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/125239","en","Copernicus",,,,,"A long-term soil structure observatory for post-compaction soil structure evolution: design and initial soil structure recovery observations","Other Conference Item","Metadata only","EGU General Assembly 2016",,"2017-06-12T18:02:07Z",,"pub:187825",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp5936550ca16e862720","004804476",,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03894||03812","03894||03812",,,"9030","Goettingen","published",,,,,,,,,,,"2017-07-31T15:34:38Z","2021-02-14T14:51:49Z","true","1 p.","ECIT",,,
"125928","20.500.11850/10","Lovecchio, Elisa||Münnich, Matthias||Byrne, David||Gruber, Nicolas",,,"2017-06-12T18:19:32Z","2017-06-12T18:19:32Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125961","en",,,,,,"On the role of mesoscale eddies in the long-range export of carbon and nutrients from the Canary Upwelling System into the open North Atlantic","Other Conference Item","Metadata only",,,"2017-06-12T18:19:50Z",,"pub:188617",,"yes","2016 Ocean Sciences Meeting","February 21-26, 2016","New Orleans, LA, USA",,,,,,,"imp593655187c73981471",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Online Abstract: EC52A-03.",,,,"published",,,,,,,,,,,"2017-07-17T09:04:33Z","2018-12-02T06:58:32Z","true",,"ECIT",,,
"126021","20.500.11850/41","Frölicher, Thomas L.",,,"2017-06-12T18:21:45Z","2017-06-12T18:21:45Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126054","en",,,,,,"Marine ecosystem-carbon-climate interactions","Presentation","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188724",,"yes",,,,,,,,,,"imp5936551a177ef94872",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Lecture at University of Exeter on 22 June 2016.",,,,"unpublished",,,,,,,,,,,"2017-07-12T20:15:49Z","2018-11-03T01:28:29Z","true",,"ECIT",,,
"279202","20.500.11850/16","Aminzadeh, Milad",,"Helmig, Rainer||Or, Dani","2019-02-01T10:46:36Z","2017-06-12T14:11:36Z||2017-08-09T09:11:54Z||2017-11-22T11:54:38Z||2017-11-28T08:41:11Z||2017-11-28T08:47:55Z||2017-12-08T14:14:24Z||2019-02-01T10:46:36Z","2016","2016",,"application/pdf","10.3929/ethz-a-010738998",,,,,"http://hdl.handle.net/20.500.11850/121496","en","ETH Zürich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","MOISTURE MOVEMENT IN POROUS MEDIA (HYDRODYNAMICS)||THERMOGRAPHIE (MATERIALPRÜFUNG)||THERMOGRAPHY (MATERIALS TESTING)||NUMERISCHE SIMULATION UND MATHEMATISCHE MODELLRECHNUNG||EVAPORATION AND DISTILLATION (PROCESS ENGINEERING)||NUMERICAL SIMULATION AND MATHEMATICAL MODELING||VERDAMPFUNG UND DESTILLATION (VERFAHRENSTECHNIK)||FEUCHTIGKEITSBEWEGUNG IN PORÖSEN KÖRPERN (HYDRODYNAMIK)","Evaporation dynamics and energy partitioning over drying porous surfaces - from pores to landscapes","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::620 - Engineering & allied operations","2017-06-12T14:17:07Z","2019-01-30","pub:183602","eth:49820","yes",,,,,,,,,"23562","imp593654c7bf20c65386||imp59366b9e6c67b15788","010738998",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812||02350","03812",,,,"Zürich","published",,,,,,,,,,,"2017-07-15T09:53:45Z","2021-02-15T03:32:30Z","true","193 p.","ECOL||ECIT",,,
"125104","20.500.11850/10","Tecon, Robin||Or, Dani",,,"2017-06-12T17:58:53Z","2017-06-12T17:58:53Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125137","en","Swiss Society for Microbiology (SSM)",,,,,"Cooperation in carbon source degradation shapes spatial self-organization of surface-attached microbial consortia","Other Conference Item","Metadata only","Abstracts Book: SSM Annual Meeting 2016, Bern 13th to 15th June, 2016",,"2017-06-12T17:59:30Z",,"pub:187708",,"yes","Swiss Society for Microbiology Annual Meeting 2016","June 13-16, 2016","Bern, Switzerland",,,,,,,"imp5936550aca93513367",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"32","32","Lausanne","published",,,,,,,,,,,"2017-07-15T09:14:56Z","2021-02-14T14:51:27Z","true",,"ECIT",,,
