id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectManager,dc.contributor.projectMember,dc.contributor.researchGroup,dc.contributor.researcher,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"335544","20.500.11850/10","Joshi, Prachi||Schroth, Martin Herbert||Sander, Michael",,,,,,,,,,,"2020-02-11T17:23:25Z","2020-01-20T15:04:40Z||2020-02-11T17:21:16Z||2020-02-11T17:23:25Z","2019-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/392269","en","European Association of Geochemistry",,,,"Redox properties of particulate organic matter from northern peatlands",,"Other Conference Item","Metadata only","Online Abstracts: Goldschmidt 2019",,,"2020-01-20T15:04:48Z",,,,,"yes","Goldschmidt 2019","August 18-23, 2019","Barcelona, Spain",,,,,,,,,,,"https://goldschmidt.info/2019/abstracts/abstractView?id=2019003732",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Presented on Friday 23rd August 2019.",,"1569","Madrid","published",,,,,,,,,,,,,,"2020-02-11T17:23:38Z","2021-02-15T07:58:59Z","true","1 p.","FORM",,,,
"296901","20.500.11850/3","Glombitza, Clemens||Egger, Matthias||Røy, Hans||Jørgensen, Bo Barker",,,,,,,,,,,"2019-06-13T08:57:06Z","2019-06-13T08:48:44Z||2019-06-13T08:57:06Z","2019-08-01","2019-06-06",,,,,"0016-7037||1872-9533",,"10.1016/j.gca.2019.05.038","http://hdl.handle.net/20.500.11850/347268","en","Elsevier",,,"IODP Expedition 347||Integrated Ocean Drilling Program||Acetate||Formate||Propionate||Butyrate||VFA||Gibbs energy||Sulfate reduction||Methanogenesis||Fermentation","Controls on volatile fatty acid concentrations in marine sediments (Baltic Sea)",,"Journal Article","Metadata only",,,,"2019-06-13T08:48:51Z",,,,,"yes",,,,,,,,,,,,,"85067065369",,"000472708700014","Geochim. Cosmochim. Acta",,"Geochimica et Cosmochimica Acta","258","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)","02350||09496||02721||09496","09496",,"241","226","Amsterdam","published",,,,,,,,,,,,,,"2019-06-13T08:57:15Z","2023-02-06T17:16:53Z","true",,"FORM",,,,
"335554","20.500.11850/10","Fang, Xu||Bouchet, Sylvain||Zhao, Fang-Jie||Wang Njau, Peng||Christl, Iso||Kretzschmar, Ruben",,,,,,,,,,,"2020-02-11T18:13:38Z","2020-01-15T09:53:25Z||2020-02-11T18:13:38Z","2019-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/390671","en","European Association of Geochemistry",,,,"Comparing sampling strategies for solute arsenic speciation in paddy soils",,"Other Conference Item","Metadata only","Online Abstracts: Goldschmidt 2019",,,"2020-01-15T09:53:35Z",,,,,"yes","Goldschmidt 2019","August 18-23, 2019","Barcelona, Spain",,,,,,,,,,,"https://goldschmidt.info/2019/abstracts/abstractView?id=2019004262",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541","Presented on Thursday 22nd August 2019.",,"1369","Madrid","published",,,,,,,,,,,,,,"2020-02-11T18:13:50Z","2023-02-06T18:17:33Z","true","1 p.","FORM",,,,
"335542","20.500.11850/10","Etique, Marjorie||Bouchet, Sylvain||Byrne, James M.||Thomas Arrigo, Laurel K.||Kaegi, Ralf||Kretzschmar, Ruben",,,,,,,,,,,"2020-02-11T17:59:01Z","2020-01-15T10:41:22Z||2020-02-11T17:59:01Z","2019-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/390710","en","European Association of Geochemistry",,,,"Mercury reduction by vivianite",,"Other Conference Item","Metadata only","Online Abstracts: Goldschmidt 2019",,,"2020-01-15T10:41:31Z",,,,,"yes","Goldschmidt 2019","August 18-23, 2019","Barcelona, Spain",,,,,,,,,,,"https://goldschmidt.info/2019/abstracts/abstractView?id=2019004112",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541","Presented on Monday 19th August 2019.",,"935","Madrid","published",,,,,,,,,,,,,,"2020-02-11T17:59:11Z","2023-02-06T18:17:31Z","true","1 p.","FORM",,,,
"295671","20.500.11850/3","Xu, Xiaowei||Wang, Peng||Zhang, Jun||Chen, Chuan||Wang, Ziping||Kopittke, Peter M.||Kretzschmar, Ruben||Zhao, Fang-Jie",,,,,,,,,,,"2019-06-04T10:56:00Z","2019-06-04T02:39:52Z||2019-06-04T10:56:00Z","2019-08","2019-05-17",,,,,"0269-7491||1878-2450||1873-6424",,"10.1016/j.envpol.2019.05.086","http://hdl.handle.net/20.500.11850/345332","en","Elsevier",,,"Arsenite||Bioavailability||Mobilization||Sulfur||Secondary minerals","Microbial sulfate reduction decreases arsenic mobilization in flooded paddy soils with high potential for microbial Fe reduction",,"Journal Article","Metadata only",,,,"2019-06-04T02:39:58Z",,,,,"yes",,,,,,,"Reducing Cd and As uptake by rice in contaminated paddy soils: From biogeochemical processes to improved paddy management","170120","10.13039/501100001711","SNF","Sino-Swiss Science and Technology Cooperation (SSSTC)",,"85066129953",,"000474329700105","Environ Pollut",,"Environmental Pollution","251","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541",,"960","952","Oxford","published",,,,,,,,,,,,,"true","2019-06-04T10:56:11Z","2021-02-15T04:42:17Z","true",,"SCOPUS",,,,
"346523","20.500.11850/3","Hems, Rachel F.||Chen, Wang||Collins, Douglas B.||Zhou, Shouming||Borduas-Dedekind, Nadine||Siegel, Jeffrey A.||Abbatt, Jonathan P.D.",,,,,,,,,,,"2020-05-06T21:27:15Z","2020-01-20T11:33:04Z||2020-01-27T15:12:27Z||2020-01-27T15:17:10Z||2020-05-06T21:27:15Z","2019-08-01","2019-04-05",,,,,"2050-7887||2050-7895",,"10.1039/c9em00107g","http://hdl.handle.net/20.500.11850/392059","en","Royal Society of Chemistry",,,,"Sources of isocyanic acid (HNCO) indoors: a focus on cigarette smoke",,"Journal Article","Metadata only",,,,"2020-01-20T11:33:12Z",,,,,"yes",,,,,,,,,,,,,,,,"Environ Sci Process Impacts","8","Environmental Science: Processes & Impacts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"1341","1334","Cambridge","published",,,,,,,,,,,,,"true","2020-01-27T15:17:20Z","2023-02-06T18:36:27Z","true",,"FORM",,,,
"335545","20.500.11850/10","Wefing, Anne-Marie||Casacuberta, Núria||Christl, Marcus||Vockenhuber, Christof||Rutgers van der Loeff, Michiel||Dodd, Paul A.||Smith, John N.",,,,,,,,,,,"2020-02-11T17:30:15Z","2020-01-27T08:59:43Z||2020-02-11T17:28:20Z||2020-02-11T17:30:15Z","2019-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/394088","en","European Association of Geochemistry",,,,"129I and 236U Transit Time Distributions of Atlantic Waters in the Arctic Ocean and Fram Strait",,"Other Conference Item","Metadata only","Online Abstracts: Goldschmidt 2019",,,"2020-01-27T08:59:51Z",,,,,"yes","Goldschmidt 2019","August 18-23, 2019","Barcelona, Spain",,,,,,,,,,,"https://goldschmidt.info/2019/abstracts/abstractView?id=2019003259",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,"3649","Madrid","published",,,,,,,,,,,,,"true","2020-02-11T17:30:27Z","2020-02-11T17:30:27Z","true","1 p.","FORM",,,,
"304627","20.500.11850/4","Swart, Sebastiaan||Gille, Sarah T.||Delille, Bruno||Josey, Simon||Mazloff, Matthew||Newman, Louise||Thompson, Andrew F.||Thomson, Jim||Ward, Brian||du Plessis, Marcel D.||Kent, Elizabeth C.||Girton, James||Gregor, Luke||Heil, Petra||Hyder, Patrick||Pezzi, Luciano Ponzi||de Souza, Ronald Buss||Tamsitt, Veronica||Weller, Robert A.||Zappa, Christopher J.",,,,,,,,,,,"2019-08-12T11:01:50Z","2019-08-12T09:03:53Z||2019-08-12T11:01:50Z","2019-07-31",,"Air-sea and air-sea-ice fluxes in the Southern Ocean play a critical role in global climate through their impact on the overturning circulation and oceanic heat and carbon uptake. The challenging conditions in the Southern Ocean have led to sparse spatial and temporal coverage of observations. This has led to a “knowledge gap” that increases uncertainty in atmosphere and ocean dynamics and boundary-layer thermodynamic processes, impeding improvements in weather and climate models. Improvements will require both process-based research to understand the mechanisms governing air-sea exchange and a significant expansion of the observing system. This will improve flux parameterizations and reduce uncertainty associated with bulk formulae and satellite observations. Improved estimates spanning the full Southern Ocean will need to take advantage of ships, surface moorings, and the growing capabilities of autonomous platforms with robust and miniaturized sensors. A key challenge is to identify observing system sampling requirements. This requires models, Observing System Simulation Experiments (OSSEs), and assessments of the specific spatial-temporal accuracy and resolution required for priority science and assessment of observational uncertainties of the mean state and direct flux measurements. Year-round, high-quality, quasi-continuous in situ flux measurements and observations of extreme events are needed to validate, improve and characterize uncertainties in blended reanalysis products and satellite data as well as to improve parameterizations. Building a robust observing system will require community consensus on observational methodologies, observational priorities, and effective strategies for data management and discovery.","application/pdf","10.3929/ethz-b-000357867",,"2296-7745",,"10.3389/fmars.2019.00421","http://hdl.handle.net/20.500.11850/357867","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Air-sea/Air-sea-ice fluxes||Southern Ocean||Ocean-atmosphere interaction||Climate||Ocean-ice interaction","Constraining Southern Ocean Air-Sea-Ice Fluxes Through Enhanced Observations",,"Review Article","Open access",,,,"2019-08-12T09:03:57Z",,,,,"yes",,,,,,,,,,,,,,,"000477973100001",,,"Frontiers in Marine Science","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,"421","Lausanne","published",,,,,,,,,,,,,"true","2019-08-12T11:02:04Z","2021-02-15T05:34:38Z","true","10 p.","WOS",,,"publishedVersion",
"303129","20.500.11850/3","Eickenbusch, Philip||Takai, Ken||Sissmann, Olivier||Suzuki, Shino||Menzies, Catriona||Sakai, Sanae||Sanjofre, Pierre||Tasumi, Eiji||Bernasconi, Stefano M.||Glombitza, Clemens||Jørgensen, Bo B.||Morono, Yuki||Lever, Mark",,,,,,,,,,,"2019-07-30T15:48:46Z","2019-07-25T10:03:31Z||2019-07-25T10:04:29Z||2019-07-30T15:47:38Z||2019-07-30T15:48:46Z","2019-07-26",,"Serpentinitic systems are potential habitats for microbial life due to frequently high concentrations of microbial energy substrates, such as hydrogen (H2), methane (CH4), and short-chain organic acids (SCOAs). Yet, many serpentinitic systems are also physiologically challenging environments due to highly alkaline conditions (pH > 10) and elevated temperatures (>80°C). To elucidate the possibility of microbial life in deep serpentinitic crustal environments, International Ocean Discovery Program (IODP) Expedition 366 drilled into the Yinazao, Fantangisña, and Asùt Tesoru serpentinite mud volcanoes on the Mariana Forearc. These mud volcanoes differ in temperature (80, 150, 250°C, respectively) of the underlying subducting slab, and in the porewater pH (11.0, 11.2, 12.5, respectively) of the serpentinite mud. Increases in formate and acetate concentrations across the three mud volcanoes, which are positively correlated with temperature in the subducting slab and coincide with strong increases in H2 concentrations, indicate a serpentinization-related origin. Thermodynamic calculations suggest that formate is produced by equilibrium reactions with dissolved inorganic carbon (DIC) + H2, and that equilibration continues during fluid ascent at temperatures below 80°C. By contrast, the mechanism(s) of acetate production are not clear. Besides formate, acetate, and H2 data, we present concentrations of other SCOAs, methane, carbon monoxide, and sulfate, δ13C-data on bulk carbon pools, and microbial cell counts. Even though calculations indicate a wide range of microbial catabolic reactions to be thermodynamically favorable, concentration profiles of potential energy substrates, and very low cell numbers suggest that microbial life is scarce or absent. We discuss the potential roles of temperature, pH, pressure, and dispersal in limiting the occurrence of microbial life in deep serpentinitic environments.","application/pdf","10.3929/ethz-b-000355178",,"1664-302X",,"10.3389/fmicb.2019.01729","http://hdl.handle.net/20.500.11850/355178","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Limits of life||Deep biosphere||Serpentinization||Abiotic synthesis||Formate||Acetate||Methane||International Ocean Discovery Program (IODP)","Origin of short-chain organic acids in serpentinite mud volcanoes of the Mariana Convergent Margin",,"Journal Article","Open access",,,,"2019-07-25T10:03:32Z",,,,,"yes",,,,,,,,,,,,,,,"000477778800001","Front Microbiol",,"Frontiers in Microbiology","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::09601 - Stoll, Heather / Stoll, Heather||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::09601 - Stoll, Heather / Stoll, Heather::08806 - Bernasconi, Stefano (Tit.-Prof.)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::09601 - Stoll, Heather / Stoll, Heather||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::09601 - Stoll, Heather / Stoll, Heather::08806 - Bernasconi, Stefano (Tit.-Prof.)","02350||02350||09496||09601||08806","09496||09601||08806",,,"1729","Lausanne","published",,,,,,,,,,,,,"true","2019-07-30T15:47:51Z","2023-02-06T17:28:13Z","true","21 p.","FORM",,,"publishedVersion",
"304147","20.500.11850/3","van Gestel, Jordi||Ackermann, Martin||Wagner, Andreas",,,,,,,,,,,"2019-08-07T15:22:58Z","2019-08-06T02:58:38Z||2019-08-07T15:22:58Z","2019-07-22",,,,,,"2397-334X",,"10.1038/s41559-019-0939-6","http://hdl.handle.net/20.500.11850/356729","en","Nature Publishing Group",,,,"Microbial life cycles link global modularity in regulation to mosaic evolution",,"Journal Article","Metadata only",,,,"2019-08-06T02:58:48Z",,,,,"yes",,,,,,,,,,,,,"85069947564",,"000477903700012","Nat Ecol Evol","8","Nature Ecology & Evolution","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743",,"1196","1184","London","published",,,,,,,,,,,,,"true","2019-08-07T15:23:07Z","2022-03-28T23:26:10Z","true",,"SCOPUS",,,,
"304024","20.500.11850/3","Moor, Kyle J.||Schmitt, Markus||Erickson, Paul R.||McNeill, Kristopher",,,,,,,,,,,"2019-08-07T08:55:45Z","2019-08-06T02:56:49Z||2019-08-07T08:55:45Z","2019-07-16","2019-06-20","Sorbic acid (2,4-hexadienoic acid; HDA) is commonly used as a probe and quencher for triplet-excited chromophoric dissolved organic matter (3CDOM*), an important transient species in natural waters, yet much remains unknown about its reactivity with 3CDOM* and its triplet energy. To better understand the quenching behavior of HDA, we measured HDA quenching rate constants for various humic substance isolates and whole waters with singlet oxygen (1O2) phosphorescence and determined the triplet energy of HDA. Low-temperature phosphorescence measurements determined the triplet energy of HDA to be 217 kJ mol–1, whereas a complementary method based on triplet quenching kinetics found a triplet energy of 184 ± 7 kJ mol–1. Time-resolved 1O2 phosphorescence measurements yielded different HDA quenching rate constants depending on the fitting method. Using an approach that considered the reactivity of the entire triplet pool produced values of (∼1–10) × 108 M–1 s–1, while an approach that considered only the reactivity of the high-energy triplets output higher rate constants ((∼7–30) × 108 M–1 s–1). In addition, the model based on high-energy triplet reactivity found that ∼30–60% of 3CDOM* is not quenched by HDA. Findings from this study provide a more comprehensive view on the use of HDA as a probe for 3CDOM*.","application/pdf","10.3929/ethz-b-000356718",,"0013-936X||1520-5851",,"10.1021/acs.est.9b01787","http://hdl.handle.net/20.500.11850/356718","en","American Chemical Society","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Sorbic Acid as a Triplet Probe: Triplet Energy and Reactivity with Triplet-State Dissolved Organic Matter via 1O2 Phosphorescence",,"Journal Article","Open access",,,,"2019-08-06T02:57:03Z",,,,,"yes",,,,,,,"Electron transfer properties of photoexcited natural organic matter","156198","10.13039/501100001711","SNF","Projekte MINT",,"85069949553",,"000476685500017","Environ. Sci. Technol.","14","Environmental Science & Technology","53","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"8086","8078","Washington, DC","published",,,,,,,,,,,,,,"2019-08-07T08:55:55Z","2023-02-06T17:29:06Z","true",,"SCOPUS",,,"publishedVersion",
