id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"248263","20.500.11850/3","Önnby, Linda||Walpen, Nicolas||Salhi, Elisabeth||Sander, Michael||von Gunten, Urs",,,,,,,,"2018-08-13T09:52:11Z","2018-08-13T08:04:54Z||2018-08-13T09:52:11Z",,"2018-11-01","2018-06-27",,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2018.06.060","http://hdl.handle.net/20.500.11850/282076","en","Elsevier",,,"Electron donating capacity||Dissolved organic matter||Ozonation||Chlorination||Size exclusion chromatography||Flow-injection analysis","Two analytical approaches quantifying the electron donating capacities of dissolved organic matter to monitor its oxidation during chlorination and ozonation","Journal Article","Metadata only",,,,"2018-08-13T08:05:08Z",,,,,,"yes",,,,,,,"Dissolved phenols in ombrotrophic bogs: occurrence and enzymatic transformations","159692","10.13039/501100001711","SNF","Projekte MINT",,"85049773756",,"000447569300065","Water Res.",,"Water Research","144","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"689","677","Amsterdam","published",,,,,,,,,,,,,,,"2018-08-13T09:52:13Z","2022-03-28T21:00:41Z","true",,"SCOPUS",,,,
"271077","20.500.11850/3","Frischknecht, Martin||Münnich, Matthias||Gruber, Nicolas",,,,,,,,"2018-12-21T15:35:02Z","2018-11-19T08:29:00Z||2018-11-21T07:56:11Z||2018-12-21T15:35:02Z",,"2018-11","2018-11-11",,,,,"0148-0227||2169-9275",,"10.1029/2018jc013934","http://hdl.handle.net/20.500.11850/304512","en","American Geophysical Union",,,,"Origin, Transformation, and Fate: The Three-Dimensional Biological Pump in the California Current System","Journal Article","Metadata only",,,,"2018-11-19T08:29:05Z",,,,,,"yes",,,,,,,"CALNEX: Quantifying the exchange of carbon and nutrients between the coastal and open seas: A comparative modeling study of the California and Canary Current Systems","149384","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,"85056202785",,"000453907000016","J. geophys. res. Ocean.","11","Journal of Geophysical Research: Oceans","123","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"7962","7939","Washington, DC","published",,,,,,,,,,,"10.3929/ethz-b-000239553",,,,"2018-12-21T15:35:28Z","2022-03-28T21:59:57Z","true",,"FORM",,,,
"284716","20.500.11850/10","Sander, Michael",,,,,,,,"2019-03-11T08:28:58Z","2019-01-24T09:44:10Z||2019-03-11T08:28:58Z",,"2018-10-29",,,,,,,,,"http://hdl.handle.net/20.500.11850/319215","en",,,,,"Going beyond microplastics: biodegradation of synthetic polyesters in soils","Other Conference Item","Metadata only",,,,"2019-01-24T09:44:12Z",,,,,,"yes","MicroPlastic2018 Conference","October 28-31, 2018","Monte Verità, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on 29 October 2018",,,,"unpublished",,,,,,,,,,,,,,,"2019-03-11T08:29:09Z","2019-03-11T08:29:09Z","true",,"FORM",,,,
"266427","20.500.11850/3","Laban, Tracey Leah||van Zyl, Pieter Gideon||Beukes, Johan Paul||Vakkari, Ville||Jaars, Kerneels||Borduas-Dedekind, Nadine||Josipovic, Miroslav||Thompson, Anne Mee||Kulmala, Markku||Laakso, Lauri",,,,,,,,"2018-11-29T10:24:21Z","2018-11-09T05:50:27Z||2018-11-29T10:21:19Z||2018-11-29T10:24:21Z",,"2018-10-29",,"Although elevated surface ozone (O_3) concentrations are observed in many areas within southern Africa, few studies have investigated the regional atmospheric chemistry and dominant atmospheric processes driving surface O_3 formation in this region. Therefore, an assessment of comprehensive continuous surface O_3 measurements performed at four sites in continental South Africa was conducted. The regional O_3 problem was evident, with O_3 concentrations regularly exceeding the South African air quality standard limit, while O_3 levels were higher compared to other background sites in the Southern Hemisphere. The temporal O_3 patterns observed at the four sites resembled typical trends for O_3 in continental South Africa, with O_3 concentrations peaking in late winter and early spring. Increased O_3 concentrations in winter were indicative of increased emissions of O_3 precursors from household combustion and other low-level sources, while a spring maximum observed at all the sites was attributed to increased regional biomass burning. Source area maps of O_3 and CO indicated significantly higher O_3 and CO concentrations associated with air masses passing over a region with increased seasonal open biomass burning, which indicated CO associated with open biomass burning as a major source of O3 in continental South Africa. A strong correlation between O_3 on CO was observed, while O_3 levels remained relatively constant or decreased with increasing NOx, which supports a VOC-limited regime. The instantaneous production rate of O_3 calculated at Welgegund indicated that  ∼ 40% of O_3 production occurred in the VOC-limited regime. The relationship between O_3 and precursor species suggests that continental South Africa can be considered VOC limited, which can be attributed to high anthropogenic emissions of NOx in the interior of South Africa. The study indicated that the most effective emission control strategy to reduce O_3 levels in continental South Africa should be CO and VOC reduction, mainly associated with household combustion and regional open biomass burning.","application/pdf","10.3929/ethz-b-000302452",,"1680-7375||1680-7367",,"10.5194/acp-18-15491-2018","http://hdl.handle.net/20.500.11850/302452","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Seasonal influences on surface ozone variability in continental South Africa and implications for air quality","Journal Article","Open access",,,,"2018-11-09T05:50:28Z",,,,,,"yes",,,,,,,,,,,,,"85055875352",,"000448591500002","Atmos. chem. phys.","20","Atmospheric Chemistry and Physics","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"15514","15491","Göttingen","published",,,,,,,,,,,,,,,"2018-11-29T10:21:34Z","2023-02-06T16:38:43Z","true",,"SCOPUS",,,"publishedVersion",
"271882","20.500.11850/3","Lehmann, Peter||Merlin, Olivier||Gentine, Pierre||Or, Dani",,,,,,,,"2019-01-07T11:52:01Z","2018-11-09T05:52:51Z||2018-11-26T17:21:40Z||2019-01-07T11:52:01Z",,"2018-10-16","2018-09-14",,,,,"0094-8276||1944-8007",,"10.1029/2018GL078803","http://hdl.handle.net/20.500.11850/302480","en","American Geophysical Union",,,"soil evaporation||capillary flow||climate modeling||bare soil||surface resistance||water content","Soil Texture Effects on Surface Resistance to Bare-Soil Evaporation","Journal Article","Metadata only",,,,"2018-11-09T05:52:52Z",,,,,,"yes",,,,,,,,,,,,,"85054181021",,"000448656800043","Geophys. Res. Lett.","19","Geophysical Research Letters","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"10405","10398","Washington, DC","published",,,,,,,,,,,,,,,"2018-11-26T17:22:07Z","2021-02-15T03:14:21Z","true",,"SCOPUS",,,,
"274215","20.500.11850/16","Enke, Tim N.",,,,,,,"Ackermann, Martin||Cordero, Otto X.||Claassen, Manfred","2019-01-17T07:54:10Z","2019-01-16T21:55:21Z||2019-01-17T07:54:10Z",,"2018-10-15",,"Microbes play a crucial role in global-scale ecosystem processes such as marine carbon cycling. Bridging the gap between the micro-scale at which ecological interactions between bacteria unfold and the orders-of-magnitude larger ecosystem-scale is one of the major challenges in microbial ecology. Here, we address this gap by investigating how communities of bacteria assemble on and degrade model particulate organic matter, a crucial process in biological carbon cycling in the marine environment. We aim to answer a central question in microbial ecology: how microbial communities reproducibly self-organize and if those dynamics can be predicted. We first track the taxon dynamics of bacteria attached to different types of model marine particles and demonstrate that particle-attached communities undergo reproducible successions. Moreover, we discover two ecological strategies of particle attached bacteria: in one, bacteria attach to all particle types alike and, in the other, they selectively colonize one particle type. The partitioning into ecological strategies reveals simple, modular design principles in community assembly dynamics during particulate organic matter decomposition.  We next link micro-scale ecology –the interactions between microbes that coexist in close proximity– of model marine microbial communities to community function, in this case turnover of particulate organic matter. We find that interactions between two major functional classes of bacteria, primary particle degraders and secondary, non-degrading consumers, regulate particulate organic matter turnover. Secondary consumers decrease particle degradation rates as they compete for available resources such as carbon or physical space, thereby altering the dynamics of carbon cycling and remineralization in the ocean. The demonstrated regulation of particulate organic matter turnover by ecological interactions between two major groups of bacteria and the observed taxonomic shifts during the successional transitions that shape particle attached microbial communities contribute to our understanding of the effect of microbial ecology at the micro-scale on global-scale ecosystem processes.","application/pdf","10.3929/ethz-b-000316558",,,,,"http://hdl.handle.net/20.500.11850/316558","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Life at the Micro-Scale - Marine Microbial Ecology on Model Particulate Organic Matter","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences",,"2019-01-16T21:55:34Z",,,,,,"yes",,,,,,,,,,,,"24940",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743",,,,"Zurich","published",,,,,,,,,,,,,,,"2019-01-17T07:55:20Z","2022-03-28T22:04:49Z","true","177 p.","FORM",,,,
"284611","20.500.11850/10","Vogt, Meike",,,,,,,,"2019-03-08T17:25:57Z","2019-01-30T08:59:56Z||2019-03-08T17:24:37Z||2019-03-08T17:25:57Z",,"2018-10-12",,,,,,,,,"http://hdl.handle.net/20.500.11850/321219","en",,,,,"Further steps towards a 4-dimensional ocean color field for ocean biogeochemistry and climate studies","Other Conference Item","Metadata only",,,,"2019-01-30T09:00:01Z",,,,,,"yes","Ocean Optics XXIV Conference","October 7-12, 2018","Dubrovnik, Croatia",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Conference lecture on 12 October 2018",,,,"unpublished",,,,,,,,,,,,,,"false","2019-03-08T17:24:58Z","2019-03-08T17:26:05Z","true",,"FORM",,,,
"264636","20.500.11850/3","Vulin, Clément||Leimer, Nadja||Huemer, Markus||Ackermann, Martin||Zinkernagel, Annelies S.",,,,,,,,"2018-11-19T13:38:51Z","2018-11-09T05:11:53Z||2018-11-19T13:38:51Z",,"2018-10-04",,"Persisters are a subpopulation of bacteria that are not killed by antibiotics even though they lack genetic resistance. Here we provide evidence that persisters can manifest as small colony variants (SCVs) in clinical infections. We analyze growth kinetics of Staphylococcus aureus sampled from in vivo conditions and in vitro stress conditions that mimic growth in host compartments. We report that SCVs arise as a result of a long lag time, and that this phenotype emerges de novo during the growth phase in various stress conditions including abscesses and acidic media. We further observe that long lag time correlates with antibiotic usage. These observations suggest that treatment strategies should be carefully tailored to address bacterial persisters in clinics.","application/pdf","10.3929/ethz-b-000302298",,"2041-1723",,"10.1038/s41467-018-06527-0","http://hdl.handle.net/20.500.11850/302298","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Prolonged bacterial lag time results in small colony variants that represent a sub-population of persisters","Journal Article","Open access",,,,"2018-11-09T05:11:56Z",,,,,,"yes",,,,,,,,,,,,,"85054458154",,"000446313800009","Nat Commun",,"Nature Communications","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743||03743","03743||03743",,,"4074","London","published",,,,,,,,,,,,,,,"2018-11-19T13:39:01Z","2020-02-15T15:58:14Z","true","8 p.","WOS",,,"publishedVersion",
"461226","20.500.11850/3","Athavale, Rohini||Pankratova, Nadezda||Dinkel, Christian||Bakker, Eric||Wehrli, Bernhard||Brand, Andreas",,,,,,,,"2022-08-02T08:10:21Z","2018-11-09T05:09:42Z||2018-11-27T11:19:09Z||2018-11-27T11:21:14Z||2022-08-02T08:10:21Z",,"2018-10-02","2018-09-03","We present a new potentiometric sensor principle and a calibration protocol for in situ profiling of dissolved CO2 with high temporal and spatial resolution in fresh water lakes. The sensor system is based on the measurement of EMF between two solid-contact ion selective electrodes (SC-ISEs), a hydrogen ion selective and a carbonate selective sensor. Since it relies on SC-ISEs, it is insensitive to changes in pressure, thus suitable for in situ studies. Also, as it offers a response time (t95%) of <10 s, it allows for profiling applications at high spatial resolution. The proposed optimum in situ protocol accounts for the continuous drift and change in offset that remains a challenge during profiling in natural waters. The fast response resolves features that are usually missed by standard methods like the classical Severinghaus CO2 probe. In addition, the insensitivity of the presented setup to dissolved sulfide allows also for measurements in anoxic zones of eutrophic systems. Highly resolved CO2 concentration profiles obtained by the novel and robust SC-ISE setup along with the developed optimum in situ protocol allow investigating hotspots of biogeochemical processes, such as mineralization and primary production in the water column and help improving estimates for CO2 turnover in freshwater systems.","application/pdf","10.3929/ethz-b-000302283",,"0013-936X||1520-5851",,"10.1021/acs.est.8b02969","http://hdl.handle.net/20.500.11850/302283","en","American Chemical Society","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Fast Potentiometric CO2 Sensor for High-Resolution in Situ Measurements in Fresh Water Systems","Journal Article","Open access",,,,"2018-11-09T05:09:45Z",,,,,,"yes",,,,,,,,,,,,,"85053712092",,"000446542100040","Environ. Sci. Technol.","19","Environmental Science & Technology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03328","03328",,"11266","11259","Washington, DC","published",,,,,,,,,,,,,,,"2018-11-27T11:19:12Z","2023-02-07T04:56:53Z","true",,"WOS",,,"publishedVersion",
"259934","20.500.11850/3","Walpen, Nicolas||Lau, Maximilian P.||Fiskal, Annika||Getzinger, Gordon J.||Meyer, Stefan A.||Nelson, Taylor F.||Lever, Mark A.||Schroth, Martin Herbert||Sander, Michael",,,,,,,,"2018-10-24T11:34:14Z","2018-10-24T11:18:35Z||2018-10-24T11:34:14Z",,"2018-10-02","2018-08-31",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.8b03419","http://hdl.handle.net/20.500.11850/298461","en","American Chemical Society",,,,"Oxidation of reduced peat particulate organic matter by dissolved oxygen: quantification of apparent rate constants in the field","Journal Article","Metadata only",,,,"2018-10-24T11:18:39Z",,,,,,"yes",,,,,,,,,,,,,"85054052696",,"000446542100028","Environ. Sci. Technol.","19","Environmental Science & Technology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09496 - Lever, Mark A. (ehemalig) / Lever, Mark A. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","09496||03850","09496||03850",,"11160","11151","Washington, DC","published",,,,,,,,,,,,,,"true","2018-10-24T11:34:17Z","2023-02-06T16:04:54Z","true",,"FORM",,,,
"265872","20.500.11850/3","Paschalis, Athanasios||Fatichi, Simone||Pappas, Christoforos||Or, Dani",,,,,,,,"2018-11-27T11:26:36Z","2018-11-09T05:11:53Z||2018-11-27T11:26:36Z",,"2018-10","2018-10-05","The reliable partitioning of the terrestrial latent heat flux into evaporation (E) and transpiration (T) is important for linking carbon and water cycles and for better understanding ecosystem functioning at local, regional and global scales. Previous research revealed that the transpiration-to-evapotranspiration ratio (T/ET) is well constrained across ecosystems and is nearly independent of vegetation characteristics and climate. Here we investigated the reasons for such a global constancy in present-day T/ET by jointly analysing observations and process-based model simulations. Using this framework, we also quantified how the ratio T/ET could be influenced by changing climate. For present conditions, we found that the various components of land surface evaporation (bare soil evaporation, below canopy soil evaporation, evaporation from interception), and their respective ratios to plant transpiration, depend largely on local climate and equilibrium vegetation properties. The systematic covariation between local vegetation characteristics and climate, resulted in a globally constrained value of T/ET = ~70 ± 9% for undisturbed ecosystems, nearly independent of specific climate and vegetation attributes. Moreover, changes in precipitation amounts and patterns, increasing air temperatures, atmospheric CO2 concentration, and specific leaf area (the ratio of leaf area per leaf mass) was found to affect T/ET in various manners. However, even extreme changes in the aforementioned factors did not significantly modify T/ET.","application/pdf","10.3929/ethz-b-000302302",,"1748-9326||1748-9318",,"10.1088/1748-9326/aae267","http://hdl.handle.net/20.500.11850/302302","en","IOP","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","T/ET||evapotranspiration partitioning||ecohydrology||modelling||climate change","Covariation of vegetation and climate constrains present and future T/ET variability","Journal Article","Open access",,,,"2018-11-09T05:11:56Z",,,,,,"yes",,,,,,,,,,,,,"85055816082",,"000446692100003","Environ. Res. Lett.","10","Environmental Research Letters","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03812||03473","03812||03473",,,"104012","Bristol","published",,,,,,,,,,,,,,,"2018-11-27T11:26:46Z","2021-02-15T02:40:34Z","true","11 p.","WOS",,,"publishedVersion",
"247015","20.500.11850/3","Agethen, Svenja||Sander, Michael||Waldemer, Carolin||Knorr, Klaus-Holger",,,,,,,,"2018-08-06T05:49:08Z","2018-08-01T07:12:16Z||2018-08-06T05:49:08Z",,"2018-10","2018-07-14",,,,,"0038-0717||1879-3428",,"10.1016/j.soilbio.2018.07.006","http://hdl.handle.net/20.500.11850/279766","en","Elsevier",,,"Peatlands||Suppression of methanogenesis||Restoration||Rhizosphere||Mediated electrochemical reduction and oxidation||Terminal electron acceptors","Plant rhizosphere oxidation reduces methane production and emission in rewetted peatlands","Journal Article","Metadata only",,,,"2018-08-01T07:12:18Z",,,,,,"yes",,,,,,,,,,,,,"85049771992",,"000444660400013","Soil biol. biochem.",,"Soil Biology and Biochemistry","125","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"135","125","Amsterdam","published",,,,,,,,,,,,,,,"2018-08-06T05:49:18Z","2021-02-15T00:56:31Z","true",,"SCOPUS",,,,
