id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.other,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"104279","20.500.11850/3","Fischer, A.M.||Keller, D.E.||Liniger, M.A.||Rajczak, J.||Schär, C.||Appenzeller, C.",,,,"2017-06-11T19:23:11Z","2017-06-11T19:23:11Z","2015-09",,,,,,"0899-8418||1097-0088",,"10.1002/joc.4162","http://hdl.handle.net/20.500.11850/104312","en","Wiley-Blackwell",,,"Regional climate models||Climate change||Precipitation change||Convective fraction||Large-scale precipitation||Convective precipitation||Alps||Dry spells||Wet spells","Projected changes in precipitation intensity and frequency in Switzerland: A multi-model perspective","Journal Article","Metadata only",,,"2017-06-11T19:23:44Z",,"pub:163151",,"yes",,,,,,,,,,"imp5936537b1e81993806",,"84940834352",,"000360917500002","Int. j. climatol.","11","International Journal of Climatology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Published online 24 September 2014.","3219","3204","Chichester","published",,,,,"true","2017-07-26T19:18:21Z","2021-02-14T13:17:50Z","true",,"ECIT",,
"89721","20.500.11850/3","Healy, Robert M.||Evans, Greg J.||Murphy, Michael||Sierau, Berko||Arndt, Jovanna||McGillicuddy, Eoin||O’Connor, Ian P.||Sodeau, John R.||Wenger, John C.",,,,"2017-06-11T12:38:46Z","2017-06-11T12:38:46Z","2015-08",,,,,,"1618-2650||1618-2642",,"10.1007/s00216-014-8092-1","http://hdl.handle.net/20.500.11850/89754","en","Springer",,,"Aerosols||Particulates||Agriculture||Speciation||Organic compounds||Trace organic compounds","Single-particle speciation of alkylamines in ambient aerosol at five European sites","Journal Article","Metadata only",,,"2017-06-11T12:39:29Z",,"pub:141316",,"yes",,,,,,,,,,"imp593652557c71440488","004239219","84938371496",,,,"20","Analytical and Bioanalytical Chemistry","407","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690","Received 10 June 2014, Revised 1 August 2014, Accepted 5 August 2014, Published online 22 August 2014.","5909","5899","Berlin","published",,,,,,"2017-07-19T11:34:06Z","2021-02-14T12:07:39Z","true",,"ECIT",,
"176845","20.500.11850/3","Pfahl, Stephan||Schwierz, Cornelia||Croci-Maspoli, Mischa||Grams, Christian M.||Wernli, Heini",,,,"2017-09-06T10:24:28Z","2017-06-14T05:43:33Z||2017-06-11T18:55:47Z||2017-09-06T10:24:28Z","2015-08-01","2016-07-20",,"application/pdf","10.3929/ethz-a-010690671",,"1752-0908||1752-0894","http://hdl.handle.net/20.500.11850/155791||http://hdl.handle.net/20.500.11850/103509","10.1038/NGEO2487","http://hdl.handle.net/20.500.11850/183245","en","Nature Publishing Group","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Importance of latent heat release in ascending air streams for atmospheric blocking","Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T18:56:27Z",,"pub:161757","eth:49500","yes",,,,,,,,,,"imp59366b979fcf427417||imp5936536938e0247384",,,,"000358735500014","Nat. Geosci.",,"Nature Geoscience","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","02717||03854","03854",,"614","610","London","published",,,,,,"2017-07-15T12:06:17Z","2022-03-28T17:30:51Z","true",,"ECOL||ECIT",,"acceptedVersion"
"291372","20.500.11850/3","Sprenger, Michael||Wernli, Heini",,,,"2019-04-25T11:44:57Z","2017-06-11T19:03:28Z||2019-04-25T11:44:57Z","2015-08","2015-08-13","Lagrangian trajectories are widely used in the atmospheric sciences, for instance to identify flow structures in extratropical cyclones (e.g., warm conveyor belts) and long-range transport pathways of moisture and trace substances. Here a new version of the Lagrangian analysis tool LAGRANTO (Wernli and Davies, 1997) is introduced, which offers considerably enhanced functionalities. Trajectory starting positions can be defined easily and flexibly based on different geometrical and/or meteorological conditions, e.g., equidistantly spaced within a prescribed region and on a stack of pressure (or isentropic) levels. After the computation of the trajectories, a versatile selection of trajectories is offered based on single or combined criteria. These criteria are passed to LAGRANTO with a simple command language (e.g., ""GT:PV:2"" readily translates into a selection of all trajectories with potential vorticity, PV, greater than 2 PVU; 1 PVU = 10−6 K m2 kg−1 s−1). Full versions of this new version of LAGRANTO are available for global ECMWF and regional COSMO data, and core functionality is provided for the regional WRF and MetUM models and the global 20th Century Reanalysis data set. The paper first presents the intuitive application of LAGRANTO for the identification of a warm conveyor belt in the North Atlantic. A further case study then shows how LAGRANTO can be used to quasi-operationally diagnose stratosphere–troposphere exchange events. Whereas these examples rely on the ECMWF version, the COSMO version and input fields with 7 km horizontal resolution serve to resolve the rather complex flow structure associated with orographic blocking due to the Alps, as shown in a third example. A final example illustrates the tool's application in source–receptor analysis studies. The new distribution of LAGRANTO is publicly available and includes auxiliary tools, e.g., to visualize trajectories. A detailed user guide describes all LAGRANTO capabilities.","application/pdf","10.3929/ethz-b-000103598",,"1991-9603||1991-959X",,"10.5194/gmd-8-2569-2015","http://hdl.handle.net/20.500.11850/103598","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"The LAGRANTO Lagrangian analysis tool – version 2.0","Journal Article","Open access",,,"2017-06-11T19:04:10Z",,"pub:161860",,"yes",,,,,,,,,,"imp5936536b61f9452224",,"84939249439",,"000360652200009","Geosci. model dev.","8","Geoscientific Model Development","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"2586","2569","Göttingen","published",,,,,,"2017-07-20T16:44:26Z","2023-02-06T17:03:37Z","true","18 p.","ECIT",,"publishedVersion"
"322940","20.500.11850/3","Frank, Dorothe A.||Reichstein, Markus||Bahn, Michael||Thonicke, Kirsten||Frank, David||Mahecha, Miguel D.||Smith, Pete||Van Der Velde, Marijn||Vicca, Sara||Babst, Flurin||Beer, Christian||Buchmann, Nina||Canadell, Josep G.||Ciais, Philippe||Cramer, Wolfgang||Ibrom, Andreas||Miglietta, Franco||Poulter, Ben||Rammig, Anja||Seneviratne, Sonia I.||Walz, Ariane||Wattenbach, Martin||Zavala, Miguel A.||Zscheischler, Jakob",,,,"2019-12-05T13:52:19Z","2017-06-11T18:49:33Z||2019-12-05T13:52:19Z","2015-08","2015-03-07","Extreme droughts, heat waves, frosts, precipitation, wind storms and other climate extremes may impact the structure, composition and functioning of terrestrial ecosystems, and thus carbon cycling and its feedbacks to the climate system. Yet, the interconnected avenues through which climate extremes drive ecological and physiological processes and alter the carbon balance are poorly understood. Here, we review the literature on carbon cycle relevant responses of ecosystems to extreme climatic events. Given that impacts of climate extremes are considered disturbances, we assume the respective general disturbance‐induced mechanisms and processes to also operate in an extreme context. The paucity of well‐defined studies currently renders a quantitative meta‐analysis impossible, but permits us to develop a deductive framework for identifying the main mechanisms (and coupling thereof) through which climate extremes may act on the carbon cycle. We find that ecosystem responses can exceed the duration of the climate impacts via lagged effects on the carbon cycle. The expected regional impacts of future climate extremes will depend on changes in the probability and severity of their occurrence, on the compound effects and timing of different climate extremes, and on the vulnerability of each land‐cover type modulated by management. Although processes and sensitivities differ among biomes, based on expert opinion, we expect forests to exhibit the largest net effect of extremes due to their large carbon pools and fluxes, potentially large indirect and lagged impacts, and long recovery time to regain previous stocks. At the global scale, we presume that droughts have the strongest and most widespread effects on terrestrial carbon cycling. Comparing impacts of climate extremes identified via remote sensing vs. ground‐based observational case studies reveals that many regions in the (sub‐)tropics are understudied. Hence, regional investigations are needed to allow a global upscaling of the impacts of climate extremes on global carbon–climate feedbacks.","application/pdf","10.3929/ethz-b-000103296",,"1354-1013||1365-2486",,"10.1111/gcb.12916","http://hdl.handle.net/20.500.11850/103296","en","Wiley-Blackwell","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Carbon cycle||Climate change||Climate extremes||Climate variability||Disturbance||Terrestrial ecosystems","Effects of climate extremes on the terrestrial carbon cycle: concepts, processes and potential future impacts","Journal Article","Open access",,,"2017-06-11T18:50:21Z",,"pub:161508",,"yes",,,,,,,,,,"imp593653646a57f25511",,,,"000358485200006","Glob. Chang. Biol.","8","Global Change Biology","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03648||03778","03648||03778",,"2880","2861","Oxford","published",,,,,"true","2017-07-14T20:22:08Z","2022-03-29T00:25:56Z","true",,"ECIT",,"publishedVersion"
"103799","20.500.11850/3","Kerkhoff, Christian||Künsch, Hans R.||Schär, Christoph",,,,"2017-06-11T19:09:03Z","2017-06-11T19:09:03Z","2015-08",,,,,,"0894-8755||1520-0442",,"10.1175/jcli-d-14-00606.1","http://hdl.handle.net/20.500.11850/103832","en","American Meteorological Society",,,"Bayesian methods||Bias||Statistics||Climate models||Ensembles||Regional models","A Bayesian Hierarchical Model for Heterogeneous RCM-GCM Multimodel Ensembles","Journal Article","Metadata only",,,"2017-06-11T19:09:27Z",,"pub:162370",,"yes",,,,,,,,,,"imp5936537073e4140333","000490902","84942916123",,"000359532800023","J. climate","15","Journal of Climate","28","03217 - Künsch, Hans Rudolf||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03217 - Künsch, Hans Rudolf||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Received 29 August 2014, Final Form 10 May 2015.","6266","6249","Boston, MA","published",,,,,"true","2017-07-20T15:04:23Z","2020-02-14T15:36:56Z","true",,"ECIT",,
"86891","20.500.11850/3","Rahimzadeh, Fatemeh||Sanchez-Lorenzo, Arturo||Hamedi, Maryam||Kruk, Michael C.||Wild, Martin",,,,"2017-06-11T11:09:34Z","2017-06-11T11:09:34Z","2015-07-30",,,,,,"0899-8418||1097-0088",,"10.1002/joc.4107","http://hdl.handle.net/20.500.11850/86924","en","Wiley-Blackwell",,,"Dimming/brightening||Sunshine duration||Diurnal temperature range||Trends||Iran","New evidence on the dimming/brightening phenomenon and decreasing diurnal temperature range in Iran (1961–2009)","Journal Article","Metadata only",,,"2017-06-11T11:11:23Z",,"pub:136844",,"yes",,,,,,,,,,"imp5936521d6c09a70621",,"84939473659",,"000357737000028","Int. j. climatol.","8","International Journal of Climatology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Received 4 January 2014, Revised 14 May 2014, Accepted 18 June 2014, Published online 21 July 2014.","2079","2065","Chichester","published",,,,,"true","2017-07-15T00:02:05Z","2021-02-14T11:55:44Z","true",,"ECIT",,
"103224","20.500.11850/3","Aemisegger, F.||Spiegel, J.K.||Pfahl, S.||Sodemann, H.||Eugster, Werner||Wernli, Heini",,,,"2017-06-11T18:46:00Z","2017-06-11T18:46:00Z","2015-07-16",,,,,,"0094-8276||1944-8007",,"10.1002/2015GL063988","http://hdl.handle.net/20.500.11850/103257","en","American Geophysical Union",,,,"Isotope meteorology of cold front passages: A case study combining observations and modeling","Journal Article","Metadata only",,,"2017-06-11T18:46:08Z",,"pub:161468",,"yes",,,,,,,,,,"imp593653637d65222294","000047284","84938203185",,"000358691300071","Geophys. Res. Lett.","13","Geophysical Research Letters","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03648||03854","03648||03854","Received 27 March 2015, Accepted 19 June 2015, Accepted article online 24 June 2015, Published online 14 July 2015. Published online by Wiley.","5660","5652","Washington, DC","published",,,,,,"2017-07-15T09:38:53Z","2021-02-14T13:11:24Z","true",,"ECIT",,
"103225","20.500.11850/3","Greve, P.||Seneviratne, Sonia I.",,,,"2017-06-11T18:46:00Z","2017-06-11T18:46:00Z","2015-07-16",,,,,,"0094-8276||1944-8007",,"10.1002/2015GL064127","http://hdl.handle.net/20.500.11850/103258","en","American Geophysical Union",,,,"Assessment of future changes in water availability and aridity","Journal Article","Metadata only",,,"2017-06-11T18:46:08Z",,"pub:161469",,"yes",,,,,,,,,,"imp59365363836c895199","000047284",,,"000358691300051","Geophys. Res. Lett.","13","Geophysical Research Letters","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778","Received 4 April 2015, Accepted 8 June 2015, Accepted article online 11 June 2015, Published online 4 July 2015. Published online by Wiley.","5499","5493","Washington, DC","published",,,,,,"2017-07-19T08:44:35Z","2022-03-28T14:01:37Z","true",,"ECIT",,
"313534","20.500.11850/3","Würsch, Michael||Sprenger, Michael",,,,"2019-10-11T14:04:56Z","2017-06-11T18:45:58Z||2019-10-11T14:04:56Z","2015-07-16","2015-04-04","Two different South Foehn types have been described in the literature: the Swiss Foehn is characterized by significant ascent on the southern side of the Alps, hence fulfilling a requirement of the thermodynamic Foehn theory associated with latent heating. On contrast, the Austrian Foehn is characterized by near-horizontal flow to the south of the Alps, followed by dry-adiabatic descent into the northern Foehn valleys. In this study, we make use of three years (2000–2002) of NWP reanalysis data, based on the COSMO model, and corresponding Foehn observations at a Swiss (Altdorf in the Reuss Valley) and Austrian (Ellbögen in the Wipp Valley) measurement site to address the applicability of this Foehn type classification. First, the methods are introduced in a case study of a strong Foehn case on 2–4 April 2000. The more traditional Eulerian analysis is complemented by trajectory calculations. Forward trajectories started in the Po Valley and backward trajectories started at the two Foehn stations reveal a complex flow situation. For instance, air parcels arriving in Altdorf can be trapped in the easterly, low-level Po Valley jet before ascending and passing over the Alpine crest, thus originating from further east than air parcels arriving in Ellbögen and having experienced less vertical ascent south of the Alps. This highlights the potential of Lagrangian-based flow analysis and concurrently points to the limitations of a pure Eulerian perspective.The main part of the study considers a climatology of the 3-year backward trajectories started at Altdorf and Ellbögen. Some key findings are: (i) a larger fraction of trajectories arriving in Altdorf experience substantial lifting on the Alpine south side compared to Ellbögen; (ii) both Foehn types can be observed at both stations, i.e., the type naming cannot be taken as an exclusive regional classification; (iii) precipitation traced back is more predominant for Altdorf trajectories than for Ellbögen ones, indicating that the latent heating contributes more to Foehn warming in Altdorf than in Ellbögen. Finally, from a forecasting perspective it is of interest whether the Foehn type can be deduced from a simple measurement alone. To this aim, Milan pseudo-soundings in the Po Valley, essentially south of Altdorf, are considered. Composite soundings are compared for Foehn cases in Altdorf with substantial lifting to those with weak lifting, corresponding to a non-blocked and blocked flow in the Po Valley. The two classes clearly differ in their composite profile; however, the spread prohibits an immediate classification on this sounding alone.","application/pdf","10.3929/ethz-b-000103254",,"0941-2948||1610-1227",,"10.1127/metz/2015/0647","http://hdl.handle.net/20.500.11850/103254","en","Schweizerbart","Creative Commons Attribution-NonCommercial 3.0 Unported","http://creativecommons.org/licenses/by-nc/3.0/","Foehn||Climatology||Altdorf||Innsbruck||trajectories","Swiss and Austrian Foehn revisited: A Lagrangian-based analysis","Journal Article","Open access",,,"2017-06-11T18:46:08Z",,"pub:161465",,"yes",,,,,,,,,,"imp593653636a82714419","000637360",,,"000358784000001","Meteorol. Z.","3","Meteorologische Zeitschrift","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"242","225","Stuttgart","published",,,,,,"2017-07-19T12:54:53Z","2022-03-28T23:51:18Z","true",,"ECIT",,"publishedVersion"
"229430","20.500.11850/3","Rogelj, Joeri||Reisinger, Andy||McCollum, David L.||Knutti, Reto||Riahi, Keywan||Meinshausen, Malte",,,,"2018-04-06T12:19:14Z","2017-06-11T18:52:24Z||2018-04-06T12:19:14Z","2015-07","2015-07-10","Global-mean temperature increase is roughly proportional to cumulative emissions of carbon-dioxide (CO2). Limiting global warming to any level thus implies a finite CO2 budget. Due to geophysical uncertainties, the size of such budgets can only be expressed in probabilistic terms and is further influenced by non-CO2 emissions. We here explore how societal choices related to energy demand and specific mitigation options influence the size of carbon budgets for meeting a given temperature objective. We find that choices that exclude specific CO2 mitigation technologies (like Carbon Capture and Storage) result in greater costs, smaller compatible CO2 budgets until 2050, but larger CO2 budgets until 2100. Vice versa, choices that lead to a larger CO2 mitigation potential result in CO2 budgets until 2100 that are smaller but can be met at lower costs. In most cases, these budget variations can be explained by the amount of non-CO2 mitigation that is carried out in conjunction with CO2, and associated global carbon prices that also drive mitigation of non-CO2 gases. Budget variations are of the order of 10% around their central value. In all cases, limiting warming to below 2 °C thus still implies that CO2 emissions need to be reduced rapidly in the coming decades.","application/pdf","10.3929/ethz-b-000103372",,"1748-9326||1748-9318",,"10.1088/1748-9326/10/7/075003","http://hdl.handle.net/20.500.11850/103372","en","Institute of Physics","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Climate change||Carbot budgets||Emission budgets||Mitigation||Greenhouse gases||Non-CO2||Methane","Mitigation choices impact carbon budget size compatible with low temperature goals","Journal Article","Open access",,,"2017-06-11T18:53:26Z",,"pub:161614",,"yes",,,,,,,,,,"imp59365366296f376032","005253059","84982064540",,"000366759200020","Environ. Res. Lett.","7","Environmental Research Letters","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,,"075003","Bristol","published",,,,,,"2017-07-15T07:06:02Z","2021-02-14T23:11:22Z","true","11 p.","ECIT",,"publishedVersion"
"229425","20.500.11850/3","Rogelj, Joeri||Meinshausen, Malte||Schaeffer, Michiel||Knutti, Reto||Riahi, Keywan",,,,"2018-04-06T12:14:48Z","2017-06-11T18:52:23Z||2018-04-06T12:14:48Z","2015-07","2015-07-10","Limiting global warming to any level requires limiting the total amount of CO2 emissions, or staying within a CO2 budget. Here we assess how emissions from short-lived non-CO2 species like methane, hydrofluorocarbons (HFCs), black-carbon, and sulphates influence these CO2 budgets. Our default case, which assumes mitigation in all sectors and of all gases, results in a CO2 budget between 2011–2100 of 340 PgC for a >66% chance of staying below 2°C, consistent with the assessment of the Fifth Assessment Report of the Intergovernmental Panel on Climate Change. Extreme variations of air-pollutant emissions from black-carbon and sulphates influence this budget by about ±5%. In the hypothetical case of no methane or HFCs mitigation—which is unlikely when CO2 is stringently reduced—the budgets would be much smaller (40% or up to 60%, respectively). However, assuming very stringent CH4 mitigation as a sensitivity case, CO2 budgets could be 25% higher. A limit on cumulative CO2 emissions remains critical for temperature targets. Even a 25% higher CO2 budget still means peaking global emissions in the next two decades, and achieving net zero CO2 emissions during the third quarter of the 21st century. The leverage we have to affect the CO2 budget by targeting non-CO2 diminishes strongly along with CO2 mitigation, because these are partly linked through economic and technological factors.","application/pdf","10.3929/ethz-b-000103371",,"1748-9326||1748-9318",,"10.1088/1748-9326/10/7/075001","http://hdl.handle.net/20.500.11850/103371","en","Institute of Physics","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Climate change||Carbon budget||Cumulative carbon||Short-lived climate pollutants||Global warming||Carbon dioxide","Impact of short-lived non-CO2 mitigation on carbon budgets for stabilizing global warming","Journal Article","Open access",,,"2017-06-11T18:53:26Z",,"pub:161613",,"yes",,,,,,,,,,"imp5936536623bfd24097","005253059","84982074184",,"000366759200018","Environ. Res. Lett.","7","Environmental Research Letters","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,,"075001","Bristol","published",,,,,,"2017-07-31T14:57:33Z","2021-02-14T23:11:20Z","true","10 p.","ECIT",,"publishedVersion"
