id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.date.updated,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.repository,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"375872","20.500.11850/3","Haemmerli, Lisa||Stauffacher, Michael",,,,,"2020-11-13T09:21:19Z","2020-10-01T07:11:20Z||2020-10-02T05:47:47Z||2020-11-13T09:21:19Z","2020-10","2020-09-16",,"Subsurface technologies, such as geothermal energy and carbon capture and storage, are options to help limit global warming. Subsurface technologies involve the risk of induced seismicity. The successful implementation of these technologies depends on the public perception of these risks. Risk governance frameworks propose assessing the level of public concern and designing adapted risk mitigation measures. We propose that concerns should not only be investigated with respect to the perceived risks but also with respect to the potential mitigation measures. We explore this by analyzing the perception of risk mitigation measures for different subsurface technologies. With an online survey (N = 808) in Switzerland we analyzed four technologies (in-between subject design) and four mitigation measures (within subject design). We found that risk mitigation measures are perceived differently, within and across technologies. Thus, public concerns about risk mitigation really matter. We suggest that future research should focus on how risk mitigation measures can be applied and communicated to realize the full potential of risk governance frameworks.","application/pdf","10.3929/ethz-b-000443776",,"2192-6395||2095-0055",,"10.1007/s13753-020-00298-3","http://hdl.handle.net/20.500.11850/443776","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","carbon capture and storage||enhanced geothermal systems||induced seismicity||Risk mitigation perception||shale gas||Switzerland","The Neglected Role of Risk Mitigation Perception in the Risk Governance of Underground Technologies-The Example of Induced Seismicity",,"Journal Article","Open access",,,,,"2020-10-01T07:11:29Z",,,,,"yes",,,,,,,,,,,,"85091114429",,"000570049300001",,"5","International Journal of Disaster Risk Science","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"639","630","Berlin","published",,,,,,,,,,,,,,,"2020-11-13T09:21:33Z","2021-02-15T20:44:54Z","true",,"WOS",,,"publishedVersion",
"349824","20.500.11850/3","Daly, Patrick||Mahdi, Saiful||McCaughey, Jamie W||Mundzir, Ibnu||Halim, Agus||Nizamuddin||Ardiansyah||Srimulyani, Eka",,,,,"2020-06-03T08:02:10Z","2020-05-30T03:19:02Z||2020-06-03T08:02:10Z","2020-10","2020-05-11",,"This paper presents a field study on the long-term effectiveness and sustainability of livelihood interventions following the 2004 Indian Ocean tsunami in Aceh, Indonesia. We assess the extent to which post-tsunami aid in Aceh helped beneficiaries to stabilize and restore their pre-disaster livelihoods, and/or develop new livelihoods. We draw upon qualitative data captured in 183 in-depth interviews and 38 focus group discussions involving village leaders, livelihood aid participants, and NGO workers. Our results show that livelihood assistance helped people stabilize their household finances and partially restore their pre-disaster livelihoods. Furthermore, we found that aid programs were able to help some people without pre-disaster livelihood experience to participate in part-time, ad hoc work. However, aid packages were generally not able to support the development of full-time, sustainable new livelihoods for people lacking pre-disaster training and experience. Our data suggests that it is difficult to conduct efficient and sustainable livelihood development initiatives within the time pressures and current institutional approaches to large-scale post-disaster reconstruction.","application/pdf","10.3929/ethz-b-000417504",,"2212-4209",,"10.1016/j.ijdrr.2020.101650","http://hdl.handle.net/20.500.11850/417504","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Aceh||Tsunami||Livelihoods||Post-disaster reconstruction||Humanitarianism||Economic development","Rethinking relief, reconstruction and development: Evaluating the effectiveness and sustainability of post-disaster livelihood aid",,"Journal Article","Open access",,,,,"2020-05-30T03:19:11Z",,,,,"yes",,,,,,,,,,,,"85085053564",,"000572975600005",,,"International Journal of Disaster Risk Reduction","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,"101650","Amsterdam","published",,,,,,,,,,,,,,,"2020-06-03T08:02:25Z","2021-02-15T11:57:11Z","true","15 p.","SCOPUS",,,"publishedVersion",
"349088","20.500.11850/3","Booth, Laura||Fleming, Kevin||Abad, Jaime||Schueller, Lynn A.||Leone, Mattia||Scolobig, Anna||Baills, Audrey",,,,,"2020-05-27T08:44:04Z","2019-12-10T09:22:05Z||2019-12-10T12:04:31Z||2020-05-13T14:46:50Z||2020-05-27T08:44:04Z","2020-10","2020-05-16",,"Natural hazards and climate-related disasters disregard political borders, where additional barriers can complicate mitigation, response and recovery efforts within and between the sectors of Climate Change Adaptation (CCA) and Disaster Risk Reduction (DRR). The ESPREssO Project (Enhancing Synergies for Disaster Prevention in the European Union) aims to improve management of transboundary disasters by encouraging closer synergies between the CCA and DRR communities. Using targeted stakeholder interviews, questionnaires, Think Tank discussions and purpose-built serious games, ESPREssO draws on both CCA and DRR stakeholder experiences and informed perspectives in order to identify current gaps. Set within a fictitious border zone, ESPREssO's RAMSETE II serious game challenges CCA and DRR stakeholders in making coordinated decisions before, during and after a simulated disaster, in protection of population and critical infrastructure.  Results highlight the essential role of local governance mechanisms as the sharp end of the policy wedge, with current examples of proactivity that require to be championed and supported at national level in order to thrive. These good practice examples reflect the fact that transboundary settings, despite their challenges, act as fertile ground for mutual growth, offering opportunities for CCA and DRR communities to find innovative ways to cooperate and unite in developing synergies and strengthening their mutual efforts towards resilience. Stakeholders emphasise a need to invest more resources in informal cooperation and call on policy makers to recognise that each border zone raises its own unique set of complex challenges that requires flexibility and special consideration by transboundary authorities in management of disasters.","application/pdf","10.3929/ethz-b-000384234",,"2212-4209",,"10.1016/j.ijdrr.2020.101668","http://hdl.handle.net/20.500.11850/384234","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Climate change adaptation (CCA)||Disaster risk reduction (DRR)||Transboundary||ESPREssO project","Simulating synergies between Climate Change Adaptation and Disaster Risk Reduction stakeholders to improve management of trans-boundary disasters in Europe",,"Journal Article","Open access",,,,,"2019-12-10T09:22:15Z",,,,,"yes",,,,,"Enhancing Synergies for disaster PRevention in the EurOpean Union","700342","10.13039/501100007352","SBFI","H2020",,,"85084826072",,"000572973300007",,,"International Journal of Disaster Risk Reduction","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"101668","Amsterdam","published",,,,,,,,,,,,,,,"2020-05-27T08:44:14Z","2021-02-15T11:51:41Z","true","9 p.","FORM",,,"publishedVersion",
"368007","20.500.11850/3","Fleming, Kevin||Abad, Jaime||Booth, Laura||Schueller, Lynn||Baills, Audrey||Scolobig, Anna||Petrovic, Bojana||Zuccaro, Giulio||Leone, Mattia F.",,,,,"2020-09-16T11:09:26Z","2020-06-02T02:39:31Z||2020-06-02T11:39:30Z||2020-09-16T11:09:26Z","2020-10","2020-05-18",,"Disaster Risk Reduction (DRR), Disaster Risk Management (DRM), and Climate Change Adaptation (CCA) involve a variety of stakeholders with different backgrounds, organizational frameworks, divergent concerns, and sometimes competing agendas. This requires forums where such groups can meet in order to enhance understanding, reconcile different views, and potentially assist each other in meeting their respective goals. One means of establishing such an exchange involves serious games. During the ESPREssO (Enhancing Synergies for disaster Prevention in the European Union) project, three such games, referred to as RAMSETE (Risk Assessment Model Simulation for Emergency Training Exercise), were developed. They were based on table-top, role-playing, scenario-based exercises, and their purpose was for stakeholder information elicitation about policy issues related to DRR, DRM, and CCA.  Participants in the exercises were assigned roles where they interacted and negotiated in order to deal with the presented scenarios. The scenarios were primarily concerned with selecting an optimal set of policies to deal best with the issue in question. The games, while sometimes including an operational element, were meant to examine the motivations behind the decisions made, rather than to test or to train in response protocols. The participants in general found the games to be useful for framing discussions about complex issues, while their problem-solving character was appreciated and enjoyed. Such games allow stakeholders to openly discuss and challenge ideas, policies, and processes in a manner they would not normally do in their daily activities, with other professionals who they would not necessarily be in frequent contact with.",,,,"2212-4209",,"10.1016/j.ijdrr.2020.101669","http://hdl.handle.net/20.500.11850/417571","en","Elsevier",,,"Serious games||Scenario training||Information elicitation||Disaster Risk Reduction||Disaster Risk Management||Climate Change Adaptation","The use of serious games in engaging stakeholders for disaster risk reduction, management and climate change adaption information elicitation",,"Journal Article","Metadata only",,,,,"2020-06-02T02:39:44Z",,,,,"yes",,,,,,,,,,,,"85085289103",,"000572973300005",,,"International Journal of Disaster Risk Reduction","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"101669","Amsterdam","published",,,,,,,,,,,,,,,"2020-06-02T11:39:39Z","2021-02-15T17:16:52Z","true","11 p.","SCOPUS",,,,
"360712","20.500.11850/3","Gerber, Jean-David||Lieberherr, Eva||Knoepfel, Peter",,,,,"2020-08-21T08:30:40Z","2020-06-28T02:42:50Z||2020-06-30T11:01:23Z||2020-08-20T12:20:03Z||2020-08-21T08:30:40Z","2020-10","2020-06-24",,"This introductory article to the special issue on the Institutional Resource Regime (IRR) framework presents an overview of the latest developments of the framework. The IRR framework has been established as an important supplement to existing (neo)institutional approaches focusing on the management of natural resources. One of the major contributions of the IRR framework is its ability to appraise the institutional complexity of heterogeneous resource use situations at the nexus of public regulatory actions and private responses, to link the resulting institutional arrangements with claimants’ access to the resource, and to propose causal mechanisms explaining the relationship between institutions and sustainability.","application/pdf","10.3929/ethz-b-000423470",,"1462-9011||1873-6416",,"10.1016/j.envsci.2020.06.009","http://hdl.handle.net/20.500.11850/423470","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Institutional Resource Regime||Policy analysis||Institutional economics||Property rights||Resource use||Sustainable resource management","Governing contemporary commons: The Institutional Resource Regime in dialogue with other policy frameworks",,"Journal Article","Open access",,,,,"2020-06-28T02:43:03Z",,,,,"yes",,,,,,,,,,,,"85086711904",,"000571832600007","Environ. Sci. Policy",,"Environmental Science & Policy","112","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions",,"02723",,,"163","155","Kidlington","published",,,,,,,,,,,,,,,"2020-06-30T11:01:37Z","2021-02-15T16:35:42Z","true",,"SCOPUS",,,"updatedVersion",
"373710","20.500.11850/3","Hansmann, Ralph||Binder, Claudia R.",,,,,"2020-10-28T16:06:14Z","2020-10-27T00:30:54Z||2020-10-28T16:06:14Z","2020-10","2020-10-15",,"A survey of 1206 participants investigated determinants of positive environmental behaviors (PEBs) in Switzerland. Based on a principle component analysis on data for 23 different PEBs, three behavior types were distinguished: (i) public sphere PEBs with politically mediated impacts; (ii) socially salient private “lighthouse” PEBs that convey a pro-environmental message; and (iii) less socially salient private PEBs. An environmental behavior model identified general environmental knowledge and attitudes as the strongest predictors of PEBs, followed by green self-identity, justifications, assumed consequences, prescriptive social norms, gender, age, and perceived behavioral control (PBC), respectively. To promote sustainability-oriented behaviors and achieve corresponding societal and economic changes, the identified psychological factors need to be promoted by education and communication strategies as well as complementary measures ranging from policy changes to technology development and systems design. Green self-identity turned out to be significantly more influential for private PEBs than for public sphere PEBs, whereas prescriptive social norms and environmental knowledge were more important for public sphere PEBs. These findings indicate that promoting different types of sustainability-oriented behaviors may require distinct strategies. Public sphere PEBs may be enhanced well by conveying social practices and norms, whereas the promotion of a pro-environmental green self-identity may increase private sphere PEBs effectively.","application/pdf","10.3929/ethz-b-000448048",,"2071-1050",,"10.3390/su12208547","http://hdl.handle.net/20.500.11850/448048","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","environmental behavior||private sphere||public sphere||environmental citizenship||justification||green identity||behavior determinants||intervention mapping","Determinants of different types of positive environmental behaviors: An analysis of public and private sphere actions",,"Journal Article","Open access",,,,,"2020-10-27T00:30:59Z",,,,,"yes",,,,,,,,,,,,"85092914978",,"000583065400001",,"20","Sustainability","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"8547","Basel","published",,,,,,,,,,,,,,,"2020-10-28T16:06:27Z","2022-03-29T03:50:58Z","true","30 p.","SCOPUS",,,"publishedVersion",
"394170","20.500.11850/3","Wohland, Jan||Brayshaw, David||Bloomfield, Hannah||Wild, Martin",,,,,"2021-03-11T07:26:20Z","2021-03-11T07:26:20Z","2020-10",,,"Long-term historic climate datasets are valuable tools to investigate climate variability, validate climate models and contextualize anticipated climate change. Surface solar radiation is one particularly relevant variable, with implications on policy decisions (e.g. performance of solar panels) and fundamental questions in climate science (e.g. regarding the energy budget). While all current twentieth century reanalyses provide surface solar radiation, we demonstrate that most of them fail to capture multidecadal surface radiation variability in Europe. To this end, we systematically compare the reanalyses 20CRv2c, 20CRv3, ERA20C and CERA20C and the free model run ERA20CM. We show that only CERA20C captures dimming (1949-1979) and brightening (1979-2009) in line with station observations, satellite-era reanalyses and established theory. The lack of multidecadal surface radiation variability in 20CRv2c/v3 is plausible given the use of constant aerosols. In contrast, ERA20CM, ERA20C and CERA20C are forced with time-varying aerosols. Despite this common forcing, ERA20CM and ERA20C surprisingly show no trends in clear-sky fluxes over the dimming and brightening periods while CERA20C shows significant trends. We discuss different potential explanations for this discrepancy (model versions, ocean coupling and ensemble size) and conclude that none of them provides a convincing explanation. Our results therefore imply that only CERA20C is suitable for assessments of surface solar radiation variability on multi-decadal timescales. This particularly applies to impact studies, for example, on long-term potentials of solar power generation.","application/pdf","10.3929/ethz-b-000445823",,"1748-9326||1748-9318","http://hdl.handle.net/20.500.11850/461616||http://hdl.handle.net/20.500.11850/445823","10.1088/1748-9326/aba7e6","http://hdl.handle.net/20.500.11850/473957","en","IOP Publishing","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Solar||radiation||dimming||brightening||20th century reanalysis||CERA20C||photovoltaics","European multidecadal solar variability badly captured in all centennial reanalyses except CERA20C",,"Journal Article","Open access",,,,,"2020-10-14T04:06:19Z",,,,,"yes",,,,,,,,,,,,"85092612570",,"000574295300001","Environ. Res. Lett.","10","Environmental Research Letters","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","09451||03360","09451||03360",,,"104021","Bristol","published",,,,,,,,,,,,,,,"2021-03-11T07:26:35Z","2022-03-29T05:42:52Z","true","25 p.","FORM||WOS",,,"publishedVersion",
"394090","20.500.11850/3","Kobashi, Takuro||Yoshida, Takahiro||Yamagata, Yoshiki||Naito, Katsuhiko||Pfenninger, Stefan||Say, Kelvin||Takeda, Yasuhiro||Ahl, Amanda||Yarime, Masaru||Hara, Keishiro",,,,,"2021-03-10T13:09:48Z","2021-03-10T13:09:48Z","2020-10-01","2020-06-27",,"To minimize the impacts of climate change, it is increasingly clear that global CO2 emissions should be eliminated by 2050 and that leading low-carbon cities should reach net zero emissions by 2040. However, the precise pathways by which they can reach such ambitious goals have yet to be identified. As costs of photovoltaics (PV), batteries, and electric vehicles (EVs) are likely to keep falling, they can jointly play a key role for deep decarbonization. Here, we conduct a techno-economic analysis of a city-scale energy system with roof-top PV, batteries, and EVs for Kyoto City, Japan. We find that aggressive EV adoption and the use of EVs for electricity storage could help roof-top PV penetration in the city with substantially lower costs than just deploying PV and batteries alone or allowing EV to charge only. CO2 emissions from vehicle and electricity usage in the city could be reduced by 60–74% if the entire current car fleet is replaced by EVs while also reducing energy costs by 22–37% by 2030. The largest challenge of a city-wide “PV + EV” system (named as “Solar-EV city”) is its implementation. We explore how it could be realized in Kyoto through peer-to-peer (P2P) power trading/blockchain technology initially on a community scale as smart microgrids, then gradually expanding/converging into a city-wide. For the transition to decentralized power systems, citizen’s decision-making process is one of the keys to overcome social, institutional, and regulatory barriers. © Elsevier Ltd 2020",,,,"0306-2619||1872-9118","http://hdl.handle.net/20.500.11850/465664||http://hdl.handle.net/20.500.11850/424366","10.1016/j.apenergy.2020.115419","http://hdl.handle.net/20.500.11850/473834","en","Elsevier",,,,"On the potential of “Photovoltaics + Electric vehicles” for deep decarbonization of Kyoto's power systems: Techno-economic-social considerations",,"Journal Article","Metadata only",,,,,"2020-07-03T19:32:27Z",,,,,"yes",,,,,,,,,,,,"85086911590",,"000565602200004","Appl. Energy",,"Applied Energy","275","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"115419","New York, NY","published",,,,,,,,,,,,,,,"2021-03-10T13:09:58Z","2022-03-29T05:42:14Z","true","17 p.","FORM||SCOPUS",,,,
"358357","20.500.11850/3","Dallo, Irina||Stauffacher, Michael||Marti, Michèle",,,,,"2020-07-29T14:48:31Z","2020-07-25T22:36:09Z||2020-07-29T14:48:31Z","2020-10",,,"Triggered by technical progress that has allowed for the combining of information about natural, anthropogenic and socionatural hazards, numerous multi-hazard platforms have been established over the last years. Despite their increasing use, surprisingly, little research has been conducted evaluating how the public perceives of the hazard information provided by these multi-hazard platforms. Because most of them use maps on the start page, we were especially interested in the different approaches towards presenting multiple hazards and towards compiling the contents of the hazard announcements attached to the maps. With an online conjoint choice experiment (N = 768, fully randomised design), we tested different start page designs and hazard announcements representing the diversity of elements used in multi-hazard platforms. The alternatives were randomly displayed as pairs to the participants (between-subjects design), asking them to first rate the alternatives separately and then to choose which of the two they preferred. Our main results are that the participants prefer a start page consisting of a single map with textual information about the current hazards below the map. In addition, they prefer hazard classifications with four or five hazard categories. Moreover, the participants appreciate the embedding of a sharing function in the hazard announcements. Finally, the participants prefer a combination of textual and pictured behavioural recommendations. To conclude, the results indicate that the design of information provided on multi-hazard platforms indeed affects the public's preferences. Therefore, in parallel to the continuous improvement of scientific-technical products, the communication and perception of these products should be systematically examined too.","application/pdf","10.3929/ethz-b-000428490",,"2212-4209",,"10.1016/j.ijdrr.2020.101761","http://hdl.handle.net/20.500.11850/428490","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Multi-hazard platforms||Public's preferences||Start page designs||Hazard announcements||Conjoint choice experiment","What defines the success of maps and additional information on a multi-hazard platform?",,"Journal Article","Open access",,,,,"2020-07-25T22:36:20Z",,,,,"yes",,,,,"Real-time Earthquake Risk Reduction for Europe","821115","10.13039/501100000780","EC","H2020",,,"85088135191",,"000572974500009",,,"International Journal of Disaster Risk Reduction","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351||02818","02818||02351",,,"101761","Amsterdam","published",,,,,,,,,,,"10.3929/ethz-b-000411190",,,,"2020-07-29T14:49:06Z","2023-02-06T20:14:53Z","true","11 p.","SCOPUS",,,"publishedVersion",
"371947","20.500.11850/3","Koh, Ilyun||Garrett, Rachael||Janetos, Anthony||Mueller, Nathaniel D.",,,,,"2020-10-15T08:51:58Z","2020-10-15T02:38:48Z||2020-10-15T08:51:58Z","2020-10","2020-09-21",,"Brazil is the world's leading coffee exporter, contributing billions of dollars to the global food economy. Yet, a majority of Brazilian coffee farms are operated by 'smallholders', producers with relatively small properties and primarily reliant on family labor. While previous work indicates that climate change will decrease the area suitable for coffee production in Brazil, no study has assessed the impacts of climate change on coffee yields or the relative exposure and vulnerability of coffee producing regions to changes in climate hazards (climate-associated losses in yield). To address these knowledge gaps, we assess the sensitivity of coffee yields to temperature and precipitation variation from 1974 to 2017 to map coffee climate hazards. Next, we identify which coffee producing regions in Brazil have the highest exposure to climate hazards due to high dependence of coffee production as a proportion of agricultural area. Finally, we generate a Vulnerability Index to identify which regions are theoretically least able to adapt to climate hazards. Our study finds that since 1974, temperatures in Brazilian coffee growing municipalities have been increasing by ~0.25 °C per decade and annual precipitation has been decreasing during the blooming and ripening periods. This historical climate change has already resulted in reductions in coffee yield by more than 20% in the Southeast of Brazil. Minas Gerais, the largest coffee producing state in Brazil, has among the highest climate hazard and overall climate risk, exacerbated by ongoing coffee expansion. Additionally, many municipalities with the lowest adaptive capacity, including the country's mountainous regions, also have high climate exposure and hazards. Negative climate hazard and exposure impacts for coffee producing regions could be potentially offset by targeting climate adaptation support to these high-risk regions, including research, extension, and credit subsidies for improved coffee varieties, irrigation, and agroforestry and diversifying agricultural production.","application/pdf","10.3929/ethz-b-000446006",,"1748-9326||1748-9318",,"10.1088/1748-9326/aba471","http://hdl.handle.net/20.500.11850/446006","en","Institute of Physics","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","climate change||agriculture||smallholder||vulnerability||Cerrado||Latin America||coffee","Climate risks to Brazilian coffee production",,"Journal Article","Open access",,,,,"2020-10-15T02:38:58Z",,,,,"yes",,,,,,,,,,,,"85090206951",,"000574295900001","Environ. Res. Lett.","10","Environmental Research Letters","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659||09659","09659",,,"104015","Bristol","published",,,,,,,,,,,,,,,"2020-10-15T08:52:12Z","2023-02-06T20:31:51Z","true","12 p.","WOS",,,"publishedVersion",
