id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"306018","20.500.11850/3","Gardner, Toby A.||Benzie, Magnus||Börner, Jan||Dawkins, Elena||Fick, Stephen||Garrett, Rachael||Godar, Javier||Grimard, A.||Lake, Sarah||Larsen, Rasmus K.||Mardas, N.||McDermott, Constance L.||Meyfroidt, Patrick||Osbeck, Maria||Persson, Martin||Sembrés, Thomas||Suavet, Clément||Strassburg, Bernardo||Alessandro, Trevisan||West, Christopher||Wolvekamp, Paul",,,,,"2019-08-21T14:39:03Z","2019-08-21T13:47:13Z||2019-08-21T14:39:03Z",,"2019-09","2018-05","Over the last few decades rapid advances in processes to collect, monitor, disclose, and disseminate information have contributed towards the development of entirely new modes of sustainability governance for global commodity supply chains. However, there has been very little critical appraisal of the contribution made by different transparency initiatives to sustainability and the ways in which they can (and cannot) influence new governance arrangements. Here we seek to strengthen the theoretical underpinning of research and action on supply chain transparency by addressing four questions: (1) What is meant by supply chain transparency? (2) What is the relevance of supply chain transparency to supply chain sustainability governance? (3) What is the current status of supply chain transparency, and what are the strengths and weaknesses of existing initiatives? and (4) What propositions can be advanced for how transparency can have a positive transformative effect on the governance interventions that seek to strengthen sustainability outcomes? We use examples from agricultural supply chains and the zero-deforestation agenda as a focus of our analysis but draw insights that are relevant to the transparency and sustainability of supply chains in general. We propose a typology to distinguish among types of supply chain information that are needed to support improvements in sustainability governance, and illustrate a number of major shortfalls and systematic biases in existing information systems. We also propose a set of ten propositions that, taken together, serve to expose some of the potential pitfalls and undesirable outcomes that may result from (inevitably) limited or poorly designed transparency systems, whilst offering guidance on some of the ways in which greater transparency can make a more effective, lasting and positive contribution to sustainability.","application/pdf","10.3929/ethz-b-000359705",,"0305-750X",,"10.1016/j.worlddev.2018.05.025","http://hdl.handle.net/20.500.11850/359705","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Information||Disclosure||Trade||Deforestation||Agriculture||Forests||Commitments||Soy||Beef||Palm oil","Transparency and sustainability in global commodity supply chains",,"Journal Article","Open access",,,"2019-08-21T13:47:21Z",,,,,,"no",,,,,,,,,,,,,,,,,"World Development","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,"177","163","Amsterdam","published",,,,,,,,,,,,"2019-08-21T14:39:13Z","2023-02-06T17:32:28Z","true",,"FORM",,,"publishedVersion",
"350106","20.500.11850/18","Lüthi, Samuel",,,,"Aznar Siguan, Gabriela||Knüsel, Benedikt||Bresch, David N.","2020-06-04T13:19:43Z","2020-02-11T20:10:40Z||2020-05-04T07:44:00Z||2020-06-04T13:19:43Z",,"2019-08-30","2020-06-04","Tropical cyclones are among the most disastrous natural catastrophes worldwide and pose a major threat to societies in the affected regions. Thus, governments and private companies have strong interests in improving the understanding of impacts from tropical cyclones in order to better prepare societies for possible disastrous impacts. This led to the development of natural catastrophe models that allow the quantification of expected damages. These models witnessed a streak of constant improvement over the past 60 years by keeping track with the newest statistical and simulation techniques. Due to the complexity of the problem and increasing volumes of available climate, exposure and damage data, machine learning methods might be a promising complement in such assessments. In this Master Thesis, we applied machine learning algorithms to calibrate the tropical cyclone damage module of the open-source disaster impact model CLIMADA. In a first step we defined regions based on socio-economic indicators using feature selection, dimensionality reduction and clustering algorithms. In a second step, Bayesian optimization methods were applied to calibrate region specific damage functions. The efficiency of the Bayesian algorithm allowed the introduction of computationally more expensive damage functions as well as the concept of cross validation for a partial quantification of epistemic model uncertainty. Using this calibration, CLIMADA estimates damages for more than half of the storms in the correct order of magnitude. This is an improvement of more than 10% as compared to traditional approaches. However, using region specific damage functions does not substantially improve this result. Estimating impacts of tropical cyclones remains highly uncertain, especially for damages caused by high wind speeds.","application/pdf","10.3929/ethz-b-000398592",,,,,"http://hdl.handle.net/20.500.11850/398592","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Tropical cyclones||Impact modelling||Calibration||CLIMADA","Applying Machine Learning Methods to the Assessment of Tropical Cyclone Impacts",,"Master Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2020-02-11T20:11:01Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Zurich","published","10.3929/ethz-b-000331316||20.500.11850/126944",,"10.3929/ethz-b-000489485",,,,,,,,,"2020-06-04T13:20:01Z","2020-06-04T13:20:01Z","true","55 p.","FORM",,,,
"306429","20.500.11850/3","Lüthi, Samuel||Ban, Nikolina||Kotlarski, Sven||Steger, Christian||Jonas, Tobias||Schär, Christoph",,,,,"2019-08-24T13:42:38Z","2019-08-24T03:23:15Z||2019-08-24T13:42:38Z",,"2019-08-13",,"The recent development of high-resolution climate models offers a promising approach in improving the simulation of precipitation, clouds and temperature. However, higher grid spacing is also a promising feature to improve the simulation of snow cover. In particular, it provides a refined representation of topography and allows for an explicit simulation of convective precipitation processes. In this study we analyze the snow cover in a set of decade-long high-resolution climate simulation with horizontal grid spacing of 2.2 km over the greater Alpine region. Results are compared against observations and lower resolution models (12 and 50 km), which use parameterized convection. The simulations are integrated using the COSMO (Consortium for Small-Scale Modeling) model. The evaluation of snow water equivalent (SWE) in the simulation of present-day climate, driven by the ERA-Interim reanalysis, against an observational dataset, reveals that the high-resolution simulation clearly outperforms simulations with grid spacing of 12 and 50 km. The latter simulations underestimate the cumulative amount of SWE over Switzerland over the whole annual cycle by 33% (12 km simulation) and 56% (50 km simulation) while the high-resolution simulation shows a spatially and temporally averaged difference of less than 1%. Scenario simulations driven by GCM MPI-ESM-LR (2081–2090 RCP8.5 vs. 1991–2000) reveal a strong decrease of SWE over the Alps, consistent with previous studies. Previous studies had found that the relative decrease becomes gradually smaller with elevation, but this finding was limited to low and intermediate altitudes (as a 12 km simulation resolves the topography up to 2500 m). In the current study we find that the height gradient reverses sign, and relative reductions in snow cover increases above 3000 m asl, where important parts of the cryosphere are present. In addition, the simulations project a transition from permanent to seasonal snow cover at high altitudes, with potentially important impacts to Alpine permafrost. This transition and the more pronounced decline of SWE emphasize the value of the higher grid spacing. Overall, we show that high-resolution climate models offer a promising approach in improving the simulation of snow cover in Alpine terrain.","application/pdf","10.3929/ethz-b-000360323",,"2073-4433",,"10.3390/atmos10080463","http://hdl.handle.net/20.500.11850/360323","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","snow water equivalent||snow cover||convection-resolving||climate projections","Projections of Alpine snow-cover in a high-resolution climate simulation",,"Journal Article","Open access",,,"2019-08-24T03:23:21Z",,,,,,"yes",,,,,"Towards kilometer-scale climate change scenarios","132614","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,"85070769324",,"000482983500005",,"8","Atmosphere","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","03360||03360||09576","03360||03360||09576",,,"463","Basel","published",,,,,,,,,,,,"2019-08-24T13:42:50Z","2021-02-15T05:43:36Z","true","18 p.","SCOPUS",,,"publishedVersion",
"329745","20.500.11850/4","Kondo, Yasuhisa||Kondo, Yasuhisa||Ikeuchi, Ui||Nakahara, Satoe||Nakashima, Ken'ichiro||Onishi, Hideyuki||Osawa, Takeshi||Ota, Kazuhiko||Sato, Kenichi||Ushijima, Ken||Vienni Baptista, Bianca||Kumazawa, Terukazu||Hayashi, Kazuhiro||Murayama, Yasuhiro||Okuda, Noboru||Nakanishi, Hisae",,,,,"2020-01-17T11:01:38Z","2020-01-01T18:45:03Z||2020-01-17T11:01:38Z",,"2019-08","2019-10-11",,"application/pdf","10.3929/ethz-b-000387378",,,,"10.1016/j.cosust.2019.07.001","http://hdl.handle.net/20.500.11850/387378","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Interlinking open science and community-based participatory research for socio-environmental issues",,"Review Article","Open access",,,"2020-01-01T18:45:07Z",,,,,,"yes",,,,,,,,,,,,,,"000502823600009",,,"Current Opinion in Environmental Sustainability","39","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"61","54","Oxford","published",,,,,,,,,,,,"2020-01-17T11:01:49Z","2020-02-15T23:32:25Z","true","8 p.","WOS",,,"publishedVersion",
"319259","20.500.11850/3","Muccione, Veruska||Huggel, Christian||Bresch, David N.||Jurt, Christine||Wallimann-Helmer, Ivo||Mehra, Meeta K.||Pabón Caicedo, José D.",,,,,"2019-11-15T14:37:47Z","2019-11-15T03:32:44Z||2019-11-15T14:37:47Z",,"2019-08","2019-11-12",,,,,,,"10.1016/j.cosust.2019.09.011","http://hdl.handle.net/20.500.11850/377794","en","Elsevier",,,,"Joint knowledge production in climate change adaptation networks",,"Journal Article","Metadata only",,,"2019-11-15T03:32:55Z",,,,,,"yes",,,,,,,,,,,,"85074637064",,"000502823600018",,,"Current Opinion in Environmental Sustainability","39","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"152","147","Oxford","published",,,,,,,,,,,,"2020-02-15T22:35:59Z","2020-02-15T22:35:59Z","true",,"SCOPUS",,,,
"292318","20.500.11850/3","Seidl, Roman||von Wirth, Timo||Krütli, Pius",,,,,"2019-05-06T08:11:09Z","2019-05-04T01:12:25Z||2019-05-06T08:11:09Z",,"2019-08","2019-04-22",,,,,"2214-6296",,"10.1016/j.erss.2019.04.006","http://hdl.handle.net/20.500.11850/340638","en","Elsevier",,,"Energy system transition||Distributed energy system||Distributed (co-)ownership||Acceptance||Framing","Social acceptance of distributed energy systems in Swiss, German, and Austrian energy transitions",,"Journal Article","Metadata only",,,"2019-05-04T01:12:42Z",,,,,,"yes",,,,,,,,,,,,"85064444607",,"000471789600012",,,"Energy Research & Social Science","54","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"128","117","Amsterdam","published",,,,,,,,,,,,"2019-05-06T08:11:18Z","2023-02-06T17:04:33Z","true",,"SCOPUS",,,,
"314700","20.500.11850/3","Skelton, Maurice||Fischer, Andreas M.||Liniger, Mark A.||Bresch, David N.",,,,,"2019-10-18T14:26:43Z","2019-08-12T11:21:22Z||2019-08-12T13:22:04Z||2019-10-18T14:25:48Z||2019-10-18T14:26:43Z",,"2019-08","2019-08-08","By whom are national climate scenarios taken up, and which products are used? Despite numerous (national) climate scenarios being published by countries across the globe, studies of their actual uptake and application remain low. Analysing a survey and group interviews on the ways the Swiss climate scenarios CH2011 have been actually used by the Swiss adaptation community, we encoded the emerging differences in a new typology of observers, sailors, and divers. Taking an iceberg as a metaphor for climate scenarios, most respondents were sailors, accessing only key findings above the waterline (i.e., summary brochures). However, the vast majority of climate scenario data remains below the surface (i.e., downscaled climate model data), accessible only to the quarter of respondents labelled divers. Lastly, another quarter are observers, interested in the iceberg from afar, but without applying the climate information directly to their work. By describing three ways of using climate scenarios, we aim to clarify the often vague notion of ‘user’ circulating prominently in discussions around climate services and knowledge co-production. In addition, our results question the adequacy of simplifying climate scenario use by a user’s easily observable characteristics – such as being a researcher or practitioner, by sector or by numeracy. Our typology thus highlights the diversity of use(r)s within sectors or academia, but is also able to characterise various similarities of use(r)s between sectors, researchers and practitioners. Our findings assist in more nuanced and informed discussions of how ‘users’ are imagined and characterised in future developments of usable climate services.","application/pdf","10.3929/ethz-b-000357924",,"2405-8807",,"10.1016/j.cliser.2019.100113","http://hdl.handle.net/20.500.11850/357924","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","climate scenarios||climate projections||use of climate science||user characterisation||tailoring of climate information","Who is ‘the user’ of climate services? Unpacking the use of national climate scenarios in Switzerland beyond sectors, numeracy and the research–practice binary",,"Journal Article","Open access",,,"2019-08-12T11:21:29Z",,,,,,"yes",,,,,,,,,,,,"85069666240",,,,,"Climate Services","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,"100113","Amsterdam","published",,,,,,,,,,,,"2019-10-18T14:26:54Z","2023-02-06T17:45:49Z","true","9 p.","FORM",,,"publishedVersion",
"338346","20.500.11850/3","Lorenz, Ruth||Stalhandske, Zélie||Fischer, Erich M.",,,,,"2020-03-02T13:01:30Z","2019-08-09T10:17:00Z||2019-08-09T10:36:04Z||2019-08-13T08:20:33Z||2019-08-15T07:34:58Z||2020-03-02T13:01:30Z",,"2019-07-28","2019-07-17","In the last two decades Europe experienced a series of high‐impact heat extremes. We here assess observed trends in temperature extremes at ECA&D stations in Europe. We demonstrate that on average across Europe the number of days with extreme heat and heat stress has more than tripled and hot extremes have warmed by 2.3 °C from 1950–2018. Over Central Europe, the warming exceeds the corresponding summer mean warming by 50%. Days with extreme cold temperatures have decreased by a factor of 2–3 and warmed by more than 3 °C, regionally substantially more than winter mean temperatures. Cold and hot extremes have warmed at about 94% of stations, a climate change signal that cannot be explained by internal variability. The clearest climate change signal can be detected in maximum heat stress. EURO‐CORDEX RCMs broadly capture observed trends but the majority underestimates the warming of hot extremes and overestimates the warming of cold extremes.","application/pdf","10.3929/ethz-b-000357573",,"0094-8276||1944-8007",,"10.1029/2019gl082062","http://hdl.handle.net/20.500.11850/357573","en","American Geophysical Union","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Detection of a Climate Change Signal in Extreme Heat, Heat Stress, and Cold in Europe From Observations",,"Journal Article","Open access",,,"2019-08-09T10:17:06Z","2020-02-28",,,,,"yes",,,,,,,,,,,,,,"000481818900055","Geophys. Res. Lett.","14","Geophysical Research Letters","46","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","02717||03777||09576","03777||09576",,"8374","8363","Washington, DC","published",,,,,,,,,,,"true","2019-08-13T08:20:44Z","2021-02-15T08:21:51Z","true","29 p. accepted version","FORM",,,"acceptedVersion",
"302123","20.500.11850/3","Aznar Siguan, Gabriela||Bresch, David N.",,,,,"2019-07-22T15:57:37Z","2019-07-22T07:35:05Z||2019-07-22T15:57:37Z",,"2019-07-19",,"The need for assessing the risk of extreme weatherevents is ever increasing. In addition to quantification of risktoday, the role of aggravating factors such as high popula-tion  growth  and  changing  climate  conditions  matters,  too.We present the open-source software CLIMADA (CLIMateADAptation), which integrates hazard, exposure, and vulner-ability to compute the necessary metrics to assess risk andto quantify socio-economic impact. The software design ismodular  and  object  oriented,  offering  a  simple  collabora-tive framework and a parallelization strategy which allowsfor scalable computations on clusters. CLIMADA supportsmulti-hazard calculations and provides an event-based prob-abilistic approach that is globally consistent for a wide rangeof  resolutions,  suitable  for  whole-country  to  detailed  localstudies.  This  paper  uses  the  platform  to  estimate  and  con-textualize the damage of hurricane Irma in the Caribbean in2017. Most of the affected islands are non-sovereign coun-tries and also rely on overseas support in case disaster strikes.The risk assessment performed for this region, based on re-motely available data available shortly before or hours afterlandfall of Irma, proves to be close to reported damage andhence demonstrates a method to provide readily available im-pact estimates and associated uncertainties in real time.","application/pdf","10.3929/ethz-b-000354305",,"1991-9603||1991-959X",,"10.5194/gmd-12-3085-2019","http://hdl.handle.net/20.500.11850/354305","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"CLIMADA v1: a global weather and climate risk assessment platform",,"Journal Article","Open access",,,"2019-07-22T07:35:11Z",,,,,,"yes",,,,,,,,,,,,"85069542075",,"000476504000001","Geosci. model dev.",,"Geoscientific Model Development","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"3097","3085","Göttingen","published",,,,,,"10.5194/gmd-2018-338",,,,,,"2019-07-22T15:57:46Z","2023-02-06T17:27:07Z","true",,"FORM",,,"publishedVersion",
"455867","20.500.11850/22","Vinca, Adriano||Parkinson, Simon||Byers, Edward||Burek, Peter||Khan, Zarrar||Krey, Volker||Diuana, Fabio A.||Wang, Yaoping||Ilyas, Ansir||Köberle, Alexandre C.||Staffell, Iain||Pfenninger, Stefan||Muhammad, Abubakr||Rowe, Andrew||Schaeffer, Roberto||Rao, Narasimha D.||Wada, Yoshihide||Djilali, Ned||Riahi, Keywan",,,,,"2022-06-22T09:22:16Z","2019-12-05T13:19:04Z||2019-12-05T14:34:04Z||2022-06-22T09:22:16Z",,"2019-07-15",,"The energy-water-land nexus represents a critical leverage future policies must draw upon to reduce trade-offs between sustainable development objectives. Yet, existing long-term planning tools do not provide the scope or level of integration across the nexus to unravel important development constraints. Moreover, existing tools and data are not always made openly available or are implemented across disparate modeling platforms that can be difficult to link directly with modern scientific computing tools and databases. In this paper, we present the Nexus Solutions Tool (NEST): a new open modeling platform that integrates multi-scale energy-water-land resource optimization with distributed hydrological modeling. The new approach provides insights into the vulnerability of water, energy and land resources to future socioeconomic and climatic change and how multi-sectoral policies, technological solutions and investments can improve the resilience and sustainability of transformation pathways while avoiding counterproductive interactions among sectors. NEST can be applied at different spatial and temporal resolutions, and is designed specifically to tap into the growing body of open access geospatial data available through national inventories and the earth system modeling community. A case study analysis of the Indus River Basin in South Asia demonstrates the capability of the model to capture important interlinkages across system transformation pathways towards the United Nations' Sustainable Development Goals, including the intersections between local and regional transboundary policies and incremental investment costs from rapidly increasing regional consumption projected over the coming decades.","application/pdf","10.3929/ethz-b-000383006",,"1991-962X||1991-9611",,"10.5194/gmd-2019-134","http://hdl.handle.net/20.500.11850/383006","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The Nexus Solutions Tool (NEST): An open platform for optimizing multi-scale energy-water-land system transformations",,"Working Paper","Open access",,,"2019-12-05T13:19:17Z",,,,,,"yes",,,,,,,,,,,,,,,"Geosci. model dev. discuss.",,"Geoscientific Model Development Discussions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Göttingen","published",,,,,,,,"10.3929/ethz-b-000406780",,,,"2019-12-05T14:34:17Z","2023-02-07T03:41:59Z","true","33 p.","FORM",,,,
"316969","20.500.11850/3","Lillo-Ortega, Gloria||Aldunce, Paulina||Adler, Carolina||Vidal, Marcela||Rojas, Maisa",,,,,"2019-11-01T15:47:21Z","2018-08-15T20:39:04Z||2018-08-16T05:48:20Z||2019-04-29T12:40:11Z||2019-06-20T10:11:12Z||2019-11-01T15:47:21Z",,"2019-07","2018-08-10",,,,,"1862-4065||1862-4057",,"10.1007/s11625-018-0619-5","http://hdl.handle.net/20.500.11850/282731","en","Springer",,,"Evaluation of adaptation||Drought||Resilience||Index for the Usefulness of Adaptation Practices (IUPA)||Transdisciplinarity||Chile","On the evaluation of adaptation practices: a transdisciplinary exploration of drought measures in Chile",,"Journal Article","Metadata only",,,"2018-08-15T20:39:06Z",,,,,,"yes",,,,,,,,,,,,"85051864830",,"000471345600016","Sustain Sci","4","Sustainability Science","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"1069","1057","Tokyo","published",,,,,,,,,,,"false","2019-06-20T10:11:20Z","2019-11-01T15:47:34Z","true",,"FORM",,,,
