id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.other,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"120016","20.500.11850/3","Shu, Longfei||Laurila, Anssi||Suter, Marc J.-F.||Räsänen, Katja",,,,"2017-06-12T11:53:21Z","2017-06-12T11:53:21Z","2016-09",,,,,,"0962-1083||1365-294X",,"10.1111/mec.13786","http://hdl.handle.net/20.500.11850/120049","en","Wiley-Blackwell",,,"Acid tolerance||Amphibians||Glycoproteins||Jelly coats||Maternal effects||Molecular phenotyping||Parallel evolution||SDS-PAGE||Zeta potential","Molecular phenotyping of maternally mediated parallel adaptive divergence within Rana arvalis and Rana temporaria",,"Journal Article","Metadata only",,,"2017-06-12T11:55:59Z",,"pub:182099",,"yes",,,,,,,,,,"imp593654ad34b6348219",,,"84987837093","000383344400012","Mol Ecol","18","Molecular Ecology","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"4579","4564","Oxford","published",,,"true","2017-07-31T16:01:46Z","2022-03-28T15:08:26Z","true",,"ECIT",,,
"125345","20.500.11850/3","Creer, Simon||Deiner, Kristy||Frey, Serita||Porazinska, Dorota||Taberlet, Pierre||Thomas, W. Kelley||Potter, Caitlin||Bik, Holly M.",,,,"2017-06-12T18:04:07Z","2017-06-12T18:04:07Z","2016-09",,,,,,"2041-210X||2041-2096",,"10.1111/2041-210X.12574","http://hdl.handle.net/20.500.11850/125378","en","Wiley-Blackwell",,,,"The ecologist's field guide to sequence-based identification of biodiversity",,"Journal Article","Metadata only",,,"2017-06-12T18:04:26Z",,"pub:187974",,"yes",,,,,,,,,,"imp5936550f127bc75733",,,,,"Methods Ecol. Evol.","9","Methods in Ecology and Evolution","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","03705||09719","03705||09719","Published online 14 May 2016.","1018","1008","Chichester","published",,,"true","2017-07-19T09:51:09Z","2022-03-28T15:25:02Z","true",,"ECIT",,,
"119826","20.500.11850/3","Grossen, Christine||Seneviratne, Sampath S.||Croll, Daniel||Irwin, Darren E.",,,,"2017-06-12T11:33:41Z","2017-06-12T11:33:41Z","2016-09",,,,,,"0962-1083||1365-294X",,"10.1111/mec.13751","http://hdl.handle.net/20.500.11850/119859","en","Wiley-Blackwell",,,"Genomic clines||Genomic differentiation||Geographic clines||Hybrid zones||Introgression||Population genomics||Reproductive isolation||Sapsuckers","Strong reproductive isolation and narrow genomic tracts of differentiation among three woodpecker species in secondary contact",,"Journal Article","Metadata only",,,"2017-06-12T11:36:03Z",,"pub:181896",,"yes",,,,,,,,,,"imp593654a9a144251304",,,"84986600144","000383343800011","Mol Ecol","17","Molecular Ecology","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516","Published online 26 August 2016.","4266","4247","Oxford","published",,,"true","2017-07-15T06:17:33Z","2018-11-03T00:04:36Z","true",,"ECIT",,,
"188443","20.500.11850/3","Lürig, Moritz D.||Best, Rebecca J.||Stachowicz, John J.",,,,"2017-10-23T12:58:50Z","2017-06-12T08:21:53Z||2017-10-23T12:58:50Z","2016-09","2016-02-17",,,,,"0030-1299||1600-0706",,"10.1111/oik.02932","http://hdl.handle.net/20.500.11850/117910","en","Wiley-Blackwell",,,,"Microhabitat partitioning in seagrass mesograzers is driven by consistent species choices across multiple predator and competitor contexts",,"Journal Article","Metadata only",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-12T08:21:57Z",,"pub:179840",,"yes",,,,,,,,,,"imp593654829fecd59781",,,"84975677665","000382496000012","Oikos","9","Oikos","125","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"1333","1324","Oxford","published",,,"true","2017-10-23T12:58:52Z","2020-02-15T08:15:27Z","true",,"ECIT",,,
"236145","20.500.11850/3","Gouskov, Alexandre||Vorburger, Christoph",,,,"2018-05-23T14:11:46Z","2017-06-12T12:19:59Z||2018-05-23T14:11:46Z","2016-09","2016-09-09","Background Distributions of European fish species were shaped by glaciations and the geological history of river networks until human activities partially abrogated the restrictions of biogeographical regions. The nearby origins of the Rhine, Rhone, Danube and Po rivers in the Swiss Alps allow the examination of historical and human-influenced patterns in fish genetic structure over a small geographic scale. We investigated these patterns in the widespread European chub (Squalius cephalus) from the Rhone, Rhine and Danube catchments and its proposed southern sister species Italian chub (Squalius squalus) from the Po catchment.  Results A phylogenetic tree constructed from mitochondrial Cytochrome b and COI sequences was consistent with earlier work in that it showed a separation of European chub and Italian chub, which was also reflected in microsatellite allele frequencies, morphological traits and shape differences quantified by geometric morphometrics. A new finding was that the predominant mitochondrial haplotype of European chub from the Rhine and Rhone catchments was also discovered in some individuals from Swiss populations of the Italian chub, presumably as a result of human translocation. Consistent with postglacial recolonizations from multiple refugia along the major rivers, the nuclear genetic structure of the European chub largely reflected drainage structure, but it was modified by watershed crossings between Rhine and Rhone near Lake Geneva as well as between Danube and Rhine near Lake Constance.  Conclusion Our study adds new insights into the cyprinid colonization history of central Europe by showing that multiple processes shaped the distribution of different chub lineages around the Swiss Alps. Interestingly, we find evidence that cross-catchment migration has been mediated by unusual geological events such as drainage captures or watershed crossings facilitated by retreating glaciers, as well as evidence that human transport has interfered with the historical distribution of these fish (European chub haplotypes present in the Italian chub). The desirable preservation of evolutionarily distinct lineages will thus require the prevention of further translocations.","application/pdf","10.3929/ethz-b-000120302",,"1471-2148",,"10.1186/s12862-016-0750-9","http://hdl.handle.net/20.500.11850/120302","en","BioMed Central","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Chub||Drainage capture||Human translocations||Phylogeography||Pleistocene glaciations||Squalius","Postglacial recolonizations, watershed crossings and human translocations shape the distribution of chub lineages around the Swiss Alps",,"Journal Article","Open access",,,"2017-06-12T12:24:46Z",,"pub:182367",,"yes",,,,,,,,,,"imp593654b22b30368367",,,"84986918001","000383147600001","BMC evol. biol.",,"BMC Evolutionary Biology","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||03838 - Vorburger, Christoph (SNF-Professur)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||03838 - Vorburger, Christoph (SNF-Professur)","03705||","03705||",,,"185","London","published",,,"true","2017-07-26T19:13:31Z","2023-02-06T15:31:49Z","true","13 p.","ECIT",,,"publishedVersion"
"292604","20.500.11850/3","Ryo, Masahiro||Leys, Marie||Robinson, Christopher T.",,,,"2019-05-08T07:17:38Z","2017-06-12T12:06:07Z||2019-05-08T07:17:38Z","2016-08-24",,"Temperature models that directly predict ecologically important thermal attributes across spatiotemporal scales are still poorly developed. This study developed an analytical method based on Fourier analysis to estimate seasonal and diel periodicities, as well as irregularities in stream temperature, at data-poor sites. The method extrapolates thermal attributes from highly resolved temperature data at a reference site to the data-poor sites on the assumption of spatial autocorrelation. We first quantified the thermal attributes of a glacier-fed stream in the Swiss Alps using 2 years of hourly recorded temperature. Our approach decomposed stream temperature into its average temperature of 3.8°C, a diel periodicity of 4.9°C, seasonal periodicity spanning 7.5°C, and the remaining irregularity (variance) with an average of 0.0°C but spanning 9.7°C. These attributes were used to estimate thermal characteristics at upstream sites where temperatures were measured monthly, and we found that a diel periodicity and the variance strongly contributed to the variability at the sites. We evaluated the performance of our predictive mechanism and found that our approach can reasonably estimate periodic components and extremes. We could also estimate the variability in irregularity, which cannot be represented by other techniques that assume a linear relationship in temperature variabilities between sites. The results confirm that spatially extrapolating thermal attributes based on Fourier analysis can predict thermal characteristics at a data-poor site. The R scripts used in this study are available in the Supplement.","application/pdf","10.3929/ethz-b-000120167",,"1027-5606||1607-7938",,"10.5194/hess-20-3411-2016","http://hdl.handle.net/20.500.11850/120167","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Technical note: Fourier approach for estimating the thermal attributes of streams",,"Journal Article","Open access",,,"2017-06-12T12:07:02Z",,"pub:182220",,"yes",,,,,,,,,,"imp593654af8931012320",,,"84984788031","000383801000001","Hydrol. Earth Syst. Sci.","8","Hydrology and Earth System Sciences","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"3418","3411","Göttingen","published",,,,"2017-07-18T10:26:26Z","2023-02-06T17:05:16Z","true","8 p.","ECIT",,,"publishedVersion"
"243327","20.500.11850/3","Seppälä, Otto||Langeloh, Laura",,,,"2018-07-12T11:54:45Z","2017-06-12T11:49:34Z||2018-07-12T11:54:45Z","2016-08-23",,"Evolution of host defenses such as immune function requires heritable genetic variation in them. However, also non-genetic maternal effects can contribute to phenotypic variation, thus being an alternative target for natural selection. We investigated the role of individuals’ genetic background and maternal effects in determining immune defense traits (phenoloxidase and antibacterial activity of hemolymph), as well as in survival and growth, in the simultaneously hermaphroditic snail Lymnaea stagnalis. We utilized the mixed mating system of this species by producing full-sib families in which each parental snail had produced offspring as both a dam and as a sire, and tested whether genetic background (family) and non-genetic maternal effects (dam nested within family) explain trait variation. Immune defense traits and growth were affected solely by individuals’ genetic background. Survival of snails did not show family-level variation. Additionally, some snails were produced through self-fertilization. They showed reduced growth and survival suggesting recessive load or overdominance. Immune defense traits did not respond to inbreeding. Our results suggest that the variation in snail immune function and growth was due to genetic differences. Since immune traits did not respond to inbreeding, this variation is most likely due to additive or epistatic genetic variance.","application/pdf","10.3929/ethz-b-000120004",,"1932-6203",,"10.1371/journal.pone.0161584","http://hdl.handle.net/20.500.11850/120004","en","AAAS","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Estimating Genetic and Maternal Effects Determining Variation in Immune Function of a Mixed-Mating Snail",,"Journal Article","Open access",,,"2017-06-12T11:55:59Z",,"pub:182053",,"yes",,,,,,,,,,"imp593654ac4035423829","000037526",,"84984781487","000381768800053","PLoS ONE","8","PLoS ONE","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"e0161584","Washington, DC","published",,,"true","2017-08-02T12:00:48Z","2021-02-15T00:40:55Z","true","14 p.","ECIT",,,"publishedVersion"
"211914","20.500.11850/3","La Fortezza, Marco||Schenk, Madlin||Cosolo, Andrea||Kolybaba, Addie||Grass, Isabelle||Classen, Anne-Kathrin",,,,"2018-01-19T14:46:59Z","2018-01-19T13:02:56Z||2018-01-19T14:46:59Z","2016-08-15","2016-08-16",,,,,"0950-1991||1477-9129",,"10.1242/dev.132340","http://hdl.handle.net/20.500.11850/231521","en","Company of Biologists",,,,"JAK/STAT signalling mediates cell survival in response to tissue stress",,"Journal Article","Metadata only",,,"2018-01-19T13:02:57Z",,,,"no",,,,,,,,,,,,,,,"Development","16","Development","143","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.",,"03939",,,"2919","2907","Cambridge","published",,,,"2018-01-19T14:47:04Z","2023-02-06T15:06:12Z","true",,"FORM","Developmental biology||JAK/STA||JNK||Cell survival||Compensatory proliferation||Cancer||Injury-induced apoptosis||Eiger||Cell ablation",,
"316944","20.500.11850/3","Hart, Simon P.||Schreiber, Sebastian J.||Levine, Jonathan M.",,,,"2019-11-01T14:38:34Z","2017-06-12T07:05:48Z||2019-11-01T14:38:34Z","2016-08","2016-06-02",,,,,"1461-023X||1461-0248",,"10.1111/ele.12618","http://hdl.handle.net/20.500.11850/117135","en","Wiley",,,"Community assembly||Competition||Demographic heterogeneity||Demographic stochasticity||Functional traits||Genetic diversity||Individual variation||Intraspecific variation||Nonlinear averaging||Species coexistence","How variation between individuals affects species coexistence",,"Journal Article","Metadata only",,,"2017-06-12T07:11:59Z",,"pub:179033",,"yes",,,,,,,,,,"imp593654730da0845032",,,"84973397923","000379966300001","Ecol. lett.","8","Ecology Letters","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03909","03909",,"838","825","Oxford","published",,,,"2017-07-15T20:09:40Z","2021-02-15T06:32:08Z","true",,"ECIT",,,
"116883","20.500.11850/3","González-Tortuero, Enrique||Rusek, Jakub||Turko, Patrick||Petrusek, Adam||Maayan, Inbar||Piálek, Lubomír||Tellenbach, Christoph||Gießler, Sabine||Spaak, Piet||Wolinska, Justyna",,,,"2017-06-12T06:45:27Z","2017-06-12T06:45:27Z","2016-08",,,,,,"0944-2006",,"10.1016/j.zool.2016.04.003","http://hdl.handle.net/20.500.11850/116916","en","Elsevier GmbH - Urban & Fischer",,,"Caullerya mesnili||Host-genotype specificity||Negative frequency-dependent selection||Parasite population dynamics","Daphnia parasite dynamics across multiple Caullerya epidemics indicate selection against common parasite genotypes",,"Journal Article","Metadata only",,,"2017-06-12T06:51:34Z",,"pub:178807",,"yes",,,,,,,,,,"imp5936546eee83653392","001387953",,"84969242987","000384958500010","Zoology","4","Zoology","119","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Received 20 November 2015, Revised 2 March 2016, Accepted 20 April 2016, Published online 27 April 2016.","321","314","München","published",,,,"2017-07-19T11:13:21Z","2018-11-02T23:21:03Z","true",,"ECIT",,,
"117858","20.500.11850/3","Mauck, Kerry E.||De Moraes, Consuelo M.||Mescher, Mark C.",,,,"2017-06-12T08:20:16Z","2017-06-12T08:20:16Z","2016-08",,,,,,"1369-5266||1879-0356",,"10.1016/j.pbi.2016.06.012","http://hdl.handle.net/20.500.11850/117891","en","Elsevier",,,,"Effects of pathogens on sensory-mediated interactions between plants and insect vectors",,"Journal Article","Metadata only",,,"2017-06-12T08:21:57Z",,"pub:179821",,"yes",,,,,,,,,,"imp59365482399fb86673","001907212",,"84975797372","000382348400009","Curr. Opin. Plant Biol.","2016","Current Opinion in Plant Biology","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909",,"61","53","London","published",,,,"2017-07-26T03:40:59Z","2021-02-14T14:20:45Z","true",,"ECIT",,,
"120230","20.500.11850/5","De Moraes, Consuelo M.||Mescher, Mark C.",,,,"2017-06-12T12:15:10Z","2017-06-12T12:15:10Z","2016-08",,,,,,"1369-5266||1879-0356",,"10.1016/j.pbi.2016.07.001","http://hdl.handle.net/20.500.11850/120263","en","Elsevier",,,,"Editorial overview: Biotic interactions: Communicative interactions of plants: plant biology in the age of information",,"Other Journal Item","Metadata only",,,"2017-06-12T12:16:17Z",,"pub:182320",,"yes",,,,,,,,,,"imp593654b14a9b092794","001907212",,,"000382348400001","Curr. Opin. Plant Biol.",,"Current Opinion in Plant Biology","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909","Published online 3 August 2016.","vi","iv","London","published",,,,"2017-07-13T03:16:32Z","2021-02-14T14:32:30Z","true",,"ECIT",,,
"118645","20.500.11850/3","Mescher, Mark C.||Pearse, Ian S.",,,,"2017-06-12T09:33:55Z","2017-06-12T09:33:55Z","2016-08",,,,,,"1369-5266||1879-0356",,"10.1016/j.pbi.2016.06.015","http://hdl.handle.net/20.500.11850/118678","en","Elsevier",,,,"Communicative interactions involving plants: information, evolution, and ecology",,"Journal Article","Metadata only",,,"2017-06-12T09:36:17Z",,"pub:180643",,"yes",,,,,,,,,,"imp59365491ae70f28822","001907212",,"84978680201","000382348400011","Curr. Opin. Plant Biol.",,"Current Opinion in Plant Biology","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909","Published online 12 July 2016.","76","69","London","published",,,,"2017-07-13T05:35:41Z","2021-02-14T14:24:16Z","true",,"ECIT",,,
"119723","20.500.11850/3","Delva, Wim||Leventhal, Gabriel E.||Helleringer, Stéphane",,,,"2017-06-12T11:23:35Z","2017-06-12T11:23:35Z","2016-08",,,,,,"0269-9370",,"10.1097/qad.0000000000001184","http://hdl.handle.net/20.500.11850/119756","en","Lippincott Williams & Wilkins",,,,"Connecting the dots: network data and models in HIV epidemiology",,"Journal Article","Metadata only",,,"2017-06-12T11:25:40Z",,"pub:181785",,"yes",,,,,,,,,,"imp593654a7af52022273","000602165",,,"000380812400002",,"13","AIDS","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,"2020","2009","London","published",,,,"2017-07-18T14:47:05Z","2018-11-03T00:03:13Z","true",,"ECIT",,,
"119359","20.500.11850/3","Tenaillon, Olivier||Barrick, Jeffrey E.||Ribeck, Noah||Deatherage, Daniel E.||Blanchard, Jeffrey L.||Dasgupta, Aurko||Wu, Gabriel C.||Wielgoss, Sébastien||Cruveiller, Stéphane||Médigue, Claudine||Schneider, Dominique||Lenski, Richard E.",,,,"2017-06-12T10:47:49Z","2017-06-12T10:47:49Z","2016-08",,,,,,"0028-0836||1476-4687",,"10.1038/nature18959","http://hdl.handle.net/20.500.11850/119392","en","Nature Publ. Group",,,,"Tempo and mode of genome evolution in a 50,000-generation experiment",,"Journal Article","Metadata only",,,"2017-06-12T10:48:20Z",,"pub:181402",,"yes",,,,,,,,,,"imp593654a03204454720","000984850",,"84982085494","000381472100027",,"7615","Nature","536","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939","Published online 1 August 2016.","170","165","London","published",,,,"2017-07-18T08:08:30Z","2022-03-28T15:05:47Z","true",,"ECIT",,,
