id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"198005","20.500.11850/21","Hansmann, Ralph||Funk, Andrea||Lambrecht, Susanne||Ulrich, Markus||Frischknecht, Peter",,,"2017-11-27T07:29:47Z","2017-11-24T14:17:41Z||2017-11-27T07:28:35Z||2017-11-27T07:29:47Z","2017-09","2017-11-27","Zu Beginn des ersten Semesters des Bachelor-Studiums in Umweltnaturwissenschaften an der ETH Zürich finden die Bachelor-ErstSemestrigen-Tage (BEST) statt, ein „Willkommens-Wochenende“ an dem die Studienanfänger(innen) sich gegenseitig besser kennenlernen und wechselseitig über das Studium aus¬tauschen können und auch etwas über die Forschungsthemen am Departement erfahren und über mögliche Berufstätigkeiten im Anschluss an das Studium. Mittels einer Online-Umfrage bei den Teil¬nehmenden der BEST-Tage 2015 und 2016 wurde erstmals eine Evaluation dieser Veranstaltung durchgeführt. Insgesamt 74 Studierende beteiligten sich an der Umfrage. Es wurde analysiert, ob die BEST-Tage und ihre einzelnen Teile die jeweils angestrebten Ziele erreichen und zudem sollten mögliche Probleme und Möglichkeiten für eine Verbesserung der Durchführung der BEST-Tage identifi¬ziert werden.  Die Ergebnisse zeigen, dass die BEST-Tage für die Teilnehmenden interessant waren, ihnen Spass gemacht haben und ermöglichten, Kontakte zu knüpfen und Mitstudent(inn)en kennen zu lernen. Auch die vier einzelnen Teile der BEST-Tage wurden im Hinblick auf die Erreichung ihrer jeweiligen Ziele positiv beurteilt. Das New Commons Game (NCG) bzw. „Fischerei-Spiel“ machte den Teilnehmenden Spass und förderte auf spielerische Art und Weise das Verständnis des Konzepts der Nachhaltigkeit und der dynamischen Pro¬zesse in Mensch-Umweltsystemen. Komplementär dazu vermittelten die Exkurs¬ionen zur Prä¬sentation von Forschungsprojekten einen Einblick in die Themenfelder und Forschungs¬aktivitäten am Departement Umweltsystemwissenschaften. Bei den Diskussionsrunden zu Motiva¬tionen und Erwartungen für das Studium wurde immerhin von der Hälfte der Antwortenden eher bejaht oder bejaht, dass diese für die Klärung der Frage, ob der Studiengang der richtige ist, hilfreich waren. Die Podiumsdiskussionen gaben aus Sicht der meisten Teilnehmenden einen Einblick in mögliche berufliche Aktivitäten nach dem Studium.","application/pdf","10.3929/ethz-b-000213634",,,,,"http://hdl.handle.net/20.500.11850/213634","de","ETH Zürich, Departement Umweltsystemwissenschaften, D-USYS","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Einführungstage||Bachelor||Studiengang||Umweltnaturwissenschaften||New Commons Game","Evaluation der Bachelor-ErstSemestrigen-Tage (BEST) im Studiengang Umweltnaturwissenschaften",,"Report","Open access",,,,"2017-11-24T14:17:42Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02350||02351","02351",,,,"Zürich","published",,,,,,,,"2017-11-27T07:28:43Z","2021-02-14T20:48:51Z","true","54 p.","FORM",,"Ergebnisse einer Online Befragung ehemaliger Teilnehmer/innen mit besonderer Berücksichtigung des New Commons Game „Fischerei-Spiels“",,
"174215","20.500.11850/3","Patterson, James||Schulz, Karsten||Vervoort, Joost||Van der Hel, Sandra||Widerberg, Oscar||Adler, Carolina||Hurlbert, Margot||Anderton, Karen||Sethi, Mahendra||Barau, Aliyu",,,"2017-08-21T14:26:21Z","2017-06-12T14:40:53Z||2017-07-27T11:30:28Z||2017-08-21T14:26:21Z","2017-09","2016-09-14",,,,,"2210-4224",,"10.1016/j.eist.2016.09.001","http://hdl.handle.net/20.500.11850/121804","en","Elsevier",,,"Sustainability transformations||Transitions||Transformative change||Pathways||Societal change||Institutional change","Exploring the governance and politics of transformations towards sustainability",,"Journal Article","Metadata only",,,,"2017-06-12T14:44:42Z",,,,"pub:184062",,"yes",,,,,,,,,,"imp593654ce5fcdb40264","006449286","84994777470",,"000417610200001",,,"Environmental Innovation and Societal Transitions","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","02351||08804","02351||08804",,"16","1","Amsterdam","published",,,,,,,,"2017-08-21T14:26:28Z","2021-02-14T18:26:41Z","true",,"ECIT",,,,
"341976","20.500.11850/10","Hirsch Hadorn, Gertrude",,,"2020-03-30T12:07:49Z","2017-11-28T11:41:23Z||2018-01-08T11:36:08Z||2018-01-08T11:39:57Z||2020-03-30T12:07:49Z","2017-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/214497","en","td-net: Network for Transdisciplinary Research",,,,"Transdisciplinary Research Revisited",,"Other Conference Item","Metadata only","ITD Conference 2017: Transdisciplinary Research and Education – Intercultural Endeavours: Abstract Booklet",,,"2017-11-28T11:41:25Z",,,,,,"yes","International Transdisciplinary Conference 2017: Transdicisplinary Research and Education - Intercultural Endeavours","September 11-15, 2017","Lüneburg, Germany",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Presented on Tuesday, 12. September 2017.","30","29","Bern","published",,,,"http://www.transdisciplinarity.ch/td-net/Veranstaltungen/Vergangene-ITDs/2017/Detailed-programme.html",,,,"2020-03-30T12:08:01Z","2020-03-30T12:08:01Z","true",,"FORM",,,,
"264426","20.500.11850/10","Adler, Carolina||Hirsch Hadorn, Gertrude||Wülser, Gabriela||Pohl, Christian",,,"2018-11-16T13:45:32Z","2017-12-21T15:02:49Z||2018-07-24T07:46:53Z||2018-11-16T08:35:29Z||2018-11-16T13:45:32Z","2017-09","2018-11-16",,"application/pdf","10.3929/ethz-b-000224062",,,,,"http://hdl.handle.net/20.500.11850/224062","en","ETH Zurich, Department of Environmental Sciences, Institute for Environmental Decisions","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Transdisciplinary research||Transferability||Case studies||Arguments by analogy||Quality","What type of knowledge is transferred across transdisciplinary case studies? Preliminary results from a study on transferability in transdisciplinary research",,"Other Conference Item","Open access",,,,"2017-12-21T15:02:49Z",,,,,,"yes","International Transdisciplinarity Conference (IDT 2017)","September 11-15, 2017","Lüneburg, Germany","What counts for transferability of knowledge across cases in transdisciplinary research?","162781","10.13039/501100001711","SNF","Interdisziplinäres Projekt",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Conference lecture held on September 14, 2017",,,"Zurich","published",,,,,,,,"2018-07-24T07:46:58Z","2021-02-15T02:33:28Z","true","15 p.","FORM",,,"acceptedVersion",
"220333","20.500.11850/3","McCaughey, Jamie W||Mundir, Ibnu||Daly, Patrick||Mahdi, Saiful||Patt, Anthony",,,"2018-02-19T11:30:13Z","2017-10-06T05:15:52Z||2017-10-27T09:07:18Z||2017-11-27T10:44:06Z||2017-12-19T12:17:40Z||2018-02-19T11:30:13Z","2017-09","2017-06-20","Tsunami vertical evacuation (TVE) buildings have the potential to save many lives. Yet whether TVE buildings actually save lives depends critically on whether people trust and evacuate to them, a question that has not previously been researched. We examine the case of the city of Banda Aceh, Indonesia, where a M8.6 earthquake on 11-April-2012 caused a spontaneous mass evacuation but no tsunami. Our survey of residents living near TVE buildings (n = 202) shows that they clearly prefer horizontal evacuation: in the 2012 earthquake, only 26% evacuated to a TVE building, while 74% evacuated horizontally; if a similar earthquake happened in the future, only 32% intend to evacuate to a TVE building, while 68% intend to evacuate horizontally. To investigate the reasons for this, we extend protection motivation theory to examine people's choices among protective actions under social influence. Those who prefer to evacuate horizontally do not trust the safety of the TVE building and think they can reach a safe inland destination in time, while those who prefer to evacuate to a TVE building think they cannot reach a safe inland destination in time. Encouragement from friends and family influences people's evacuation destinations but official information and training do not. These findings suggest that more attention to the social context is crucial for the effectiveness of TVE buildings. Our extension of protection motivation theory to include choices among protective actions under social influence can be broadly useful in research on self-protective behavior in natural hazards, public health, and other contexts.","application/pdf","10.3929/ethz-b-000192557",,"2212-4209","http://hdl.handle.net/20.500.11850/213932||http://hdl.handle.net/20.500.11850/192557","10.1016/j.ijdrr.2017.06.016","http://hdl.handle.net/20.500.11850/242329","en","Springer","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Tsunami||Evacuation||Protection motivation theory||Trust||Social influence||Social norms","Trust and distrust of tsunami vertical evacuation buildings: Extending protection motivation theory to examine choices under social influence",,"Journal Article","Open access",,,,"2017-10-06T05:15:53Z",,,,,,"yes",,,,,,,,,,,,"85026662667",,"000413936100047",,,"International Journal of Disaster Risk Reduction","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09451||09576","09451||09576",,"473","462","Heidelberg","published",,,,,,,,"2018-02-20T11:43:08Z","2021-02-14T22:26:51Z","true",,"SCOPUS||FORM",,,"publishedVersion",
"200571","20.500.11850/3","Scolobig, Anna||Riegler, Monika||Preuner, Philipp||Linnerooth-Bayer, JoAnne||Ottowitz, David||Hoyer, Stefan||Jochum, Birgit",,,"2017-12-05T12:44:53Z","2017-11-21T14:36:06Z||2017-11-28T11:00:54Z||2017-12-05T12:44:53Z","2017-09","2017-08-11","This paper explores warning system options in the landslide-prone community of Gmunden/Gschliefgraben in Upper Austria. It describes stakeholder perspectives on the technical, social, economic, legal and institutional characteristics of a warning system. The perspectives differ on issues such as responsibility allocation in decisions regarding warnings, technologies used for monitoring and forecasting, costs and financial aspects, open data policies and the role of the residents. Drawing on the theory of plural rationality and based on a desk study and interviews, stakeholder perspectives and discourses on the warning system problem and its solution were elicited. The perspectives formed the basis for the specification of three technical policy options for a warning system in Gschliefgraben: a minimal-cost and cost-effective system; a technical-expert system; and a resident-centered system. The case demonstrates the importance of accounting for a plurality of values and preferences and of giving voice to competing discourses in communities contemplating warning systems or other public good policies. This paper concludes that understanding the different and often conflicting perspectives and technical policy options is the starting point for formulating an agreed compromise for an effective warning system. We describe the compromise solution in an accompanying paper included in this Special Issue.","application/pdf","10.3929/ethz-b-000211538",,"2079-9276",,"10.3390/resources6030037","http://hdl.handle.net/20.500.11850/211538","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","warning system||landslide risk||technical policy option||stakeholder perspectives||warning communication and decision making","Warning system options for landslide risk: a case study in Upper Austria",,"Journal Article","Open access",,,,"2017-11-21T14:36:10Z",,,,,,"yes",,,,,,,,,,,,,,,,"3","Resources","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"37","Basel","published",,,,,,,,"2017-11-28T11:01:01Z","2021-02-14T21:07:13Z","true","19 p.","FORM",,,"publishedVersion",
"207299","20.500.11850/3","Diaz, Paula||Adler, Carolina||Patt, Anthony",,,"2017-12-21T12:22:31Z","2017-10-06T02:04:17Z||2017-10-18T07:39:59Z||2017-10-18T07:40:54Z||2017-11-27T10:58:02Z||2017-12-21T12:22:31Z","2017-09-01","2017-05-26","As governments propose policies for increasing use of renewable energy, a key risk to policy implementation concerns potential conflicts amongst stakeholders, and public opposition to such policies. Adequately accounting for stakeholders’ values and interests is key to understanding whether stakeholders’ perspectives pose a risk to energy policy implementation. We present results from a case study on the implementation of a renewable energy project in Switzerland, where we applied Q methodology. Three perspectives were identified, namely: 1) promotion for local development and production of energy (‘Local pro-producers’); 2) promotion for a national level ‘greener’ environmental agenda (‘National greens’); and 3) regional government empowerment for implementing energy policies (‘Cantonal leverage’). These three perspectives reflect different sets of values and priorities for local, cantonal and national interests, revealing disagreements with the energy policy at different levels of government. The key basis for disagreement rests on which objectives of the policy to prioritize, i.e. energy efficiency, sustainable development, electricity reduction or production. Despite this disagreement, stakeholders largely agree on the importance of an inclusive and democratic decision process. These findings support calls for the explicit and systematic consideration for deep-seated values and perspectives amongst stakeholders on an evidentiary basis.","application/pdf","10.3929/ethz-b-000190434",,"0301-4215","http://hdl.handle.net/20.500.11850/213946||http://hdl.handle.net/20.500.11850/190434","10.1016/j.enpol.2017.05.033","http://hdl.handle.net/20.500.11850/226245","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Decision-making||Energy policy||Stakeholders||Perspectives||Public acceptance||Q methodology","Do stakeholders' perspectives on renewable energy infrastructure pose a risk to energy policy implementation? A case of a hydropower plant in Switzerland",,"Journal Article","Open access",,,,"2017-10-06T02:04:22Z",,,,,,"yes",,,,"New risks: Potential supply interruptions and stakeholder views on the growth of renewable electricity in Switzerland","153974","10.13039/501100001711","SNF","NFP 70: Gesuch",,,,,,"000406725800003","Energy Policy",,"Energy Policy","108","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451||02351","02351||09451",,"28","21","Amsterdam","published",,,,,,,,"2018-01-08T08:07:24Z","2022-03-28T18:48:31Z","true",,"WOS||FORM",,,"publishedVersion",
"306006","20.500.11850/3","le Polain de Waroux, Yann||Garrett, Rachael||Graesser, Jordan||Nolte, Christoph||White, Christopher||Lambin, Eric F.",,,"2019-08-21T14:14:44Z","2019-08-21T13:57:23Z||2019-08-21T14:14:44Z","2017-09",,"In response to the extensive loss of forests caused by soy and cattle expansion in South America, several countries have increased their legal restrictions on deforestation, and stepped up their enforcement. In addition, in the Brazilian Amazon, new private agreements were initiated in 2006 and 2009 to limit the purchase of soy and cattle linked with deforestation. One concern is that such policies, because they are spatially heterogeneous or focus on a subset of relevant actors, might generate negative spillovers in the form of leakage of agricultural activities and deforestation to less-regulated areas, and/or a redistribution of non-compliant product sales to non-participants. In this study, we use panel data on soy and beef production and trade in agricultural frontiers of South America to examine how changes in deforestation regulations in South America have altered soy and cattle expansion and exports in this region, and to understand how these changes, if they have occurred, influence the overall effectiveness of deforestation regulations. We find no evidence of a change in soy or pasture area expansion patterns due to changes in regulations, except within the Amazon biome where pasture expansion slowed in response to more stringent regulations and coincided with pasture intensification. We do find, however, a decrease in beef imports from biomes with more stringent deforestation regulations. While this decrease may indicate the existence of leakage to countries outside the study area, it is likely offset by pasture intensification, continued opportunities for deforestation, and increasing domestic consumption from these biomes. These results point to the potential role of substitution effects between local and international consumer markets, and between different actors, in diminishing the overall effectiveness of deforestation regulations.","application/pdf","10.3929/ethz-b-000359718",,"0305-750X",,"10.1016/j.worlddev.2017.05.034","http://hdl.handle.net/20.500.11850/359718","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Soy||Cattle||Deforestation regulations||Leakage||South America||Amazon","The Restructuring of South American Soy and Beef Production and Trade Under Changing Environmental Regulations",,"Journal Article","Open access",,,,"2019-08-21T13:57:31Z",,,,,,"no",,,,,,,,,,,,,,,,"188","World Development","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,"202","Amsterdam","published",,,,,,,,"2019-08-21T14:14:54Z","2023-02-06T17:32:25Z","true",,"FORM",,,"publishedVersion",
"228042","20.500.11850/14","Mignan, Arnaud||Komendantova, Nadejda||Scolobig, Anna||Fleming, Kevin","Madu, Christian N.||Kuei, Chu-Hua",,"2018-03-28T13:48:36Z","2017-10-31T13:55:02Z||2018-03-28T13:48:36Z||2018-02-19T16:08:00Z||2018-02-19T16:09:09Z||2017-11-21T14:51:16Z||2017-06-12T18:16:35Z","2017-09",,,,,"978-981-3207-94-3||978-981-3207-96-7",,"http://hdl.handle.net/20.500.11850/242672||http://hdl.handle.net/20.500.11850/202913||http://hdl.handle.net/20.500.11850/125831||http://hdl.handle.net/20.500.11850/211564","10.1142/9789813207950_0014","http://hdl.handle.net/20.500.11850/253928","en","World Scientific",,,"Multi-hazard||multi-risk assessment||multi-risk governance||extreme event||cascade||GenMR||communication||civil protection stakeholder||decision-making","Multi-risk assessment and governance",,"Book Chapter","Metadata only","Handbook of Disaster Risk Reduction & Management.",,,"2017-06-12T18:17:12Z",,,,"pub:188477",,"yes",,,,,,,,,,"imp593655168b51072870",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02506 - Institut für Geophysik / Institute of Geophysics::03476 - Giardini, Domenico / Giardini, Domenico","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02506 - Institut für Geophysik / Institute of Geophysics::03476 - Giardini, Domenico / Giardini, Domenico","09451||02818||03476","09451||02818||03476",,"381","357","Singapore","published",,,,,,,"true","2018-03-28T13:52:55Z","2020-02-15T12:08:56Z","true",,"FORM||ECIT",,,,
"343059","20.500.11850/10","Hirsch Hadorn, Gertrude",,,"2020-04-07T06:20:03Z","2017-11-28T11:45:40Z||2018-01-08T13:12:30Z||2018-11-05T13:50:13Z||2020-04-07T06:20:03Z","2017-08-24",,,,,,,,,"http://hdl.handle.net/20.500.11850/214509","en",,,,,"Idealization and Values in Modeling",,"Other Conference Item","Metadata only","ECAP9 Smart Program",,,"2017-11-28T11:45:42Z",,,,,,"yes","9th European Congress of Analytic Philosophy (ECAP9)","August 21-26, 2017","Munich, Germany",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Conference lecture on 24 August 2017.",,"42887",,"unpublished",,,,"https://easychair.org/smart-program/ECAP9/2017-08-24.html#talk:42887",,,,"2020-04-07T06:20:34Z","2021-02-15T10:00:28Z","true","1 p.","FORM",,,,
"227767","20.500.11850/14","Schweizer, Rémi","Cornu, Marie||Orsi, Fabienne||Rochfeld, Judith",,"2018-03-27T12:48:21Z","2017-12-01T13:13:59Z||2018-03-27T12:48:21Z","2017-08-23",,,,,"978-2-13-065411-7",,,,"http://hdl.handle.net/20.500.11850/216291","fr","Presses Universitaires de France (P.U.F.)",,,"Commons||Water governance||water management||Wallis||Switzerland","Bisses et consortages en Valais (Suisse)",,"Book Chapter","Metadata only","Dictionnaire des biens communs",,,"2017-12-01T13:14:01Z",,,,,,"yes",,,,,,,,,,,,,,,,,"Quadrige",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"136","134","Paris","published",,,,,,,,"2018-03-27T12:48:24Z","2018-03-27T12:48:24Z","true",,"FORM",,,,
