id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.urn,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"390392","20.500.11850/3","Guggisberg, Daniel||Imhof, Simon||Ammann, Peter||Frehner, Monika",,,,"2021-02-09T15:14:08Z","2020-11-16T07:27:10Z||2020-11-16T07:41:36Z||2021-02-09T14:27:58Z||2021-02-09T15:14:08Z","2020-10",,,"application/pdf","10.3929/ethz-b-000451438",,"1423-2456",,,"http://hdl.handle.net/20.500.11850/451438","de","WaldSchweiz","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Birkenvorwälder","Journal Article","Open access",,,"2020-11-16T07:27:19Z",,,,"yes",,,,,,,,,,,,,,,,"Wald Holz","10","Wald und Holz","2020","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"32","30","Solothurn","published",,,,,,,,,,,,"2020-11-16T07:41:46Z","2021-02-15T23:51:48Z","true","3 p.","FORM",,,"publishedVersion"
"373015","20.500.11850/3","Andreu-Hayles, Laia||Gaglioti, Benjamin V.||Berner, Logan T.||Lévesque, Mathieu||Anchukaitis, Kevin J.||Goetz, Scott J.||D'Arrigo, Rosanne",,,,"2020-10-23T12:36:41Z","2020-10-21T02:37:43Z||2020-10-23T12:36:41Z","2020-10","2020-10-08","Warming in recent decades has triggered shrub expansion in Arctic and alpine tundra, which is transforming these temperature-limited ecosystems and altering carbon and nutrient cycles, fire regimes, permafrost stability, land-surface climate-feedbacks, and wildlife habitat. Where and when Arctic shrub expansion happens in the future will depend in part on how different shrub communities respond to warming air temperatures. Here, we analyze a shrub ring-width network of 18 sites consisting of Salix spp. and Alnus viridis growing across the North Slope of Alaska (68–71°N; 164–149°W) to assess shrub temperature sensitivity and compare radial growth patterns with satellite NDVI (normalized difference vegetation index) data since 1982. Regardless of site conditions and taxa, all shrubs shared a common year-to-year growth variability and had a positive response to daily maximum air temperatures (Tmax) from ca. May 31 (i.e. Tmax ~6 °C) to early July (i.e. Tmax ~12 °C), two-thirds of which were significant correlations. Thus, the month of June had the highest shrub growth-temperature sensitivity. This period coincides with the seasonal increase in temperature and phenological green up on the North Slope indicated by both field observations and the seasonal cycle of NDVI (a proxy of photosynthetic activity). Nearly all of the sampled shrubs (98%) initiated their growth after 1960, with 74% initiated since 1980. This post-1980 shrub-recruitment pulse coincided with ~2 °C warmer June temperatures compared to prior periods, as well as with positive trends in shrub basal area increments and peak summer NDVI. Significant correlations between shrub growth and peak summer NDVI indicate these radial growth patterns in shrubs reflect tundra productivity at a broader scale and that tundra vegetation on the North Slope of Alaska underwent a greening trend between 1980 and 2012.","application/pdf","10.3929/ethz-b-000446918",,"1748-9326||1748-9318",,"10.1088/1748-9326/ab897f","http://hdl.handle.net/20.500.11850/446918","en","Institute of Physics","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Alaska||NDVI||Remote sensing||Shrubs||Tree rings||Tundra||Warming","A narrow window of summer temperatures associated with shrub growth in Arctic Alaska","Journal Article","Open access",,,"2020-10-21T02:37:48Z",,,,"yes",,,,,,,,,,,,"85094115522",,,"000576554700001","Environ. Res. Lett.","10","Environmental Research Letters","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,"105012","Bristol","published",,,,,,,,,,,,"2020-10-23T12:36:53Z","2021-02-15T19:03:52Z","true","14 p.","WOS",,,"publishedVersion"
"394735","20.500.11850/26","Bugmann, Harald||Knaus, Florian||Ibrahim, Mohammed",,,,"2021-03-15T17:32:01Z","2020-12-03T08:20:02Z||2021-03-09T10:13:55Z||2021-03-15T17:32:01Z","2020-10",,,,,,"1012-4667",,,"http://hdl.handle.net/20.500.11850/454379","de","Österreichischer Agrarverlag",,,,"Die Ausbildung an der ETH Zürich","Newspaper Article","Metadata only",,,"2020-12-03T08:20:12Z",,,,"yes",,,,,,,,,,,,,,,,,"10","Forstzeitung","131","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03535||03723","03535||03723",,"14","12","Wien","published",,,,,,,,,,,,"2021-03-15T17:32:15Z","2021-03-15T17:32:15Z","true",,"FORM",,,
"390435","20.500.11850/21","Losey, Stéphane||Frehner, Monika||Rutishauser, Urs||Carraro, Gabriele",,"Bundesamt für Umwelt BAFU",,"2021-02-10T08:33:46Z","2021-02-10T08:16:16Z||2021-02-10T08:33:46Z","2020-10",,,"application/pdf","10.3929/ethz-b-000468765",,,,,"http://hdl.handle.net/20.500.11850/468765","de","Bundesamt für Umwelt BAFU","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"NaiS LFI: Zuordnung der LFI Stichprobenpunkte zu Waldgesellschaften","Report","Open access",,,"2021-02-10T08:16:27Z",,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,,"Bern","published",,,,,,,,,,,,"2021-02-10T08:34:41Z","2022-03-29T05:09:49Z","true","68 p.","FORM",,"Erläuternder Schlussbericht",
"369713","20.500.11850/3","Ramel, Cindy||Rey, Pierre-Louis||Fernandes, Rui||Vincent, Claire||Cardoso, Ana R.||Broennimann, Olivier||Pellissier, Loïc||Pradervand, Jean-Nicolas||Ursenbacher, Sylvain||Schmidt, Benedikt R.||Guisan, Antoine",,,,"2020-09-28T12:10:24Z","2020-09-27T02:47:04Z||2020-09-28T12:10:24Z","2020-10","2020-09-21","As anthropogenic degradation of biodiversity and ecosystems increases, so does the potential threat to the supply of ecosystem services, a key contribution of nature to people. Biodiversity has often been used in spatial conservation planning and has been regarded as one among multiple services delivered by ecosystems. Hence, biodiversity conservation planning should be integrated in a framework of prioritizing services in order to inform decision-making. Here, we propose a prioritization approach based on scenarios maximising both the provision of ecosystem services and the conservation of biodiversity hotspots. Different weighting scenarios for the α-diversity in four taxonomic groups and 10 mapped ecosystem services were used to simulate varying priorities of policymakers in a mountain region. Our results illustrate how increasing priorities to ecosystem services can be disadvantageous to biodiversity. Moreover, the analysis to identify priority areas that best compromise the conservation of α-diversity and ecosystem services are predominantly not located within the current protected area network. Our analyses stress the need for an appropriate weighting of biodiversity within decision making that seek to integrate multiple ecosystem services. Our study paves the way toward further integration of multiple biodiversity groups and components, ecosystem services and various socio-economic scenarios, ultimately fuelling the development of more informed, evidence-based spatial planning decisions for conservation. © 2020 Elsevier B.V.",,,,"2212-0416",,"10.1016/j.ecoser.2020.101186","http://hdl.handle.net/20.500.11850/442893","en","Elsevier",,,"Economic valuation||α-diversity||Human-nature trade-off||Spatial prioritization||Conservation planning||Decision support tool||Zonation software","Integrating ecosystem services within spatial biodiversity conservation prioritization in the Alps","Journal Article","Metadata only",,,"2020-09-27T02:47:10Z",,,,"yes",,,,,,,,,,,,"85091240062",,,"000577343300004",,,"Ecosystem Services","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553||02722","09553",,,"101186","Amsterdam","published",,,,,,,,,,,,"2020-09-28T12:10:34Z","2023-02-06T20:29:13Z","true",,"SCOPUS",,,
"374282","20.500.11850/3","Philippon, Mélody||Cornée, Jean-Jacques||Münch, Philippe||van Hinsbergen, Douwe J.J.||BouDagher-Fadel, Marcelle||Gailler, Lydie||Boschman, Lydian||Quillevere, Fredéric||Montheil, Leny||Gay, Aurelien||Lebrun, Jean Fredéric||Lallemand, Serge||Marivaux, Laurent||Antoine, Pierre-Olivier",,,,"2020-11-02T10:46:06Z","2020-10-31T03:50:30Z||2020-11-02T10:46:06Z","2020-10","2020-10-20","Intriguing latest Eocene land-faunal dispersals between South America and the Greater Antilles (northern Caribbean) has inspired the hypothesis of the GAARlandia (Greater Antilles Aves Ridge) land bridge. This landbridge, however, should have crossed the Caribbean oceanic plate, and the geological evolution of its rise and demise, or its geodynamic forcing, remain unknown. Here we present the results of a land-sea survey from the northeast Caribbean plate, combined with chronostratigraphic data, revealing a regional episode of mid to late Eocene, trench-normal, E-W shortening and crustal thickening by ∼25%. This shortening led to a regional late Eocene–early Oligocene hiatus in the sedimentary record revealing the location of an emerged land (the Greater Antilles-Northern Lesser Antilles, or GrANoLA, landmass), consistent with the GAARlandia hypothesis. Subsequent submergence is explained by combined trench-parallel extension and thermal relaxation following a shift of arc magmatism, expressed by a regional early Miocene transgression. We tentatively link the NE Caribbean intra-plate shortening to a well-known absolute and relative North American and Caribbean plate motion change, which may provide focus for the search of the remaining connection between ‘GrANoLA’ land and South America, through the Aves Ridge or Lesser Antilles island arc. Our study highlights the how regional geodynamic evolution may have driven paleogeographic change that is still reflected in current biology.","application/pdf","10.3929/ethz-b-000448964",,"1932-6203",,"10.1371/journal.pone.0241000","http://hdl.handle.net/20.500.11850/448964","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Eocene intra-plate shortening responsible for the rise of a faunal pathway in the northeastern Caribbean realm","Journal Article","Open access",,,"2020-10-31T03:50:36Z",,,,"yes",,,,,,,,,,,,"85093857759",,,"000585940600001","PLoS ONE","10","PLoS ONE","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553||02722","09553",,,"e0241000","San Francisco, CA","published",,,,,,,,,,,,"2020-11-02T10:46:16Z","2023-02-06T20:40:55Z","true","13 p.","SCOPUS",,,"publishedVersion"
"390393","20.500.11850/3","Brang, Peter||Erhardt, Elke||Frehner, Monika||Huber, Barbara||Rutishauser, Urs",,,,"2021-02-09T15:12:03Z","2021-02-09T14:35:40Z||2021-02-09T15:04:17Z||2021-02-09T15:12:03Z","2020-10",,,"application/pdf","10.3929/ethz-b-000468687",,"1423-2456",,,"http://hdl.handle.net/20.500.11850/468687","de","WaldSchweiz","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Eine App für die Baumartenwahl im Klimawandel","Journal Article","Open access",,,"2021-02-09T14:35:50Z",,,,"yes",,,,,,,,,,,,,,,,"Wald Holz","10","Wald und Holz","2020","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald::08701 - Gruppe Waldbau / Group Silviculture","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald::08701 - Gruppe Waldbau / Group Silviculture","08701","08701",,"29","27","Solothurn","published",,,,,,,"10.3929/ethz-b-000519591",,,,"true","2021-02-09T15:04:28Z","2022-03-29T05:09:24Z","true","3 p.","FORM",,,"publishedVersion"
"371597","20.500.11850/3","Winton, R. Scott||Kleinschroth, Fritz||Calamita, Elisa||Botter, Martina||Teodoru, Cristian R.||Nyambe, Imasiku||Wehrli, Bernhard",,,,"2020-10-13T09:37:25Z","2020-09-28T02:48:15Z||2020-09-29T15:19:24Z||2020-10-13T09:35:52Z||2020-10-13T09:37:25Z","2020-09-22",,"One prominent effect of nutrient pollution of surface waters is the mass invasion of floating plants, which can clog waterways, disrupting human use of aquatic systems. These plants are widely vilified and motivate expensive control campaigns, but their presence may be providing a poorly recognized function in the cycling of excess nutrients. The capacity for floating plants to absorb nutrients from surface water has been understood for decades, primarily from their use in constructed wetlands for wastewater treatment. Yet, in natural settings, there has not been to date any effort to quantify whether floating plant invasions represent important pools or fluxes of nutrients relative to those of the river catchments in which they occur. We found that seasonal hydrologic cycles in the Zambezi trap and flush floating plants from river choke points, such as dams and river confluences, on an annual basis. Peak plant biomass at such choke points constitutes a proxy for estimating annual plant-bound nutrient loads. We assessed the significance of floating vegetation as nutrient sinks by comparing annual plant-bound nutrient loading to conventional river nutrient loading (dissolved and particulate) for four tributaries of the Zambezi River in Zambia. We found that the relative importance of floating vegetation was greatest in the more urbanized catchments, such as the Maramba River draining the city of Livingstone, representing approximately 30% and 9% of annual digestible phosphorus and nitrogen flux respectively. We also found plant-bound phosphorus to be important in the Kafue River (19%), draining the industrial town of Kafue and extensive sugarcane plantations. These results demonstrate the great potential of floating plants to take up excess nutrients from natural river systems. Given the importance of hydrology in the life cycle of floating vegetation, controlled dam discharges may have an important role in managing them and their water quality treatment functions. © 2020, The Author(s).","application/pdf","10.3929/ethz-b-000442923",,"2045-2322",,"10.1038/s41598-020-72499-1","http://hdl.handle.net/20.500.11850/442923","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Potential of aquatic weeds to improve water quality in natural waterways of the Zambezi catchment","Journal Article","Open access",,,"2020-09-28T02:48:21Z",,,,"yes",,,,"Use of a Decision-Analytic Framework to explore the water-energy-food NExus in complex and trans-boundary...","690268-2","10.13039/501100007352","SBFI","H2020",,,,"85091301295",,,"000577219100016","Sci Rep","1","Scientific Reports","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)","03723||03328","03723||03328",,,"15467","London","published",,,,,,,,,,,,"2020-09-29T15:19:35Z","2023-02-06T20:31:27Z","true","11 p.","SCOPUS",,,"publishedVersion"
"370751","20.500.11850/18","Zuidema, Anita",,,"Frehner, Monika||Rickli, Christian","2020-10-05T13:25:56Z","2020-10-05T10:04:47Z||2020-10-05T13:25:56Z","2020-09-21",,,"application/pdf","10.3929/ethz-b-000444528",,,,,"http://hdl.handle.net/20.500.11850/444528","de","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Modellierung von Hangmuren in bewaldetem Gebiet mit dem Simulationsprogramm RAMMS","Master Thesis","Open access",,,"2020-10-05T10:04:58Z",,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems",,"02722",,,,,"Zürich","published",,,,,,,,,,,,"2020-10-05T13:26:44Z","2021-02-15T17:50:22Z","true","195 S.","FORM",,,
"354601","20.500.11850/3","Cooper, Ava E.||Kirchner, James W.||Wolf, Sebastian||Lombardozzi, Danica L.||Tyler, Scott W.||Harpold, Adrian A.",,,,"2020-07-02T11:06:59Z","2020-07-02T02:51:18Z||2020-07-02T11:06:59Z","2020-09-15","2020-06-25",,,,,"0168-1923||1873-2240",,"10.1016/j.agrformet.2020.108089","http://hdl.handle.net/20.500.11850/424132","en","Elsevier",,,"Sap flow||Snow water equivalent||Water stress||Slope aspect||Conifer forest||Sierra Nevada","Snowmelt causes different limitations on transpiration in a Sierra Nevada conifer forest","Journal Article","Metadata only",,,"2020-07-02T02:51:27Z",,,,"yes",,,,,,,,,,,,"85086884109",,,"000556177600045","Agric. for. meteorol.",,"Agricultural and Forest Meteorology","291","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"108089","Amsterdam","published",,,,,,,,,,,,"2020-07-02T11:07:09Z","2021-02-15T15:13:14Z","true","14 p.","SCOPUS",,,
"472278","20.500.11850/3","Steiner, Eliane||Garcia Ulloa, John Alejandro||Ghazoul, Jaboury||Garcia, Claude||Dray, Anne",,,,"2022-10-19T07:21:58Z","2020-11-05T14:14:49Z||2020-11-06T07:17:53Z||2022-10-19T07:21:58Z","2020-09-14",,"To familiarize students with today’s challenges in the field of ecosystem management, the environmental sciences master program offers a course for students called Foundations of Ecosystem Management. The aim of this course is to create an effective learning experience and develop critical thinking capacities for future natural resource managers and academics. The course is structured into various parts where students first elaborate on the definition of the theoretical foundations and concepts. In a next step, they use this definition to work on real-world case studies. During their groupwork, they construct a role-playing game that addresses the most prominent issues in the system and thereby learn to understand and deal with the complexity of the management issues. At the same time, students are trained in soft skills like teamwork, self-reflection, debriefing, and facilitation. In this paper, we present the structure of the course and results from an online survey done by students from the last 5 years. We assessed how well former students remember the course and the theory they learnt and how they perceived the teaching approach. We found positive results: students appreciate the different teaching approach and most of the students, including students from earlier cohorts, state that they still remember the concepts. Students report that they have applied the concepts and approaches from the course in other contexts outside the classroom. We, as teaching staff, reflect on the course, the learning experience, and the results from the online survey, and present four teaching principles that underline what has worked in the course: i) self-authorship, ii) education through active and experiential learning, iii) competence-oriented learning on soft skills: self-reflection, teamwork, and facilitation, and finally iv) inter-cultural learning.","application/pdf","10.3929/ethz-b-000449901",,"2624-7984||2624-7992",,,"http://hdl.handle.net/20.500.11850/449901","en","ETH Zurich, Educational Development and Technology","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"“I remember your lecture”: role-playing games and unconventional teaching reinforce learning outcomes","Journal Article","Open access",,,"2020-11-05T14:14:57Z",,,,"yes",,,,,,,,,,,,,"https://learningteaching.ethz.ch/index.php/lt-eth/article/view/64",,,,"1","ETH Learning and Teaching Journal","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723||08697","08697||03723",,"93","82","Zurich","published",,,,,,,,,,,,"2020-11-06T07:18:07Z","2023-02-07T07:14:44Z","true","12 p.","FORM",,,"publishedVersion"
