id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"419589","20.500.11850/3","Klaus, Valentin||Hölzel, Norbert||Prati, Daniel||Schmitt, Barbara||Schöning, Ingo||Schrumpf, Marion||Solly, Emily F.||Hänsel, Falk||Fischer, Markus||Kleinebecker, Till",,,,"2021-09-29T08:12:38Z","2021-09-29T07:57:04Z||2021-09-29T08:12:38Z","2016-10-01","2016-05-21","Land-use change and intensification play a key role in the current biodiversity crisis. The resulting species loss can have severe effects on ecosystem functions and services, thereby increasing ecosystem vulnerability to climate change. We explored whether land-use intensification (i.e. fertilization intensity), plant diversity and other potentially confounding environmental factors may be significantly related to water use (i.e. drought stress) of grassland plants. Drought stress was assessed using δ13C abundances in aboveground plant biomass of 150 grassland plots across a gradient of land-use intensity. Under water shortage, plants are forced to increasingly take up the heavier 13C due to closing stomata leading to an enrichment of 13C in biomass. Plants were sampled at the community level and for single species, which belong to three different functional groups (one grass, one herb, two legumes).  Results show that plant diversity was significantly related to the δ13C signal in community, grass and legume biomass indicating that drought stress was lower under higher diversity, although this relation was not significant for the herb species under study. Fertilization, in turn, mostly increased drought stress as indicated by more positive δ13C values. This effect was mostly indirect by decreasing plant diversity. In line with these results, we found similar patterns in the δ13C signal of the organic matter in the topsoil, indicating a long history of these processes.  Our study provided strong indication for a positive biodiversity-ecosystem functioning relationship with reduced drought stress at higher plant diversity. However, it also underlined a negative reinforcing situation: as land-use intensification decreases plant diversity in grasslands, this might subsequently increases drought sensitivity. Vice-versa, enhancing plant diversity in species-poor agricultural grasslands may moderate negative effects of future climate change.","application/pdf","10.3929/ethz-b-000507533",,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2016.05.008","http://hdl.handle.net/20.500.11850/507533","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Biodiversity-ecosystem functioning||Global change||Climate change||Plant functional groups||Carbon isotopes||δ13C","Plant diversity moderates drought stress in grasslands: Implications from a large real-world study on 13C natural abundances",,"Journal Article","Open access",,,"2021-09-29T07:57:09Z",,,,"no",,,,,,,,,,,,,,,"Sci. Total Environ.",,"Science of The Total Environment","566-567","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03648||03982","03648||03982",,"222","215","Amsterdam","published",,,,,,,,"2021-09-29T08:12:46Z","2022-03-29T13:40:20Z","true","32 p. accepted version","FORM",,"acceptedVersion",
"316833","20.500.11850/3","Hagen, Katharina B.||Dittmann, Marie T.||Ortmann, Sylvia||Kreuzer, Michael||Hatt, Jean-Michel||Clauss, Marcus",,,,"2019-11-01T10:07:52Z","2017-06-12T08:20:47Z||2019-11-01T10:07:52Z","2016-10","2016-02-09",,,,,"0931-2439||1439-0396",,"10.1111/jpn.12441","http://hdl.handle.net/20.500.11850/117897","en","Wiley",,,"Caecotrophy||Chinchilla||Coprophagy||Digestion||Fermentation||Herbivory","Retention of solute and particle markers in the digestive tract of chinchillas (Chinchilla laniger)",,"Journal Article","Metadata only",,,"2017-06-12T08:21:57Z",,"pub:179827",,"yes",,,,"Methane production in nondomestic mammalian herbivores","135252","10.13039/501100001711","SNF","Projektförderung in Biologie und Medizin (Abteilung III)",,"imp5936548255ad042496",,"85028253793",,"000384104400001","J. Anim. Physiol. Anim. Nutr.","5","Journal of Animal Physiology and Animal Nutrition","100","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"806","801","Berlin","published",,,,,,,,"2017-07-20T18:18:41Z","2022-03-29T00:11:03Z","true",,"ECIT",,,
"119842","20.500.11850/3","Do Canto, Javier||Studer, Bruno||Lübberstedt, Thomas",,,,"2017-06-12T11:35:30Z","2017-06-12T11:35:30Z","2016-10",,,,,,"0040-5752||1432-2242",,"10.1007/s00122-016-2775-2","http://hdl.handle.net/20.500.11850/119875","en","Springer",,,,"Overcoming self-incompatibility in grasses: a pathway to hybrid breeding",,"Journal Article","Metadata only",,,"2017-06-12T11:36:03Z",,"pub:181921",,"yes",,,,,,,,,,"imp593654aa17b2a41657","000985869",,,"000383711900001","Theor Appl Genet","10","Theoretical and Applied Genetics","129","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969","Published online 30 August 2016.","1829","1815","Berlin","published",,,,,,,"true","2017-07-19T07:55:09Z","2018-11-03T00:04:53Z","true",,"ECIT",,,
"115068","20.500.11850/3","Peñaflor, Maria Fernanda G.V.||Mauck, Kerry E.||Alves, Kelly J.||De Moraes, Consuelo M.||Mescher, Mark C.",,,,"2017-06-12T04:06:39Z","2017-06-12T04:06:39Z","2016-10",,,,,,"0269-8463||1365-2435",,"10.1111/1365-2435.12649","http://hdl.handle.net/20.500.11850/115101","en","Wiley-Blackwell",,,"Aphis glycines||Co-infection||Epilachna varivestis||Plant viruses||Vector behaviour","Effects of single and mixed infections of Bean pod mottle virus and Soybean mosaic virus on host-plant chemistry and host–vector interactions",,"Journal Article","Metadata only",,,"2017-06-12T04:08:34Z",,"pub:176916",,"yes",,,,,,,,,,"imp5936544cc2dda54928",,"84963636046",,"000385511500004","Funct. Ecol.","10","Functional Ecology","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo","03909||03970","03909||03970",,"1659","1648","Oxford","published",,,,,,,"true","2017-07-13T09:28:26Z","2023-02-06T13:20:20Z","true",,"ECIT",,,
"245169","20.500.11850/10","Flossmann, G||Pausch, Hubert||Wurmser, C||Dahinten, G||Götz, K.-U.||Seichter, D||Russ, I||Fries, R.",,,,"2018-07-24T14:38:57Z","2017-09-15T12:49:13Z||2018-07-24T14:38:57Z","2016-09-20",,,,,,,,,"http://hdl.handle.net/20.500.11850/185194","de",,,,,"Identifizierung der für unterentwickelte Uteri verantwortlichen Mutation bei der Deutschen Landrasse.",,"Other Conference Item","Metadata only",,,"2017-09-15T12:49:14Z",,,,"no","Tagungsband der DGfZ/GfT-Gemeinschaftstagung 2016","September 20-21, 2016","Hannover, Germany",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","09575","09575","Conference lecture on 20 September 2016",,,,"unpublished",,,,,,,,"2018-07-24T14:38:59Z","2018-07-24T14:38:59Z","true",,"FORM",,,
"257173","20.500.11850/10","Tamburini, Federica||Pistocchi, Chiara||Mészáros, Éva||Frossard, Emmanuel","Haygarth, Phil||George, Tim||Shand, Charlie||Blackburn, Daniel||Giles, Courtney||Wearing, Catherine",,,"2018-10-11T08:15:36Z","2017-06-12T11:41:47Z||2018-10-11T08:15:36Z","2016-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/119928","en","s.n.",,,,"Insights into the biological cycle of P (with a little help from oxygen isotopes)",,"Other Conference Item","Metadata only","Abstract Book. Organic Phosphorus Workshop 2016 - Organic Phosphorus in the Environment: Solutions for Phosphorus Security, Lake District, England, September 5-9, 2016",,"2017-06-12T11:46:07Z",,"pub:181974",,"yes","Organic Phosphorus Workshop (organicP 2016)","September 5-9, 2016","Windermere, United Kingdom",,,,,,,"imp593654ab0bc2c65608",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,,"35","s.n.","published",,,,,,,,"2018-10-11T08:15:39Z","2020-02-15T15:21:07Z","true","1 p.","ECIT",,,
"122587","20.500.11850/3","Quatrini, Simone||Barkemeyer, Ralf||Stringer, Lindsay",,,,"2017-06-12T15:53:52Z","2017-06-12T15:53:52Z","2016-09",,,,,,"2154-0896||2154-0926",,,"http://hdl.handle.net/20.500.11850/122620","en","Solutions",,,,"Involving the Mining Sector in Achieving Land Degradation Neutrality",,"Journal Article","Metadata only",,,"2017-06-12T15:55:48Z",,"pub:184944",,"yes",,,,,,,,,,"imp593654dddcf1650754",,,,,,"5","Solutions","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,"63","55","Burlington, VT","published",,,,,,,,"2017-07-20T14:27:41Z","2018-11-03T00:41:11Z","true",,"ECIT",,,
"119014","20.500.11850/3","Bergkemper, Fabian||Bünemann, Else K.||Hauenstein, Simon||Heuck, Christine||Kandeler, Ellen||Krüger, Jaane||Marhan, Sven||Mészáros, Éva||Nassal, Dinah||Nassal, Pascal||Oelmann, Yvonne||Pistocchi, Chiara||Schloter, Michael||Spohn, Marie||Talkner, Ulrike||Zederer, Dan P.||Schulz, Stefanie",,,,"2017-06-12T10:13:07Z","2017-06-12T10:13:07Z","2016-09",,,,,,"0167-7012||1872-8359",,"10.1016/j.mimet.2016.07.006","http://hdl.handle.net/20.500.11850/119047","en","Elsevier",,,"Forest soils||Gaseous fumigation||Liquid fumigation||Microbial biomass||Microbial phosphorus","An inter-laboratory comparison of gaseous and liquid fumigation based methods for measuring microbial phosphorus (Pmic) in forest soils with differing P stocks",,"Journal Article","Metadata only",,,"2017-06-12T10:16:52Z",,"pub:181034",,"yes",,,,,,,,,,"imp593654996df4978680","000033531","84978818125",,"000382346300015","J Microbiol Methods",,"Journal of microbiological methods","128","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Received 3 June 2016, Revised 11 July 2016, Accepted 11 July 2016, Published online 12 July 2016.","68","66","Amsterdam","published",,,,,,,,"2017-08-03T08:39:56Z","2021-02-14T14:26:08Z","true",,"ECIT",,,
"120095","20.500.11850/3","Smith, Jason D.||Woldemariam, Melkamu G.||Mescher, Mark C.||Jander, Georg||De Moraes, Consuelo M.",,,,"2017-06-12T12:02:52Z","2017-06-12T12:02:52Z","2016-09",,,,,,"0032-0889||1532-2548",,"10.1104/pp.16.00613","http://hdl.handle.net/20.500.11850/120128","en","American Society of Plant Physiologists",,,,"Glucosinolates from host plants influence growth of the parasitic plant Cuscuta gronovii and its susceptibilityto aphid feeding",,"Journal Article","Metadata only",,,"2017-06-12T12:07:02Z",,"pub:182180",,"yes",,,,,,,,,,"imp593654aebdfe381156","000039067","84984904304",,"000388451900014","Plant physiol.","1","Plant Physiology","172","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909","Published online 1 August 2016.","197","181","Rockville, MD","published",,,,,,,,"2017-07-18T10:34:16Z","2021-02-14T14:31:16Z","true",,"ECIT",,,
"117155","20.500.11850/4","Hammond, Kirsty J.||Crompton, Les A.||Bannink, André||Dijkstra, Jan||Yáñez–Ruiz, David||O’Kiely, Pádraig||Kebreab, Ermias||Eugène, Maguy||Yu, Zhongtang||Shingfield, Kevin||Schwarm, Angela||Hristov, Alexander||Reynolds, Christopher K.",,,,"2017-06-12T07:09:57Z","2017-06-12T07:09:57Z","2016-09",,,,,,"0377-8401||1873-2216",,"10.1016/j.anifeedsci.2016.05.018","http://hdl.handle.net/20.500.11850/117188","en","Elsevier",,,"Enteric methane||Rumen fermentation||In vivo methodology||Emission","Review of current in vivo measurement techniques for quantifying enteric methane emission from ruminants",,"Review Article","Metadata only",,,"2017-06-12T07:11:59Z",,"pub:179087",,"yes",,,,,,,,,,"imp59365473dbc7a66309","000000010","84991217362",,"000382341900002","Anim. Feed Sci. Technol.",,"Animal Feed Science and Technology","219","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"30","13","Amsterdam","published",,,,,,,,"2017-07-15T07:56:02Z","2022-03-28T14:57:48Z","true",,"ECIT",,,
"118907","20.500.11850/3","Dittmann, Marie T.||Hammond, Kirsty J.||Kirton, Paul||Humphries, David J.||Crompton, Les A.||Ortmann, Sylvia||Misselbrook, Tom H.||Südekum, Karl-Heinz||Schwarm, Angela||Kreuzer, Michael||Reynolds, Christopher K.||Clauss, Marcus",,,,"2017-06-12T10:01:48Z","2017-06-12T10:01:48Z","2016-09",,,,,,"0007-1145||1475-2662",,"10.1017/S0007114516002701","http://hdl.handle.net/20.500.11850/118940","en","Cambridge University Press",,,"Digestion||Passage rate||Mean retention time||Motility||Rumination activity","Influence of ruminal methane on digesta retention and digestive physiology in non-lactating dairy cattle",,"Journal Article","Metadata only",,,"2017-06-12T10:07:23Z",,"pub:180926",,"yes",,,,,,,,,,"imp5936549704cac99709","000044070","84979561938",,"000382894500001","Br. J. Nutr.","5","British Journal of Nutrition","116","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Published online 25 July 2016.","773","763","Cambridge","published",,,,,,,,"2017-07-31T14:57:20Z","2022-03-28T15:04:11Z","true",,"ECIT",,,
"114451","20.500.11850/4","Manzanares, Chloe||Yates, Steven||Ruckle, Michael||Nay, Michelle||Studer, Bruno",,,,"2017-06-12T03:09:16Z","2017-06-12T03:09:16Z","2016-09",,,,,,"1871-6784||1876-4347",,"10.1016/j.nbt.2016.02.009","http://hdl.handle.net/20.500.11850/114484","en","Elsevier",,,,"TILLING in forage grasses for gene discovery and breeding improvement",,"Review Article","Metadata only",,,"2017-06-12T03:12:54Z",,"pub:176273",,"yes",,,,,,,,,,"imp5936543f9933286928","005585028","84961218559",,"000378026400002",,"5","New Biotechnology","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969","Published online 26 February 2016.","603","594","Amsterdam","published",,,,,,,,"2017-07-15T08:47:29Z","2022-03-28T14:46:13Z","true",,"ECIT",,,
"114881","20.500.11850/3","Lemming, Camilla||Oberson, Astrid||Hund, Andreas||Jensen, Lars S.||Magid, Jakob",,,,"2017-06-12T03:47:56Z","2017-06-12T03:47:56Z","2016-09",,,,,,"0032-079X||1573-5036",,"10.1007/s11104-016-2865-6","http://hdl.handle.net/20.500.11850/114914","en","Springer",,,"Fertiliser placement||Root growth||Sewage sludge||Sewage sludge ash||Rhizobox||Maize","Opportunity costs for maize associated with localised application of sewage sludge derived fertilisers, as indicated by early root and phosphorus uptake responses",,"Journal Article","Metadata only",,,"2017-06-12T03:48:55Z",,"pub:176723",,"yes",,,,,,,,,,"imp59365448eb69d35874","000052447","84962175696",,"000381991600015","Plant Soil","1","Plant and Soil","406","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Published online 31 March 2016.","217","201","Berlin","published",,,,,,,,"2017-07-14T20:11:10Z","2023-02-06T13:20:00Z","true",,"ECIT",,,
"464196","20.500.11850/10","Frossard, Emmanuel||Oberson, Astrid||Liebisch, Frank||Sinaj, Sokrat||Mollier, Alain","Krämer, Inga||Häberle, Stephanie",,,"2022-08-23T07:05:53Z","2017-06-12T11:51:03Z||2022-08-23T07:05:53Z","2016-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/120022","en","IPW8",,,,"How much phosphorus do our agrosystems really need?",,"Other Conference Item","Metadata only","8th International Phosphorus Workshop - IPW8: Phosphorus 2020 - Challenges for Synthesis, Agriculture, and Ecosystems. Program and Book of Abstracts",,"2017-06-12T11:55:59Z",,"pub:182071",,"yes","8th International Phosphorus Workshop (IPW8)","September 12-16, 2016","Rostock, Germany",,,,,,,"imp593654aca647b13397",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","03427||03894","03427||03894",,"107","107","Rostock","published",,,"10.12754/procs-2016-ipw8",,,,,"2017-07-13T08:08:49Z","2023-02-07T05:29:01Z","true",,"ECIT",,,
"464189","20.500.11850/10","McLaren, Timothy Ian||Simpson, R.||McLaughlin, M.||McBeath, T.||Smernik, Ronald J.||Guppy, C.||Richardson, A.","Krämer, Inga||Häberle, Stephanie",,,"2022-08-23T07:00:56Z","2017-06-19T16:09:44Z||2022-08-23T07:00:56Z","2016-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/164543","en","IPW8",,,,"The fertilizer phosphorus use efficiency of leguminous-based pastures under different management in the high rainfall zone of south eastern Australia",,"Other Conference Item","Metadata only","8th International Phosphorus Workshop - IPW8: Phosphorus 2020 - Challenges for Synthesis, Agriculture, and Ecosystems. Program and Book of Abstracts",,"2017-06-19T16:10:37Z",,"pub:182072",,"yes","8th International Phosphorus Workshop (IPW8)","September 12-16, 2016","Rostock, Germany",,,,,,,"imp593654acabbd059213",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"110","110","Rostock","published",,,"10.12754/procs-2016-ipw8",,,,,"2017-07-26T21:35:49Z","2023-02-07T05:28:58Z","true",,"ECIT",,,
