id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"255453","20.500.11850/3","Yuzugullu, Onur||Erten, Esra||Hajnsek, Irena",,,,,,"2018-09-28T09:33:39Z","2018-07-06T16:07:03Z||2018-07-09T11:56:57Z||2018-09-28T09:33:39Z","2018-09","2018-06-26",,,,,"1939-1404||2151-1535",,"10.1109/JSTARS.2018.2844798","http://hdl.handle.net/20.500.11850/274387","en","IEEE",,,"Agriculture||copolar||height estimation||metamodel||polarimetric interferometry||synthetic aperture radar (SAR)||stochastic approach","Assessment of Paddy Rice Height: Sequential Inversion of Coherent and Incoherent Models",,"Journal Article","Metadata only",,,"2018-07-06T16:07:05Z",,,,,"yes",,,,,,,,,,,,"85049150839",,"000444485100003","IEEE j. sel. top. appl. earth obs. remote sens.","9","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"3013","3001","New York, NY","published",,,,,,,,,,,,,"2018-09-28T09:33:46Z","2021-02-15T01:55:00Z","true",,"SCOPUS",,,,
"255451","20.500.11850/3","Joerg, Hannah||Pardini, Matteo||Hajnsek, Irena||Papathanassiou, Konstantinos P.",,,,,,"2018-09-28T09:31:24Z","2018-07-06T16:06:56Z||2018-07-09T08:26:04Z||2018-09-28T09:31:24Z","2018-09","2018-06-28",,,,,"1939-1404||2151-1535",,"10.1109/JSTARS.2018.2845127","http://hdl.handle.net/20.500.11850/274378","en","IEEE",,,"Agricultural vegetation||phenology||SAR tomography||synthetic aperture radar (SAR)||vegetation water content (VWC)","Sensitivity of SAR Tomography to the Phenological Cycle of Agricultural Crops at X-, C-, and L-band",,"Journal Article","Metadata only",,,"2018-07-06T16:07:05Z",,,,,"yes",,,,,,,,,,,,"85049136524",,"000444485100004","IEEE j. sel. top. appl. earth obs. remote sens.","9","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"3029","3014","New York, NY","published",,,,,,,,,,,,,"2018-09-28T09:31:31Z","2021-02-15T01:54:58Z","true",,"SCOPUS",,,,
"380165","20.500.11850/3","Haupt, Mélanie||Kägi, Thomas||Hellweg, Stefanie",,,,,,"2020-12-16T05:34:05Z","2018-06-01T17:50:05Z||2018-06-12T12:26:39Z||2018-09-27T13:32:28Z||2018-11-06T16:42:17Z||2018-12-17T16:51:55Z||2020-12-15T19:31:42Z||2020-12-16T05:34:05Z","2018-09","2018-05-31",,"application/pdf","10.3929/ethz-b-000267219",,"0956-053X||1879-2456",,"10.1016/j.wasman.2018.03.035","http://hdl.handle.net/20.500.11850/267219","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Life cycle assessment (LCA)||Material flow analysis (MFA)||Recycling||Energy recovery||Indirect energy||Policy scenario","Modular life cycle assessment of municipal solid waste management",,"Journal Article","Open access",,,"2018-06-01T17:50:08Z",,,,,"yes",,,,,,,,,,,,"85047745202",,"000449133500081","Waste Manag",,"Waste Management","79","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"827","815","New York, NY","published",,,,,"10.3929/ethz-b-000273916",,"10.3929/ethz-b-000274553",,,,,,"2018-11-06T16:42:47Z","2021-02-15T22:32:38Z","true","33 p. accepted version","BATCH",,,"acceptedVersion",
"248176","20.500.11850/3","Jamali, Behzad||Löwe, Roland||Bach, Peter M.||Urich, Christian||Arnbjerg-Nielsen, Karsten||Deletic, Ana",,,,,,"2018-08-13T05:49:02Z","2018-08-11T06:47:08Z||2018-08-13T05:49:02Z","2018-09","2018-08-01",,,,,"0022-1694||1879-2707",,"10.1016/j.jhydrol.2018.07.064","http://hdl.handle.net/20.500.11850/281985","en","Elsevier",,,,"A rapid urban flood inundation and damage assessment model",,"Journal Article","Metadata only",,,"2018-08-11T06:47:14Z",,,,,"yes",,,,,,,,,,,,"85051038566",,"000445316200085","J. Hydrol.",,"Journal of Hydrology","564","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"1098","1085","Amsterdam","published",,,,,,,,,,,,,"2018-08-13T05:49:04Z","2021-02-15T01:14:10Z","true","14 p.","SCOPUS",,,,
"258498","20.500.11850/3","Grosso, Carla||Manoli, Gabriele||Martello, Marco||Chemin, Yann H.||Pons, Diego H.||Teatini, Pietro||Piccoli, Ilaria||Morari, Francesco",,,,,,"2018-10-16T14:49:26Z","2018-10-13T08:45:47Z||2018-10-16T14:49:26Z","2018-09","2018-09-11","The surface energy balance algorithm for land (SEBAL) has been successfully applied to estimate evapotranspiration (ET) and yield at different spatial scales. However, ET and yield patterns have never been investigated under highly heterogeneous conditions. We applied SEBAL in a salt-affected and water-stressed maize field located at the margin of the Venice Lagoon, Italy, using Landsat images. SEBAL results were compared with estimates of evapotranspiration by the Food and Agriculture Organization (FAO) method (ETc) and three-dimensional soil-plant simulations. The biomass production routine in SEBAL was then tested using spatially distributed crop yield measurements and the outcomes of a soil-plant numerical model. The results show good agreement between SEBAL evapotranspiration and ETc. Instantaneous ET simulated by SEBAL is also consistent with the soil-plant model results (R2 = 0.7047 for 2011 and R2 = 0.6689 for 2012). Conversely, yield predictions (6.4 t/ha in 2011 and 3.47 t/ha in 2012) are in good agreement with observations (8.64 t/ha and 3.86 t/ha, respectively) only in 2012 and the comparison with soil-plant simulations (8.69 t/ha and 5.49 t/ha) is poor. In general, SEBAL underestimates land productivity in contrast to the soil-plant model that overestimates yield in dry years. SEBAL provides accurate predictions under stress conditions due to the fact that it does not require knowledge of the soil/root characteristics.","application/pdf","10.3929/ethz-b-000295663",,"2072-4292",,"10.3390/rs10091452","http://hdl.handle.net/20.500.11850/295663","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Surface energy balance algorithm for land (SEBAL)||Evapotranspiration||Yield||Remote seinsing||Heterogeneous conditions","Mapping maize evapotranspiration at field scale using SEBAL",,"Journal Article","Open access",,,"2018-10-13T09:05:47Z",,,,,"yes",,,,,,,,,,,,"85053595364",,"000449993800132","Remote Sens.","9","Remote Sensing","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"1452","Basel","published",,,,,,,,,,,,,"2018-10-16T14:49:36Z","2022-03-28T21:28:26Z","true","17 p.","SCOPUS",,"A comparison with the FAO method and soil-plant model simulations","publishedVersion",
"247509","20.500.11850/3","Pezzati, Lorenzo||Verones, Francesca||Curran, Michael||Baustert, Paul||Hellweg, Stefanie",,,,,,"2018-08-07T12:42:00Z","2018-08-02T12:35:45Z||2018-08-07T12:42:00Z","2018-08-07","2018-07-09",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.8b01501","http://hdl.handle.net/20.500.11850/280141","en","American Chemical Society",,,,"Biodiversity Recovery and Transformation Impacts for Wetland Biodiversity",,"Journal Article","Metadata only",,,"2018-08-02T12:35:46Z",,,,,"yes",,,,,,,,,,,,"85049834390",,"000441477600047","Environ. Sci. Technol.","15","Environmental Science & Technology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732||03732","03732||03732",,"8487","8479","Washington, DC","published",,,,,,,,,,,,,"2018-08-07T12:42:06Z","2023-02-06T15:44:23Z","true",,"BATCH",,,,
"461217","20.500.11850/3","Froemelt, Andreas||Dürrenmatt, David J.||Hellweg, Stefanie",,,,,,"2022-08-02T07:54:52Z","2018-08-24T04:44:51Z||2018-08-24T08:42:12Z||2018-08-24T08:43:21Z||2022-08-02T07:54:52Z","2018-08-07","2018-06-22","Household consumption is a main driver of economy and might be regarded as ultimately responsible for environmental impacts occurring over the life cycle of products and services. Given that purchase decisions are made on household levels and are highly behavior-driven, the derivation of targeted environmental measures requires an understanding of household behavior patterns and the resulting environmental impacts. To provide an appropriate basis in support of effective environmental policymaking, we propose a new approach to capture the variability of lifestyle-induced environmental impacts. Lifestyle-archetypes representing prevailing consumption patterns are derived in a two-tiered clustering that applies a Ward-clustering on top of a preconditioning self-organizing map. The environmental impacts associated with specific archetypical behavior are then assessed in a hybrid life cycle assessment framework. The application of this approach to the Swiss Household Budget Survey reveals a global picture of consumption that is in line with previous studies, but also demonstrates that different archetypes can be found within similar socio-economic household types. The appearance of archetypes diverging from general macro-trends indicates that the proposed approach might be useful for an enhanced understanding of consumption patterns and for the future support of policymakers in devising effective environmental measures targeting specific consumer groups.","application/pdf","10.3929/ethz-b-000284256",,"0013-936X||1520-5851",,"10.1021/acs.est.8b01452","http://hdl.handle.net/20.500.11850/284256","en","American Chemical Society","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Using Data Mining To Assess Environmental Impacts of Household Consumption Behaviors",,"Journal Article","Open access",,,"2018-08-24T04:45:13Z",,,,,"yes",,,,,,,,,,,,"85049246090",,"000441477600046","Environ. Sci. Technol.","15","Environmental Science & Technology","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"8478","8467","Washington, DC","published",,,,,,,,,,,,,"2018-08-24T08:42:16Z","2023-02-07T04:56:43Z","true",,"WOS",,,"publishedVersion",
"240382","20.500.11850/3","Anghileri, Daniela||Castelletti, Andrea||Burlando, Paolo",,,,,,"2018-06-22T07:05:19Z","2018-06-22T06:56:57Z||2018-06-22T07:05:19Z","2018-08","2018-05-18",,,,,"0733-9496||1943-5452","http://hdl.handle.net/20.500.11850/268626||http://hdl.handle.net/20.500.11850/221100","10.1061/(ASCE)WR.1943-5452.0000944","http://hdl.handle.net/20.500.11850/271486","en","American Society of Civil Engineers (ASCE)",,,,"Alpine hydropower in the decline of the nuclear era: exploring trade-offs between revenue and production in the Swiss Alps",,"Journal Article","Metadata only",,,"2017-12-14T13:48:48Z",,,,,"yes",,,,,,,,,,,,"85047264246",,"000434933200007","J. water resour. plan. manage.","8","Journal of Water Resources Planning and Management","144","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"04018037","New York, NY","published",,,,,,,,,,,,,"2018-06-22T07:05:24Z","2018-12-02T11:31:26Z","true","11 p.","SCOPUS||FORM",,,,
"242665","20.500.11850/3","Haupt, Melanie||Kägi, Thomas||Hellweg, Stefanie",,,,,,"2018-07-09T10:31:12Z","2018-07-09T10:15:40Z||2018-07-09T10:31:12Z","2018-08","2018-05-19","To allow for an up-to-date and geographically specific life cycle assessment, updated and regionally specific life cycle inventories are crucial. This data article present up-to-date life cycle inventories of several collection, sorting and recycling processes of municipal solid waste fractions for life cycle assessments of waste management systems. In total, 190 life cycle inventories for processes within municipal solid waste management were either newly developed or adapted from existing datasets. The data for 51 recycling processes has been collected to update existing processes or create new process models. Two modules for biogenic processes were taken from literature and 10 processes were modeled based on the existing ecoinvent processes with minor adjustments [1]. The substitution of 36 materials from recycling processes was modeled. In addition, the thermal treatment of 12 waste fractions was modeled within 84 life cycle inventories compromising the thermal waste treatment and the recovery and recycling of recovered fractions from fly and bottom ash. The assumptions and the modelling of the waste treatment processes are described. All life cycle inventory datasets which were newly created, updated or modified compared to the original dataset are described and provided as Excel table. The data are associated with the research article ""Modular Life Cycle Assessment of Municipal Solid Waste Management” [2].","application/pdf","10.3929/ethz-b-000274553",,"2352-3409","http://hdl.handle.net/20.500.11850/267220||http://hdl.handle.net/20.500.11850/274414","10.1016/j.dib.2018.05.067","http://hdl.handle.net/20.500.11850/274553","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Life cycle inventories of waste management processes",,"Journal Article","Open access",,,"2018-06-01T17:53:02Z",,,,,"yes",,,,,,,,,,,,"85049100862",,,,,"Data in Brief","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1457","1441","Amsterdam","published",,,,,"10.3929/ethz-b-000273916",,,,,,"10.3929/ethz-b-000267219",,"2018-07-09T10:31:18Z","2021-02-15T00:38:10Z","true",,"SCOPUS||BATCH",,,"publishedVersion",
"314723","20.500.11850/5","Ritscher, Amélie||Wang, Zhanyun||Scheringer, Martin||Boucher, Justin M.||Ahrens, Lutz||Berger, Urs||Bintein, Sylvain||Bopp, Stephanie K.||Borg, Daniel||Buser, Andreas M.||Cousins, Ian||DeWitt, Jamie||Fletcher, Tony||Green, Christopher||Herzke, Dorte||Higgins, Christopher||Huang, Jun||Hung, Hayley||Knepper, Thomas||Lau, Christopher S.",,,,,,"2019-10-18T16:43:13Z","2018-10-12T16:57:43Z||2018-10-17T09:28:33Z||2019-10-18T16:43:13Z","2018-08","2018-08-31","Per- and polyfluoroalkyl substances (PFASs) are man-made chemicals that contain at least one perfluoroalkyl moiety,–CnF2n–. To date,over 4,000 unique PFASs have been used in technical applications and consumer products, and some of them have been detected globally in humanand wildlife biomonitoring studies. Because of their extraordinary persistence, human and environmental exposure to PFASs will be a long-termsource of concern. Some PFASs such as perfluorooctanoic acid (PFOA) and perfluorooctanesulfonic acid (PFOS) have been investigated extensivelyand thus regulated, but for many other PFASs, knowledge about their current uses and hazards is still very limited or missing entirely. To addressthis problem and prepare an action plan for the assessment and management of PFASs in the coming years, a group of more than 50 internationalscientists and regulators held a two-day workshop in November, 2017. The group identified both the respective needs of and common goals sharedby the scientific and the policy communities, made recommendations for cooperative actions, and outlined how the science–policy interfaceregarding PFASs can be strengthened using new approaches for assessing and managing highly persistent chemicals such as PFASs.","application/pdf","10.3929/ethz-b-000295561",,"1552-9924||0091-6765",,"10.1289/EHP4158","http://hdl.handle.net/20.500.11850/295561","en","National Institute of Environmental Health Sciences","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Zürich Statement on Future Actions on Per - and Polyfluoroalkyl Substances (PFASs)",,"Other Journal Item","Open access",,,"2018-10-12T16:58:35Z",,,,,"yes",,,,,,,,,,,,"85055423819",,"000444417500009","Environ Health Perspect","8","Environmental Health Perspectives","126","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02020 - Dep. Chemie und Angewandte Biowiss. / Dep. of Chemistry and Applied Biosc.::02516 - Inst. f. Chemie- und Bioingenieurwiss. / Inst. Chemical and Bioengineering::03402 - Hungerbühler, Konrad (emeritus) / Hungerbühler, Konrad (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03402||03850||03732","03850||03732",,,"084502","Research Triangle Park, NC","published",,,,,,,,,,,,,"2018-10-17T09:28:42Z","2021-02-15T06:20:10Z","true","5 p.","WOS",,,"publishedVersion",
"250610","20.500.11850/3","Frischknecht, Rolf||Bauer, Christian||Bucher, Christof||Ellingsen, Linda A.-W.||Gutzwiller, Lukas||Heimbach, Britta||Itten, René||Liao, Xun||Panos, Evangelos||Pfister, Stephan||Schmidt, Tobias||Stahel, Valentin||Stolz, Philippe||Toggweiler, Peter||Treyer, Karin||Villeneuve, Jacques||Wade, Andreas||Weil, Marcel",,,,,,"2018-08-29T11:32:15Z","2018-06-28T05:29:49Z||2018-07-03T16:14:55Z||2018-07-04T09:37:00Z||2018-08-29T11:32:15Z","2018-08","2018-06-21",,,,,"0948-3349||1614-7502",,"10.1007/s11367-018-1496-y","http://hdl.handle.net/20.500.11850/272796","en","Springer",,,,"LCA of key technologies for future electricity supply—68th LCA forum, Swiss Federal Institute of Technology, Zurich, 16 April, 2018",,"Journal Article","Metadata only",,,"2018-06-28T05:29:53Z",,,,,"yes",,,,,,,,,,,,"85048784655",,"000438689900017","Int J Life Cycle Assess","8","The International Journal of Life Cycle Assessment","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::09550 - Schmidt, Tobias / Schmidt, Tobias||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::09550 - Schmidt, Tobias / Schmidt, Tobias||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","09550||03732","09550||03732",,"1721","1716","Berlin","published",,,,,,,,,,,,,"2018-08-29T11:32:18Z","2022-03-28T21:09:02Z","true",,"SCOPUS",,,,
"360701","20.500.11850/3","Stoessel, Franziska||Sonderegger, Thomas||Bayer, Peter||Hellweg, Stefanie",,,,,,"2020-08-21T05:06:33Z","2018-04-23T07:09:11Z||2020-08-20T14:40:52Z||2020-08-21T05:06:33Z","2018-07-15","2018-03-07",,"application/pdf","10.3929/ethz-b-000259632",,"0048-9697||1879-1026","http://hdl.handle.net/20.500.11850/247519||http://hdl.handle.net/20.500.11850/251738","10.1016/j.scitotenv.2018.02.222","http://hdl.handle.net/20.500.11850/259632","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Soil compaction||Soil degradation||Yield loss||Agricultural production||Life Cycle Impact Assessment","Assessing the environmental impacts of soil compaction in Life Cycle Assessment",,"Journal Article","Open access",,,"2018-03-08T09:47:51Z",,,,,"yes",,,,,,,,,,,,"85042687475",,"000432467700090","Sci. Total Environ.",,"Science of The Total Environment","630","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"921","913","Amsterdam","published",,,,,,,,,,"10.3929/ethz-b-000253177",,,"2018-04-23T07:09:23Z","2022-03-29T02:57:14Z","true","24 p. accepted version","SCOPUS||BATCH",,,"acceptedVersion",
