id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.identifier.arxiv,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"103095","20.500.11850/3","Abegglen, M.||Durdina, L.||Brem, B.||Wang, J.||Rindlisbacher, T.||Corbin, J.||Lohmann, U.||Sierau, B.",,,"2017-06-11T18:42:33Z","2017-06-11T18:42:33Z","2015-10",,,,,,"0021-8502||1879-1964",,"10.1016/j.jaerosci.2015.06.003","http://hdl.handle.net/20.500.11850/103128","en","Elsevier",,,"Aviation||Effective density||Centrifugal Particle Mass Analyzer (CPMA)||Aircraft exhaust||Soot||Fractal dimension","Effective density and mass-mobility exponents of particulate matter in aircraft turbine exhaust: dependence on engine thrust and particle size","Journal Article","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161324",,"yes",,,,,,"imp59365360c3db680673","000034158",,,,"J. Aerosol Sci.",,"Journal of Aerosol Science","88","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03690||03887","03690||03887","Received 11 November 2014, Revised 2 June 2015, Accepted 9 June 2015, Published online 18 June 2015.","147","135","Amsterdam","published",,,,,,,,"2017-07-15T06:16:59Z","2020-02-14T15:32:55Z","true",,"ECIT",,,
"103573","20.500.11850/3","Cominola, A.||Giuliani, M.||Piga, D.||Castelletti, A.||Rizzoli, A.E.",,,"2017-06-11T19:03:34Z","2017-06-11T19:03:34Z","2015-10",,,,,,"1364-8152||1873-6726",,"10.1016/j.envsoft.2015.07.012","http://hdl.handle.net/20.500.11850/103606","en","Elsevier",,,"Residential water management||Smart meter||Water conservation||Water demand modeling","Benefits and challenges of using smart meters for advancing residential water demand modeling and management: A review","Journal Article","Metadata only",,,"2017-06-11T19:04:10Z",,"pub:161868",,"yes",,,,,,"imp5936536b942a038953","001946281","84939237348",,,"Environ. Model. Softw.",,"Environmental Modelling & Software","72","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Received 2 April 2015, Revised 21 July 2015, Accepted 21 July 2015, Published online 2 August 2015.","214","198","Kidlington","published",,,,,,,,"2017-07-18T11:46:43Z","2022-03-28T14:03:23Z","true",,"ECIT",,,
"321663","20.500.11850/3","Fumasoli, Alexandra||Morgenroth, Eberhard||Udert, Kai M.",,,"2019-11-28T16:40:40Z","2017-06-11T19:19:33Z||2019-11-28T16:40:40Z","2015-10","2015-06-23","In wastewater treatment, the rate of ammonia oxidation decreases with pH and stops very often slightly below a pH of 6. Free ammonia (NH3) limitation, inhibition by nitrous acid (HNO2), limitation by inorganic carbon or direct effect of high proton concentrations have been proposed to cause the rate decrease with pH as well as the cessation of ammonia oxidation. In this study, we compare an exponential pH term common for food microbiology with conventionally applied rate laws based on Monod-type kinetics for NH3 limitation and non-competitive HNO2 inhibition as well as sigmoidal pH functions to model the low pH limit of ammonia oxidizing bacteria (AOB). For this purpose we conducted well controlled batch experiments which were then simulated with a computer model. The results showed that kinetics based on NH3 limitation and HNO2 inhibition can explain the rate decrease of ammonia oxidation between pH 7 and 6, but fail in predicting the pH limit of Nitrosomonas eutropha at pH 5.4 and rates close to that limit. This is where the exponential pH term becomes important: this term decreases the rate of ammonia oxidation to zero, as the pH limit approaches. Previously proposed sigmoidal pH functions that affect large pH regions, however, led to an overestimation of the pH effect and could therefore not be applied successfully. We show that the proposed exponential pH term can be explained quantitatively with thermodynamic principles: at low pH values, the energy available from the proton motive force is too small for the NADH production in Nitrosomonas eutropha and related AOB causing an energy limited state of the bacterial cell. Hence, energy limitation and not inhibition or limitation of enzymes is responsible for the cessation of the AOB activity at low pH values.","application/pdf","10.3929/ethz-b-000104175",,"0043-1354||1879-2448",,"10.1016/j.watres.2015.06.013","http://hdl.handle.net/20.500.11850/104175","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Bioenergetics||Intracellular pH||Chemical speciation||Buffer intensity||Nitrifiers","Modeling the low pH limit of Nitrosomonas eutropha in high-strength nitrogen wastewaters","Journal Article","Open access",,,"2017-06-11T19:20:32Z",,"pub:163008",,"yes",,,,,,"imp593653781d12a95148","000037404","84949130705",,"000360418000017","Water Res.",,"Water Research","83","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"170","161","Amsterdam","published",,,,,,,,"2017-07-25T10:51:15Z","2022-03-29T00:22:40Z","true",,"ECIT",,,"publishedVersion"
"291367","20.500.11850/3","Tokarczyk, Piotr||Leitão, João P.||Rieckermann, Jörg||Blumensaat, Frank",,,"2019-04-25T11:23:35Z","2019-04-25T11:23:35Z","2015-10","2015-10-21","Modelling rainfall–runoff in urban areas is increasingly applied to support flood risk assessment, particularly against the background of a changing climate and an increasing urbanization. These models typically rely on high-quality data for rainfall and surface characteristics of the catchment area as model input.  While recent research in urban drainage has been focusing on providing spatially detailed rainfall data, the technological advances in remote sensing that ease the acquisition of detailed land-use information are less prominently discussed within the community. The relevance of such methods increases as in many parts of the globe, accurate land-use information is generally lacking, because detailed image data are often unavailable. Modern unmanned aerial vehicles (UAVs) allow one to acquire high-resolution images on a local level at comparably lower cost, performing on-demand repetitive measurements and obtaining a degree of detail tailored for the purpose of the study.  In this study, we investigate for the first time the possibility of deriving high-resolution imperviousness maps for urban areas from UAV imagery and of using this information as input for urban drainage models. To do so, an automatic processing pipeline with a modern classification method is proposed and evaluated in a state-of-the-art urban drainage modelling exercise. In a real-life case study (Lucerne, Switzerland), we compare imperviousness maps generated using a fixed-wing consumer micro-UAV and standard large-format aerial images acquired by the Swiss national mapping agency (swisstopo). After assessing their overall accuracy, we perform an end-to-end comparison, in which they are used as an input for an urban drainage model. Then, we evaluate the influence which different image data sources and their processing methods have on hydrological and hydraulic model performance. We analyse the surface runoff of the 307 individual subcatchments regarding relevant attributes, such as peak runoff and runoff volume. Finally, we evaluate the model's channel flow prediction performance through a cross-comparison with reference flow measured at the catchment outlet.  We show that imperviousness maps generated from UAV images processed with modern classification methods achieve an accuracy comparable to standard, off-the-shelf aerial imagery. In the examined case study, we find that the different imperviousness maps only have a limited influence on predicted surface runoff and pipe flows, when traditional workflows are used. We expect that they will have a substantial influence when more detailed modelling approaches are employed to characterize land use and to predict surface runoff. We conclude that UAV imagery represents a valuable alternative data source for urban drainage model applications due to the possibility of flexibly acquiring up-to-date aerial images at a quality compared with off-the-shelf image products and a competitive price at the same time. We believe that in the future, urban drainage models representing a higher degree of spatial detail will fully benefit from the strengths of UAV imagery.","application/pdf","10.3929/ethz-b-000339516",,"1027-5606||1607-7938","http://hdl.handle.net/20.500.11850/339516||http://hdl.handle.net/20.500.11850/106353","10.5194/hess-19-4215-2015","http://hdl.handle.net/20.500.11850/339521","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"High-quality observation of surface imperviousness for urban runoff modelling using UAV imagery","Journal Article","Open access",,,"2017-06-11T20:47:07Z",,"pub:166462",,"yes",,,,,,"imp593653a57f63f42464",,"84945959448",,,"Hydrol. Earth Syst. Sci.","10","Hydrology and Earth System Sciences","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02647 - Inst. f. Geodäsie und Photogrammetrie / Institute of Geodesy and Photogrammetry::03886 - Schindler, Konrad / Schindler, Konrad||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02647 - Inst. f. Geodäsie und Photogrammetrie / Institute of Geodesy and Photogrammetry::03886 - Schindler, Konrad / Schindler, Konrad||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03886||03989","03886||03989",,"4228","4215","Göttingen","published",,,,,,,,"2019-04-25T11:23:49Z","2023-02-06T17:03:35Z","true","14 p.","FORM||ECIT",,,"publishedVersion"
"104382","20.500.11850/3","Thalmann, Basilius||Voegelin, Andreas||von Gunten, Urs||Behra, Renata||Morgenroth, Eberhard||Kaegi, Ralf",,,"2017-06-11T19:25:50Z","2017-06-11T19:25:50Z","2015-09-15",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b02194","http://hdl.handle.net/20.500.11850/104415","en","American Chemical Society",,,,"Effect of Ozone Treatment on Nano-Sized Silver Sulfide in Wastewater Effluent","Journal Article","Metadata only",,,"2017-06-11T19:26:23Z",,"pub:163395",,"yes",,,,,,"imp5936537d5666622963","000033453","84941712024",,"000361415800019","Environ. Sci. Technol.","18","Environmental Science & Technology","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Published online 13 August 2015.","10919","10911","Washington, DC","published",,,,,,,,"2017-07-15T02:55:20Z","2023-02-06T13:01:37Z","true",,"ECIT",,,
"107939","20.500.11850/3","Tokarczyk, Piotr||Leitao, Joao P.||Rieckermann, Jörg||Schindler, Konrad||Blumensaat, Frank",,,"2017-06-11T21:41:33Z","2017-06-11T21:41:33Z","2015-09",,,,,,"1660-4458||0252-9424",,,"http://hdl.handle.net/20.500.11850/107972","de","SIGImedia",,,,"Nutzung von Drohnen und Luftbildern in der Siedlungswasserwirtschaft","Journal Article","Metadata only",,,"2017-06-11T21:42:07Z",,"pub:168741",,"yes",,,,,,"imp593653c5d11d875014","004522081",,,,,"9","Geomatik Schweiz","2015","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02647 - Inst. f. Geodäsie und Photogrammetrie / Institute of Geodesy and Photogrammetry::03886 - Schindler, Konrad / Schindler, Konrad||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02647 - Inst. f. Geodäsie und Photogrammetrie / Institute of Geodesy and Photogrammetry::03886 - Schindler, Konrad / Schindler, Konrad||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03886||03989","03886||03989",,"350","346","Scherz","published",,,,,,,,"2017-07-14T13:06:02Z","2018-11-02T20:51:39Z","true",,"ECIT",,,
"105711","20.500.11850/3","Anagnostopoulos, Grigorios G.||Fatichi, Simone||Burlando, Paolo",,,"2017-06-11T20:18:24Z","2017-06-11T20:18:24Z","2015-09",,,,,,"0043-1397||1944-7973",,"10.1002/2015WR016909","http://hdl.handle.net/20.500.11850/105744","en","Wiley",,,,"An advanced process-based distributed model for the investigation of rainfall-induced landslides: The effect of process representation and boundary conditions","Journal Article","Metadata only",,,"2017-06-11T20:19:27Z",,"pub:165537",,"yes",,,,,,"imp593653990180011562","000004612","84944441179",,"000363391300033","Water Resour. Res.","9","Water Resources Research","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 13 September 2015.","7523","7501","Malden, MA","published",,,,,,,,"2017-07-15T10:46:16Z","2021-02-14T13:26:03Z","true",,"ECIT",,,
"104276","20.500.11850/3","Paschalis, Athanasios||Fatichi, Simone||Katul, Gabriel G.||Ivanov, Valeriy Y.",,,"2017-06-11T19:23:09Z","2017-06-11T19:23:09Z","2015-09",,,,,,"0148-0227||2169-8953||2169-8961",,"10.1002/2015JG003002","http://hdl.handle.net/20.500.11850/104309","en","American Geophysical Union",,,"Cross-scale interactions||Ecohydrological modeling||Ecosystem response||Interannual variability||Short-scale temporal climate variability||Spectral analysis","Cross-scale impact of climate temporal variability on ecosystem water and carbon fluxes","Journal Article","Metadata only",,,"2017-06-11T19:23:44Z",,"pub:163148",,"yes",,,,,,"imp5936537b0d29828460","005098623","84945468356",,"000363332900002","J. geophys. res. Biogeosciences","9","Journal of Geophysical Research: Biogeosciences","120","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online by: Wiley.","1740","1716","Washington, DC","published",,,,,,,,"2017-07-12T21:28:14Z","2022-03-28T14:06:18Z","true",,"ECIT",,,
"413805","20.500.11850/9","Pfister, Stephan||Steubing, Bernhard",,,"2021-08-05T12:35:09Z","2021-08-05T12:22:23Z||2021-08-05T12:35:09Z","2015-09-01",,,"application/pdf","10.3929/ethz-b-000499722",,,,,"http://hdl.handle.net/20.500.11850/499722","en","ETH Zurich, Chair of Ecological Systems Design","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"How model choices can determine best practice for LCM in the food sector","Conference Poster","Open access",,,"2021-08-05T12:22:29Z",,,,"yes","7th International Conference on Life Cycle Management (LCM 2015)","August 30 – September 2, 2015","Bordeaux, France",,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,,"Zurich","published",,,,,,,,"2021-08-05T12:35:15Z","2022-03-29T10:57:25Z","true","1 p.","FORM",,,"acceptedVersion"
"321665","20.500.11850/3","Laureni, Michele||Weissbrodt, David G.||Szivák, Ilona||Robin, Orlane||Nielsen, Jeppe L.||Morgenroth, E.||Joss, Adriano",,,"2019-11-28T17:03:31Z","2017-06-11T17:53:52Z||2019-11-28T17:03:31Z","2015-09","2015-05-01","Direct treatment of municipal wastewater (MWW) based on anaerobic ammonium oxidizing (anammox) bacteria holds promise to turn the energy balance of wastewater treatment neutral or even positive. Currently, anammox processes are successfully implemented at full scale for the treatment of high-strength wastewaters, whereas the possibility of their mainstream application still needs to be confirmed. In this study, the growth of anammox organisms on aerobically pre-treated municipal wastewater (MWWpre-treated), amended with nitrite, was proven in three parallel reactors. The reactors were operated at total N concentrations in the range 5–20 mgN∙L−1, as expected for MWW. Anammox activities up to 465 mgN∙L−1∙d−1 were reached at 29 °C, with minimum doubling times of 18 d. Lowering the temperature to 12.5 °C resulted in a marked decrease in activity to 46 mgN∙L−1∙d−1 (79 days doubling time), still in a reasonable range for autotrophic nitrogen removal from MWW. During the experiment, the biomass evolved from a suspended growth inoculum to a hybrid system with suspended flocs and wall-attached biofilm. At the same time, MWWpre-treated had a direct impact on process performance. Changing the influent from synthetic medium to MWWpre-treated resulted in a two-month delay in net anammox growth and a two to three-fold increase in the estimated doubling times of the anammox organisms. Interestingly, anammox remained the primary nitrogen consumption route, and high-throughput 16S rRNA gene-targeted amplicon sequencing analyses revealed that the shift in performance was not associated with a shift in dominant anammox bacteria (“Candidatus Brocadia fulgida”). Furthermore, only limited heterotrophic denitrification was observed in the presence of easily biodegradable organics (acetate, glucose). The observed delays in net anammox growth were thus ascribed to the acclimatization of the initial anammox population or/and the development of a side population beneficial for them. Additionally, by combining microautoradiography and fluorescence in situ hybridization it was confirmed that the anammox organisms involved in the process did not directly incorporate or store the amended acetate and glucose. In conclusion, these investigations strongly support the feasibility of MWW treatment via anammox.","application/pdf","10.3929/ethz-b-000101700",,"0043-1354||1879-2448",,"10.1016/j.watres.2015.04.026","http://hdl.handle.net/20.500.11850/101700","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Mainstream anammox||Municipal wastewater||Candidatus Brocadia fulgida||MAR-FISH||16S rRNA gene-targeted amplicon sequencing||Denitrification","Activity and growth of anammox biomass on aerobically pre-treated municipal wastewater","Journal Article","Open access",,,"2017-06-11T17:54:46Z",,"pub:159657",,"yes",,,,,,"imp5936533f3537d61556","000037404","84930227023",,"000356979400032","Water Res.",,"Water Research","80","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"336","325","Amsterdam","published",,,,,,,,"2017-07-13T17:07:45Z","2022-03-29T00:22:41Z","true",,"ECIT",,,"publishedVersion"
"107825","20.500.11850/3","Ding, An||Pronk, Wouter||Qu, Fangshu||Ma, Jun||Li, Guibai||Li, Kai||Liang, Heng",,,"2017-06-11T21:38:42Z","2017-06-11T21:38:42Z","2015-09",,,,,,"0376-7388",,"10.1016/j.memsci.2015.04.001","http://hdl.handle.net/20.500.11850/107858","en","Elsevier",,,"Expanded granular sludge bed||Granular sludge||Membrane fouling||Calcium ion addition||Soluble microbial products (SMP)","Effect of calcium addition on sludge properties and membrane fouling potential of the membrane-coupled expanded granular sludge bed process","Journal Article","Metadata only",,,"2017-06-11T21:39:25Z",,"pub:168610",,"yes",,,,,,"imp593653c3a5d4e59117","001566273",,,,"J. Membr. Sci.",,"Journal of Membrane Science","489","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"63","55","Amsterdam","published",,,,,,,,"2017-07-26T22:04:13Z","2023-02-06T13:08:00Z","true",,"ECIT",,,
"107989","20.500.11850/3","Zöllig, Hanspeter||Remmele, Annette||Fritzsche, Cristina||Morgenroth, Eberhard||Udert, Kai M.",,,"2017-06-11T21:42:04Z","2017-06-11T21:42:04Z","2015-09",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.5b01675","http://hdl.handle.net/20.500.11850/108022","en","American Chemical Society",,,,"Formation of Chlorination Byproducts and Their Emission Pathways in Chlorine Mediated Electro-Oxidation of Urine on Active and Nonactive Type Anodes","Journal Article","Metadata only",,,"2017-06-11T21:42:07Z",,"pub:168797",,"yes",,,,,,"imp593653c6e94dd93827","000033453",,,,"Environ. Sci. Technol.","18","Environmental Science & Technology","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Published online 27 July 2015.","11069","11062","Washington, DC","published",,,,,,,,"2017-07-15T17:18:44Z","2023-02-06T13:08:16Z","true",,"ECIT",,,
