id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.researcher,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.continues,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"316514","20.500.11850/3","Kaegi, Ralf||Wielinski, Jonas||Gogos, Alexander||Voegelin, Andreas||Müller, Christoph||Morgenroth, Eberhard||Kaegi, Ralf",,,,,,"2019-10-31T10:16:32Z","2019-10-30T18:15:34Z||2019-10-31T10:16:32Z",,"2019-10-15",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.9b01983","http://hdl.handle.net/20.500.11850/374030","en","American Chemical Society",,,,"Transformation of Nanoscale and Ionic Cu and Zn during the Incineration of Digested Sewage Sludge (Biosolids)",,"Journal Article","Metadata only",,,,"2019-10-30T18:15:41Z",,,,,"yes",,,,,,,,,,,,,,"85072640378",,"000491219800010","Environ. Sci. Technol.","20","Environmental Science & Technology","53","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02130 - Dep. Maschinenbau und Verfahrenstechnik / Dep. of Mechanical and Process Eng.::02668 - Inst. f. Energie- und Verfahrenstechnik / Inst. Energy and Process Engineering::03865 - Müller, Christoph R. / Müller, Christoph R.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02130 - Dep. Maschinenbau und Verfahrenstechnik / Dep. of Mechanical and Process Eng.::02668 - Inst. f. Energie- und Verfahrenstechnik / Inst. Energy and Process Engineering::03865 - Müller, Christoph R. / Müller, Christoph R.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03865||03832","03865||03832",,"11713","11704","Washington, DC","published",,,,,,,,,,"10.3929/ethz-b-000473625",,,,,,"2019-10-31T10:16:44Z","2023-02-06T17:47:29Z","true",,"WOS",,,,
"298162","20.500.11850/3","Kuller, Martijn||Bach, Peter Marcus||Roberts, Simon||Browne, Dale||Deletic, Ana",,,,,,"2019-06-21T08:10:56Z","2019-06-21T05:28:37Z||2019-06-21T08:10:56Z",,"2019-10-10",,,,,,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2019.06.051","http://hdl.handle.net/20.500.11850/348930","en","Elsevier",,,"Water Sensitive Urban Design (WSUD)||Urban planning||Location choice||GIS-MCDA||Ecosystem services||Sustainable urban water management","A planning-support tool for spatial suitability assessment of green urban stormwater infrastructure",,"Journal Article","Metadata only",,,,"2019-06-21T05:28:47Z",,,,,"yes",,,,,,,,,,,,,,"85067038689",,"000479029700077","Sci. Total Environ.",,"Science of The Total Environment","686","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"868","856","Amsterdam","published",,,,,,,,,,,,,,,,"2019-06-21T08:11:05Z","2022-03-28T23:07:53Z","true",,"SCOPUS",,,,
"398545","20.500.11850/41","Adrianto, Lugas Raka",,,,,,"2021-04-21T05:02:06Z","2021-04-21T04:49:20Z||2021-04-21T05:02:06Z",,"2019-10-09",,"Tailings as the residues of mining operation have been continuously being produced at huge amount in the EU mining industries. These residues, when poorly managed, would become a detrimental environmental hazard in addition to its acid mine drainage effects. Nevertheless, given the contents of these tailings such as valuable metals and its minerals for construction applications, it is critical to transform this waste problem into a resource-recovery opportunity through sustainable processes in the future. Directly utilizing these tailings as inputs to produce different outputs, however, is not sufficient to justify that a process is environmentally friendly; the processes developed must be evidently better from a life cycle perspective than business as usual. This project aims to provide a life cycle based environmental assessment of the sulfidic tailings reprocessing and remediation in selected EU mine sites. Within the European Training Network ‘SULTAN’ H2020, this work should assist to find novel technologies for resource recovery and wastes valorization from mining industries. Performing life cycle assessment (LCA) at early process design would allow hotspots identification for environmental performance improvements before industrial scale is installed. Furthermore, an environmental assessment of the conventional tailings disposal method is also conducted to have the basis of comparison with the new processes. By analyzing the environmental assessments of tailings through multiple processing routes, the results will further provide holistic views of mine wastes resource-recovery solutions. Thus, this dissertation will contribute to a more comprehensive mine tailings life cycle inventory model, both at different processes scales and conventional tailings facility for enhancing its overall ecological performance.","application/pdf","10.3929/ethz-b-000479633",,,,,"http://hdl.handle.net/20.500.11850/479633","en","ETH Zurich, Institute of Environmental Engineering","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Let’s be clear(-er) about mining wastes: Junks vs. valuables",,"Presentation","Open access",,,,"2021-04-21T04:49:30Z",,,,,"yes","3rd D-BAUG Meet and Share Your Research","October 24, 2019","Zurich, Switzerland",,,,"European Training Network for the remediation and reprocessing of sulfidic mining waste sites","812580","10.13039/501100000780","EC","H2020",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering",,"02608",,,,,"Zurich","published",,,,,,,,,,,,,,,,"2021-04-21T05:02:21Z","2022-03-29T06:40:44Z","true","12 p.","FORM",,,,
"316540","20.500.11850/3","Lovecchio, Salvatore||Climent, Eric||Stocker, Roman||Durham, William M.",,,,,,"2019-10-31T11:24:52Z","2019-10-31T03:23:04Z||2019-10-31T11:24:52Z",,"2019-10-02","2019-10-16","Many species of motile phytoplankton can actively form long multicellular chains by remaining attached to one another after cell division. While chains swim more rapidly than single cells of the same species, chain formation also markedly reduces phytoplankton’s ability to maintain their bearing. This suggests that turbulence, which acts to randomize swimming direction, could sharply attenuate a chain’s ability to migrate between well-lit surface waters during the day and deeper nutrient-rich waters at night. Here, we use numerical models to investigate how chain formation affects the migration of phytoplankton through a turbulent water column. Unexpectedly, we find that the elongated shape of chains helps them travel through weak to moderate turbulence much more effectively than single cells, and isolate the physical processes that confer chains this ability. Our findings provide a new mechanistic understanding of how turbulence can select for phytoplankton with elongated morphologies and may help explain why turbulence triggers chain formation.","application/pdf","10.3929/ethz-b-000374052",,"2375-2548",,"10.1126/sciadv.aaw7879","http://hdl.handle.net/20.500.11850/374052","en","AAAS","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Chain formation can enhance the vertical migration of phytoplankton through turbulence",,"Journal Article","Open access",,,,"2019-10-31T03:23:08Z",,,,,"yes",,,,,,,,,,,,,,"85074275363",,"000491132700067","Sci Adv","10","Science Advances","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,,"eaaw7879","Washington, DC","published",,,,,,,,,,,,,,,,"2019-10-31T11:25:12Z","2021-02-15T06:29:49Z","true","10 p.","WOS",,,"publishedVersion",
"337841","20.500.11850/10","Leinss, Silvan||Willimann, Cyril||Hajnsek, Irena",,,,,,"2020-02-26T13:57:45Z","2020-01-24T10:18:36Z||2020-01-28T10:13:17Z||2020-02-26T13:57:45Z",,"2019-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/393714","en",,,,,"Glacier Detachment Analysis in the West Kunlun Shan Mountains",,"Other Conference Item","Metadata only",,,,"2020-01-24T10:18:44Z",,,,,"yes","TerraSAR-X / TanDEM-X Science Team Meeting (2019)","October 17-20, 2019","Weßling, Germany",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849","Conference lecture held on October 24, 2019",,,,"published",,,,,,,"handle/20.500.11850/394164",,,,,,,,,"2020-02-26T13:58:00Z","2021-02-15T08:18:13Z","true",,"FORM",,,,
"337858","20.500.11850/10","Parrella, Giuseppe||Hajnsek, Irena",,,,,,"2020-02-26T14:49:47Z","2020-01-24T10:02:36Z||2020-01-28T10:27:05Z||2020-02-26T14:49:47Z",,"2019-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/393707","en",,,,,"TanDEM-X Dual-Polarization Time Series for the Estimation of Snow Accumulation on an Alpine Glacier",,"Other Conference Item","Metadata only",,,,"2020-01-24T10:02:45Z",,,,,"yes","TerraSAR-X / TanDEM-X Science Team Meeting (2019)","October 17-20, 2019","Weßling, Germany",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849","Conference lecture held on October 24, 2019",,,,"published",,,,,,,,,,,,,,,,"2020-02-26T14:49:57Z","2021-02-15T08:18:17Z","true",,"FORM",,,,
"360702","20.500.11850/3","Cimprich, Alexander||Bach, Vanessa||Helbig, Christoph||Thorenz, Andrea||Schrijvers, Dieuwertje||Sonnemann, Guido||Young, Steven B.||Sonderegger, Thomas||Berger, Markus",,,,,,"2020-08-21T05:13:56Z","2019-09-17T08:31:31Z||2019-09-17T09:36:29Z||2019-10-07T13:40:49Z||2020-08-20T14:44:58Z||2020-08-21T05:13:56Z",,"2019-10","2019-04-15",,"application/pdf","10.3929/ethz-b-000364371",,"1088-1980||1530-9290",,"10.1111/jiec.12865","http://hdl.handle.net/20.500.11850/364371","en","Wiley","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Critical raw materials||Industrial ecology||Life cycle assessment||Life cycle sustainability assessment||Raw material criticality assessment||Supply risk","Raw material criticality assessment as a complement to environmental life cycle assessment: Examining methods for product‐level supply risk assessment",,"Journal Article","Open access",,,,"2019-09-17T08:31:40Z",,,,,"yes",,,,,,,,,,,,,,"85064503501",,"000488924100018","J. ind. ecol.","5","Journal of Industrial Ecology","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1236","1226","Oxford","published",,,,,,,,,,,,,,,,"2019-10-07T13:41:02Z","2020-08-21T05:14:09Z","true","32 p. accepted version","FORM",,,"acceptedVersion",
"318007","20.500.11850/3","Lambert, Bennett S.||Fernandez, Vicente I.||Stocker, Roman",,,,,,"2019-11-08T10:34:27Z","2019-11-08T03:32:18Z||2019-11-08T10:34:27Z",,"2019-10","2019-07-26","Numerical abundance is often considered of primary importance when identifying microbial taxa that drive biogeochemical processes. However, there are a growing number of examples where numerically less abundant microbes carry out critical ecosystem processes. Here, we discuss a paradigmatic example and the mechanism that underpins it: how motility, by dramatically increasing encounter rate, allows otherwise rare microbes to be numerically dominant on particles that are responsible for vertical carbon export throughout the ocean.","application/pdf","10.3929/ethz-b-000376088",,"2378-2242",,"10.1002/lol2.10113","http://hdl.handle.net/20.500.11850/376088","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Motility drives bacterial encounter with particles responsible for carbon export throughout the ocean",,"Journal Article","Open access",,,,"2019-11-08T03:32:22Z",,,,,"yes",,,,,,,,,,,,,,,,"000488243300001",,"5","Limnology and Oceanography Letters","4","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,"118","113","Hoboken, NJ","published",,,,,,,,,,,,,,,,"2020-02-15T22:25:42Z","2021-02-15T06:38:10Z","true",,"WOS",,,"publishedVersion",
"312595","20.500.11850/3","Cucurachi, Stefano||Schiess, Samuel||Froemelt, Andreas||Hellweg, Stefanie",,,,,,"2019-10-07T12:35:25Z","2018-12-12T08:37:20Z||2018-12-17T14:54:35Z||2019-04-30T15:41:28Z||2019-10-07T12:35:25Z",,"2019-10","2019-01-24","A large part of the world population is exposed to noise levels that are unhealthy. Yet noise is often neglected when impact assessment studies are conducted and when policy interventions are designed. In this study, we provide a way to calculate the noise footprint of citizens directly determined by their use of private and public transport on land. The study combines the results of the large transport simulation model MATSim applied to Switzerland, with a noise characterization model, N‐LCA, developed in the context of life cycle assessment. MATSim results allow tracking the use of private and public transportation by agents in the model. The results after characterization provide a consumption‐based noise footprint, thus the total noise and impacts that are caused by the private mobility demand of the citizens of Switzerland. Our results confirm that road transportation is the largest contributor to the total noise footprint of land‐based mobility. We also included a scenario with a full transition to an electrified car fleet, which showed the potential for the reduction of impacts, particularly in urban areas, by about 55% as compared to the modeled regime with combustion engines.","application/pdf","10.3929/ethz-b-000310225",,"1088-1980||1530-9290",,"10.1111/jiec.12837","http://hdl.handle.net/20.500.11850/310225","en","Wiley","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/","agent‐based modeling||industrial ecology||life cycle assessment||noise||private mobility demand||transportation","Noise-footprint from Personal Land-Based Mobility",,"Journal Article","Open access",,,,"2018-12-12T08:37:30Z",,,,,"yes",,,,,,,,,,,,,,"85060649960",,"000488924100003","J. ind. ecol.","5","Journal of Industrial Ecology","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1038","1028","Oxford","published",,,,,,,,,,,,,,,,"2019-10-07T12:35:44Z","2020-02-15T21:54:40Z","true",,"FORM",,,"publishedVersion",
"313906","20.500.11850/3","Wheeler, Jeanette D.||Secchi, Eleonora||Rusconi, Roberto||Stocker, Roman",,,,,,"2019-10-15T09:00:11Z","2019-10-15T02:41:27Z||2019-10-15T09:00:11Z",,"2019-10","2019-08-14",,,,,,,"10.1146/annurev-cellbio-100818-125119","http://hdl.handle.net/20.500.11850/370489","en","Annual Reviews",,,"microscale||microorganisms||transport||surface colonization||chemotaxis||larval settlement","Not Just Going with the Flow: The Effects of Fluid Flow on Bacteria and Plankton",,"Journal Article","Metadata only",,,,"2019-10-15T02:41:35Z",,,,,"yes",,,,,,,,,,,,,,"85072993797",,"000490122300009",,,"Annual Review of Cell and Developmental Biology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,"237","213","Palo Alto, CA","published",,,,,,,,,,,,,,,,"2019-10-15T09:00:22Z","2020-02-15T22:03:16Z","true",,"SCOPUS",,,,
"300856","20.500.11850/4","Zou, Hongyan||Cui, Wanqi||Wang, Zhong-Liang||Wang, Zhanyun",,,,,,"2019-07-10T14:33:15Z","2019-07-06T02:59:40Z||2019-07-10T14:33:15Z",,"2019-10-01","2019-06-08",,,,,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2019.06.069","http://hdl.handle.net/20.500.11850/351678","en","Elsevier",,,"Natural archives||Core samples||Post-depositional downward movement||Organic pollutants","The hitchhiker's guide to core samples: Key issues and lessons learned",,"Review Article","Metadata only",,,,"2019-07-06T03:00:05Z",,,,,"yes",,,,,,,,,,,,,,"85067602041",,"000477951900082","Sci. Total Environ.",,"Science of The Total Environment","685","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"885","867","Amsterdam","published",,,,,,,,,,,,,,,,"2019-07-10T14:33:25Z","2022-03-28T23:14:44Z","true",,"SCOPUS",,,,
"297287","20.500.11850/3","Walker, Christie||Gibney, Eileen R.||Mathers, John C.||Hellweg, Stefanie",,,,,,"2019-06-17T10:12:33Z","2019-06-17T04:40:23Z||2019-06-17T10:12:33Z",,"2019-10-01","2019-05-28",,,,,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2019.05.404","http://hdl.handle.net/20.500.11850/347672","en","Elsevier",,,"Disability adjusted life years||Environmental impact||Disease risk||Healthful diets","Comparing environmental and personal health impacts of individual food choices",,"Journal Article","Metadata only",,,,"2019-06-17T04:40:31Z",,,,,"yes",,,,,,,,,,,,,,"85066950142",,"000477951900058","Sci. Total Environ.",,"Science of The Total Environment","685","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"620","609","Amsterdam","published",,,,,,,,,,,,,,,,"2019-06-17T10:12:49Z","2022-03-28T23:05:54Z","true",,"SCOPUS",,,,
"374260","20.500.11850/16","Floriancic, Marius G.",,,,,"Molnar, Peter||Kirchner, James W.||van Meerveld, Ilja||Schirmer, Mario","2020-11-02T10:04:31Z","2019-10-21T12:07:08Z||2019-10-21T13:23:20Z||2020-11-02T10:04:31Z",,"2019-10","2019-10-21",,"application/pdf","10.3929/ethz-b-000371948",,,,,"http://hdl.handle.net/20.500.11850/371948","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Characterizing low flows across Switzerland - From field investigations at catchment scale to Swiss wide data evaluation",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences",,"2019-10-21T12:07:17Z","2020-10-21",,,,"yes",,,,,,,,,,,,"26147",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","02608||03473","03473",,,,"Zurich","published",,,,,,,,,,,,"10.3929/ethz-b-000377752||10.3929/ethz-b-000377748",,,,"2019-10-21T13:23:47Z","2022-03-29T03:52:57Z","true","241 p.","FORM",,,,
"330716","20.500.11850/3","Bucher, Dominik||Buffat, René||Froemelt, Andreas||Raubal, Martin",,,,,,"2020-01-21T08:54:02Z","2019-08-12T12:34:21Z||2019-08-13T12:17:38Z||2020-01-21T08:54:02Z",,"2019-10",,,,,,"1364-0321",,"10.1016/j.rser.2019.109298","http://hdl.handle.net/20.500.11850/357961","en","Elsevier",,,"Mobility||Renewable energy||Electric bicycles","Energy and greenhouse gas emission reduction potentials resulting from different commuter electric bicycle adoption scenarios in Switzerland",,"Journal Article","Metadata only",,,,"2019-08-12T12:34:27Z",,,,,"yes",,,,,,,,,,,,,,"85070194985",,"000488871200023","Renew. sustain. energy rev.",,"Renewable and Sustainable Energy Reviews","114","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02648 - Inst. f. Kartografie und Geoinformation / Institute of Cartography&Geoinformation::03901 - Raubal, Martin / Raubal, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02648 - Inst. f. Kartografie und Geoinformation / Institute of Cartography&Geoinformation::03901 - Raubal, Martin / Raubal, Martin||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02648 - Inst. f. Kartografie und Geoinformation / Institute of Cartography&Geoinformation::03901 - Raubal, Martin / Raubal, Martin","03732||03901","03901||03732||03901",,,"109298","Amsterdam","published",,,,,,,,,,,,"10.3929/ethz-b-000355001",,,,"2019-08-13T12:17:49Z","2022-03-29T00:48:05Z","true","11 p.","FORM",,,,
