id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.repository,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"332178","20.500.11850/3","Leinss, Silvan||Löwe, Henning||Proksch, Martin||Kontu, Anna",,,,,"2020-01-27T11:23:33Z","2020-01-25T03:26:08Z||2020-01-27T11:23:33Z","2020","2020-01-14","The structural anisotropy of snow characterizes the spatially anisotropic distribution of the ice and air microstructure and is a key parameter for improving parameterizations of physical properties. To enable the use of the anisotropy in snowpack models as an internal variable, we propose a simple model based on a rate equation for the temporal evolution. The model is validated with a comprehensive set of anisotropy profiles and time series from X-ray microtomography (CT) and radar measurements. The model includes two effects, namely temperature gradient metamorphism and settling, and can be forced by any snowpack model that predicts temperature and density. First, we use CT time series from lab experiments to validate the proposed effect of temperature gradient metamorphism. Next, we use SNOWPACK simulations to calibrate the model with radar time series from the NoSREx campaigns in Sodankylä, Finland. Finally we compare the simulated anisotropy profiles against field-measured full-depth CT profiles. Our results confirm that the creation of vertical structures is mainly controlled by the vertical water vapor flux through the snow volume. Our results further indicate a yet undocumented effect of snow settling on the creation of horizontal structures. Overall the model is able to reproduce the characteristic anisotropy variations in radar time series of four different winter seasons with a very limited set of calibration parameters.","application/pdf","10.3929/ethz-b-000393988",,"1994-0416||1994-0424",,"10.5194/tc-14-51-2020","http://hdl.handle.net/20.500.11850/393988","en","Copernicus Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Modeling the evolution of the structural anisotropy of snow","Journal Article","Open access",,,,"2020-01-25T03:26:12Z",,,,"yes",,,,,,,,,,,"85078293457",,"000507320700001",,"1","The Cryosphere","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"75","51","Göttingen","published",,,,,,,,,,,,,,"2020-01-27T11:23:45Z","2021-02-15T07:39:54Z","true",,"WOS",,,"publishedVersion"
"355160","20.500.11850/3","Leinss, Silvan||Wicki, Raphael||Holenstein, Sämi||Baffelli, Simone||Bühler, Yves",,,,,"2020-07-07T07:06:39Z","2020-07-03T19:30:10Z||2020-07-07T07:06:39Z","2020","2020-06-19","Snow avalanches can endanger people and infrastructure, especially in densely populated mountainous regions. In Switzerland, the public is informed by an avalanche bulletin issued twice a day during winter which is based on weather information and snow and avalanche reports from a network of observers. During bad weather, however, information about avalanches that have occurred can be scarce or even be missing completely. To assess the potential of weather-independent radar satellites, we compared manual and automatic change detection avalanche mapping results from high-resolution TerraSAR-X (TSX) stripmap images and medium-resolution Sentinel-1 (S1) interferometric wide-swath images for a study site in central Switzerland. The TSX results were also compared to available mapping results from high-resolution SPOT-6 optical satellite images. We found that avalanche outlines from TSX and S1 agree well with each other. Cutoff thresholds of mapped avalanche areas were found with 500 m2 for TSX and 2000 m2 for S1. S1 provides a much higher spatial and temporal coverage and allows for mapping of the entire Alps at least every 6 d with freely available acquisitions. With costly SPOT-6 images the Alps can even be covered in a single day at meter resolution, at least for clear-sky conditions. For the SPOT-6 and TSX mapping results, we found a fair agreement, but the temporal information from radar change detection allows for a better separation of overlapping avalanches. Still, the total mapped avalanche area differed by at least a factor of 3 because with radar mainly the avalanche deposition zone was detected, whereas the release zone was very visible already in SPOT-6 data. With automatic avalanche mapping we detected around 70 % of manually mapped new avalanches, at least when the number of old avalanches is low. To further improve the radar mapping capabilities, we combined S1 images from multiple orbits and polarizations and obtained a notable enhancement of resolution and speckle reduction such that the obtained mapping results are almost comparable to the single-orbit TSX change detection results. In a multiorbital S1 mosaic covering all of Switzerland, we manually counted 7361 new avalanches which occurred during an extreme avalanche period around 4 January 2018.","application/pdf","10.3929/ethz-b-000424357",,"1561-8633||1684-9981",,"10.5194/nhess-20-1783-2020","http://hdl.handle.net/20.500.11850/424357","en","Copernicus Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Snow avalanche detection and mapping in multitemporal and multiorbital radar images from TerraSAR-X and Sentinel-1","Journal Article","Open access",,,,"2020-07-03T19:30:26Z",,,,"yes",,,,,,,,,,,"85086923461",,"000543513800001","Nat. hazards earth syst. sci.","6","Natural Hazards and Earth System Sciences","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"1803","1783","Göttingen","published",,,,,,,,,,,,,,"2020-07-07T07:07:04Z","2021-02-15T15:18:40Z","true",,"SCOPUS",,,"publishedVersion"
"368032","20.500.11850/8","Tom, Manu||Aguilar, Roberto||Imhof, Pascal||Leinss, Silvan||Baltsavias, Emmanuel||Schindler, Konrad",,,"Paparoditis, N.||Mallet, C.||Lafarge, F.||Jiang, J.||Shaker, A.||Zhang, H.||Liang, X.||Osmanoglu, B.||Soergel, U.||Honkavaara, E.||Scaioni, M.||Zhang, J.||Peled, A.||Wu, L.||Li, R.||Yoshimura, M.||Di, K.||Altan, O.||Abdulmuttalib, H. M.||Faruque, F.S.",,"2020-09-17T06:58:42Z","2020-09-12T03:02:59Z||2020-09-17T06:58:42Z","2020","2020-08-03","Lake ice, as part of the Essential Climate Variable (ECV) lakes, is an important indicator to monitor climate change and global warming. The spatio-temporal extent of lake ice cover, along with the timings of key phenological events such as freeze-up and break-up, provide important cues about the local and global climate. We present a lake ice monitoring system based on the automatic analysis of Sentinel-1 Synthetic Aperture Radar (SAR) data with a deep neural network. In previous studies that used optical satellite imagery for lake ice monitoring, frequent cloud cover was a main limiting factor, which we overcome thanks to the ability of microwave sensors to penetrate clouds and observe the lakes regardless of the weather and illumination conditions. We cast ice detection as a two class (frozen, non-frozen) semantic segmentation problem and solve it using a state-of-the-art deep convolutional network (CNN).We report results on two winters (2016–17 and 2017–18) and three alpine lakes in Switzerland. The proposed model reaches mean Intersection-over-Union (mIoU) scores >90% on average, and >84% even for the most difficult lake. Additionally, we perform cross-validation tests and show that our algorithm generalises well across unseen lakes and winters.","application/pdf","10.3929/ethz-b-000440146",,"2194-9042||2194-9050",,"10.5194/isprs-Annals-V-3-2020-409-2020","http://hdl.handle.net/20.500.11850/440146","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Lake Ice||Climate Monitoring||Sentinel-1 SAR||Semantic Segmentation||Convolutional Neural Networks","Lake Ice Detection from Sentinel-1 SAR with Deep Learning","Conference Paper","Open access",,,,"2020-09-12T03:03:04Z",,,,"yes","XXIV ISPRS Congress 2020 (virtual)","August 31 - September 2, 2020","Online",,,,,,,,"85090348941",,,"ISPRS Ann. Photogramm. Remote Sens. Spatial Inf. Sci.",,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences","V-3-2020","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02647 - Inst. f. Geodäsie und Photogrammetrie / Institute of Geodesy and Photogrammetry::03886 - Schindler, Konrad / Schindler, Konrad","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02647 - Inst. f. Geodäsie und Photogrammetrie / Institute of Geodesy and Photogrammetry::03886 - Schindler, Konrad / Schindler, Konrad","03849||03886","03849||03886","Due to the Corona virus (COVID-19) the conference was conducted virtually.","416","409","Göttingen","published",,,,,,,,,,,,,,"2020-09-17T06:58:57Z","2021-02-15T17:17:11Z","true",,"SCOPUS",,,"publishedVersion"
"352569","20.500.11850/16","Sonderegger, Thomas",,,,"Hellweg, Stefanie||Dewulf, Jo||Huijbregts, Mark A. J.","2020-06-22T08:18:27Z","2020-04-09T13:27:14Z||2020-04-14T07:05:12Z||2020-05-27T05:54:54Z||2020-05-28T10:25:49Z||2020-06-22T08:18:27Z","2020","2020-04-14","Natural resources are essential for human beings: We require water for drinking, biomass for eating, and our society depends on all kinds of natural resource-based materials. The current extraction and degradation of natural resources might limit the available supply that future generations require to meet their own needs. These impacts of natural resource consumption should be covered in environmental assessments in order to guide us towards more sustainable resource use and to protect the natural resource base.  Life Cycle Assessment (LCA) is a method to identify strategies to reduce environmental impacts. It quantitatively assesses environmental impacts occurring throughout the entire life cycle of goods and processes. Natural resources have their own place in the Life Cycle Impact Assessment (LCIA) framework, where environmental impacts are assessed in so-called “Areas of Protection” (AoPs): “human health”, “ecosystem quality”, and “natural resources”. The role of the latter is not yet fully agreed upon, and while its name is established, this is not the case for its more specific safeguard subject, i.e. what exactly is it about natural resources that we want to protect?   Criticality assessments have been developed to address concerns about supply security of industrial metals and minerals caused by the increasing demand since the beginning of the 21st century. Some criticality based supply risk methods have been adapted (to some degree) to the LCA context. While LCIA methods assess how current use of natural resources affects opportunities for future resource users, supply risk methods assess potential supply risks for current resource users. They might complement LCA studies, in particular if the focus is on natural resources.  The goal of this thesis is to harmonize, complement, and thereby strengthen the assessment of natural resource use in life cycle approaches. This is addressed at the conceptual and the methodological level. At the conceptual level, definitions of “natural resources” and the “natural resources” AoP safeguard subject are suggested and a framework for integrating different natural resources in LCIA is developed. At the methodological level, existing LCIA methods are reviewed and the range of natural resources covered by LCIA methods and criticality assessments is increased by developing LCIA methods assessing impacts on soil and a method assessing water criticality.  Defining natural resources and the safeguard subject for the “natural resources” AoP is a challenge since the target elements of mineral resources, e.g. copper, can also be extracted from anthropogenic sources. Including the human-made environment as a potential source would shift the focus from “How many natural resources do we use?” to “How many resources do we lose?”. However, it is not yet clear how losses in the technosphere and natural resource occupation should then be addressed, as these challenge the LCA practice of assessing elementary flows between ecosphere and technosphere. Suggested definitions are discussed regarding these implications.  Eight natural resource categories were identified based on literature. Existing LCIA methods addressing these are reviewed and evaluated according to their underlying principles: use-to-availability ratios/depletion potential, potential future efforts of future resource extraction, and thermodynamic accounting. Depletion and future efforts methods have already been developed for several natural resource categories, but no set of methods is available yet to consistently capture all of these categories. While thermodynamic accounting methods can do that, they miss the link between exergy or energy consumption to changes in availability or provisioning capacity of a specific natural resource.   Natural resources are categorized into stock, fund, and flow resources and a framework making use of these categories is developed. This helps in identifying whether usage potential of natural resources is reduced by losses leading to depletion, by pollution leading to degradation, or by occupation leading to deprivation of other users. This general framework for all natural resources is further specified for the methods developed in this thesis that assess the natural resource soil.  The LCIA methods developed for the assessment of impacts on soil consider the effects of compaction and erosion. They assess potential long-term impacts on the production capacity of soils and are able to distinguish between different management choices such as machinery selection and tillage practices. This is achieved by modeling new elementary flows based on the relevant activities, e.g. agricultural fieldwork, that are causing soil degradation as opposed to previous methods that were based on already available elementary flows of general land use classes. Characterization factors are provided as global raster datasets at high spatial resolution (~1 km). The application of the methods is demonstrated and discussed in a simplified case study. The results demonstrate the relevance of compaction and erosion impacts for agricultural LCAs. The methods are compatible with the suggested safeguard subject definition and developed frameworks. The soil specific framework allows consistent integration of further impacts on soil.  A database and matching code are provided to collect agricultural inventory data and calculate elementary flows, which can be used for comparing the impact potential of different agricultural practices. Global maps of compaction and erosion susceptibility allow for identification of global hot spot areas and for performing impact assessment.  The criticality method for water is developed following an existing approach for metals since comparability of criticality across natural resources is desirable. Several other approaches exist and there is no harmonized framework as for LCIA and no uniform approach regarding what indicators should be included and how these should be aggregated. The single water criticality indicators cover the main aspects of criticality assessments: probability of and vulnerability to supply disruption, as well as risk mitigation options. They might inspire further methodological developments and pave the way for future integrated criticality assessment of metals, water and other natural resources.  Water criticality scores were calculated for 159 countries subdivided into 512 geographic units and made available in an online tool. This allows analyses of locally specific characteristics of water criticality that might be used for the screening of sites, indicating potential water related problems and possible mitigation options. Global maps of water criticality scores allow for identification of global hot spot areas and for performing impact assessment.  By providing definitions, frameworks, and methods that are conceptually consistent, this thesis contributes to harmonizing, complementing, and thereby strengthening the assessment of natural resource use in life cycle approaches.","application/pdf","10.3929/ethz-b-000409207",,,,,"http://hdl.handle.net/20.500.11850/409207","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Life Cycle Assessment (LCA)||Life Cycle Impact Assessment (LCIA) indicators||Natural resources||Water||Soil||Agriculture||Soil degradation||Soil compaction||Soil erosion||Criticality||Water criticality||Soil productivity","Towards Sustainable Use of Natural Resources","Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture",,"2020-04-09T13:27:30Z","2020-05-28",,,"yes",,,,,,,,,"26604",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,,"Zurich","published",,"10.3929/ethz-b-000415231||10.3929/ethz-b-000128792||10.3929/ethz-b-000106243",,,,,,,,,,,,"2020-04-14T07:05:25Z","2021-02-15T14:59:29Z","true","250 p.","FORM",,"Harmonizing and Completing the Assessment of Natural Resource Use in Environmental Life Cycle Approaches",
"351327","20.500.11850/3","Zeng, Zhihui||Jiang, Fuze||Yue, Yang||Han, Daxin||Lin, Luchan||Zhao, Shanyu||Zhao, Yi-Bo||Pan, Zhengyuan||Li, Congju||Nyström, Gustav||Wang, Jing",,,,,"2020-06-12T06:29:00Z","2020-03-30T08:39:18Z||2020-04-08T07:10:40Z||2020-06-12T06:29:00Z","2020","2020-03-29",,,,,"0935-9648||1521-4095",,"10.1002/adma.201908496","http://hdl.handle.net/20.500.11850/407270","en","Wiley",,,"Electrospinning||EMI shielding||Lightweight materials||Metal nanoﬁbers||Porous architectures","Flexible and Ultrathin Waterproof Cellular Membranes Based on High‐Conjunction Metal‐Wrapped Polymer Nanofibers for Electromagnetic Interference Shielding","Journal Article","Metadata only",,,,"2020-03-30T08:39:27Z",,,,"yes",,,,,,,,,,,"85082471052",,"000522083300001","Adv Mater","19","Advanced Materials","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,,"1908496","Weinheim","published",,,,,,,,,,,,,,"2020-06-12T06:29:10Z","2020-06-12T06:29:10Z","true","7 p.","FORM",,,
"378523","20.500.11850/3","Doll, Carina||Larsen, Tove A.||Strande, Linda||Udert, Kai M.||Morgenroth, Eberhard",,,,,"2020-12-04T08:12:38Z","2020-12-03T16:43:43Z||2020-12-04T08:12:38Z","2020","2020-02-11",,,,,"2235-5197",,,"http://hdl.handle.net/20.500.11850/454490","de","SVGW",,,,"E. Water Hub im NEST-Gebäude","Journal Article","Metadata only",,,,"2020-12-03T16:43:54Z",,,,"yes",,,,,,,,,,,,"https://www.aquaetgas.ch/wasser/abwasser/20200211_ag2_water-hub-im-nest-geb%C3%A4ude/",,,"2","Aqua & Gas","100","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"57","52","Zürich","published",,,,,,,,,,,,,,"2020-12-04T08:12:51Z","2020-12-04T08:12:51Z","true",,"FORM",,"Eine Plattform zum Testen von innovativen ressourcenorientierten Sanitärsystemen",
"378456","20.500.11850/5","Deletic, Ana||Qu, Jiuhui||Bach, Peter Marcus||Liu, Gang||Wang, Aijie||Zhang, Kefeng",,,,,"2020-12-03T13:21:26Z","2020-12-03T12:33:47Z||2020-12-03T13:21:26Z","2020-01-01","2020-05-28",,"application/pdf","10.3929/ethz-b-000454459",,"2617-4782",,"10.2166/bgs.2020.002","http://hdl.handle.net/20.500.11850/454459","en","IWA Publishing","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The multi-faceted nature of Blue-Green Systems coming to light","Other Journal Item","Open access",,,,"2020-12-03T12:34:00Z",,,,"yes",,,,,,,,,,,,,,,"1","Blue-Green Systems","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989","Editorial.","187","186","London","published",,,,,,,,,,,,,,"2020-12-03T13:21:38Z","2021-02-15T21:25:31Z","true","2 p.","FORM",,,"publishedVersion"
"344990","20.500.11850/3","Weathers, Scott T.||Caviola, Lucius||Scherer, Laura||Pfister, Stephan||Fischer, Bob||Bump, Jesse B.||Jaacks, Lindsay M.",,,,,"2020-04-23T08:51:02Z","2020-04-23T02:32:38Z||2020-04-23T08:51:02Z","2020","2020-03-09",,,,,"1187-7863||0893-4282||1573-322X",,"10.1007/s10806-020-09824-1","http://hdl.handle.net/20.500.11850/411170","en","Springer",,,"Animal welfare||Livestock||Ethics||Surveys and questionnaires||Disability-adjusted life years||Amazon Mechanical Turk","Quantifying the Valuation of Animal Welfare Among Americans","Journal Article","Metadata only",,,,"2020-04-23T02:32:48Z",,,,"yes",,,,,,,,,,,"85081689887",,"000524233600005","J. agric. environ. ethics","2","Journal of Agricultural & Environmental Ethics","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"282","261","Berlin","published",,,,,,,,,,,,,,"2020-04-23T08:51:13Z","2021-02-15T10:32:59Z","true",,"WOS",,,
"378471","20.500.11850/3","van de Craats, Daniel||van der Zee, Sjoerd||Sui, Chunming||van Asten, Piet||Cornelissen, Pavan||Leijnse, Anton",,,,,"2020-12-03T14:22:26Z","2020-12-03T14:04:06Z||2020-12-03T14:19:51Z||2020-12-03T14:22:26Z","2020","2020-02-28","Soil salinity and sodicity are among the oldest soil and groundwater pollution problems and are widespread across the globe. Where salinity affects crop water uptake and yield, sodicity may additionally cause poorly reversible soil structure degradation and a severely reduced hydraulic conductivity. We use the model HYDRUS‐1D to simulate sodicity development in soils with shallow, Na‐rich groundwater under a normal weather regime with distinct dry seasons. Attention is given to the impact of a sudden fresh water input on the formation of a sodic layer. The complex interplay between soil chemistry, soil physics, soil mechanics (as far as swell–shrink behavior is concerned), and fluctuating atmospheric conditions results in a remarkably regular relation between depth, location, and severity of a sodic layer that forms within the soil as a function of rainfall intensity. A threshold behavior is observed: sodic layer formation is absent at rainfall intensities below this threshold, whereas sodic layer thickness and hydraulic conductivity reduction increase rapidly with intensities exceeding this threshold. This is the case even for different soil types and groundwater depths. Field observations agree with our simulations: the properties of the layer with sodicity‐induced structure degradation are more strongly developed, as this layer is situated at a shallower depth. The implementation of hydraulic conductivity reduction as a function of exchangeable Na percentage and ionic strength in HYDRUS‐1D can be improved towards a smooth reduction function, changing soil physical parameters due to swelling and dispersion of clay and reconsideration of the reversibility of sodicity development.","application/pdf","10.3929/ethz-b-000454483",,"1539-1663",,"10.1002/vzj2.20010","http://hdl.handle.net/20.500.11850/454483","en","Soil Science Society of America","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Soil sodicity originating from marginal groundwater","Journal Article","Open access",,,,"2020-12-03T14:04:17Z",,,,"yes",,,,,,,,,,,"85081029610",,"000618773300010","Vadose Zone J.","1","Vadose Zone Journal","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"e20010","Madison, WI","published",,,,,,,,,,,,,,"2020-12-03T14:20:04Z","2022-03-29T04:09:57Z","true","14 p.","FORM",,,"publishedVersion"
"378119","20.500.11850/10","Stefko, Marcel||Leinss, Silvan||Hajnsek, Irena",,,,,"2020-12-01T15:18:24Z","2020-11-20T09:59:23Z||2020-11-23T15:49:45Z||2020-12-01T15:18:24Z","2020",,,,,,,,,"http://hdl.handle.net/20.500.11850/452178","en","Swiss Academy of Science (SCNAT); ETH Zurich",,,,"Observations of Coherent Backscatter Enhancement in Dry Snow Using Bistatic Radar","Other Conference Item","Metadata only","Abstract Volume 18th Swiss Geoscience Meeting",,,"2020-11-20T09:59:33Z",,,,"yes","18th Swiss Geoscience Meeting (SGM 2020) (virtual)","November 6-7, 2020","Zurich Switzerland",,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849","Due to the Coronavirus (COVID-19) the conference was conducted virtually.","350","349","Berne; Zurich","published",,,,,,,,,,,,,,"2020-11-23T15:49:56Z","2022-03-29T04:08:53Z","true",,"FORM",,,
