id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"241578","20.500.11850/10","Heeren, Niko||Hellweg, Stefanie",,,,"2018-06-29T10:33:20Z","2018-04-24T15:39:17Z||2018-06-13T15:40:57Z||2018-06-29T10:33:20Z","2017-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/260368",,"Luxembourg Institute of Science and Technology",,,,"Prospective and regional modelling of construction material flows","Other Conference Item","Metadata only","Life cycle management",,"2018-04-24T15:39:18Z",,,,,,"yes","8th International Conference on Life Cycle Management (LCM 2017)","September 3-6, 2017","Luxembourg, Luxembourg","Life Cycle Management of wood in Switzerland: methods, tools and environmental decision support","136623","10.13039/501100001711","SNF","NFP 66: Gesuch",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02604 - Inst. für Bau- & Infrastrukturmanagement / Inst. Construction&Infrastructure Manag.::03972 - Habert, Guillaume / Habert, Guillaume","03732||03972||02655","03732||03972",,,,"Luxembourg","published",,,,,,"2018-06-13T15:41:00Z","2022-03-28T20:33:00Z","true",,"FORM",,
"204993","20.500.11850/3","Podgorski, Joel E.||Kinzelbach, Wolfgang||Kgotlhang, Lesego",,,,"2017-12-20T12:07:34Z","2017-12-14T12:35:37Z||2017-10-06T02:35:03Z||2017-11-06T17:37:40Z||2017-12-20T12:07:34Z","2017-09","2017-07-04",,,,,"0309-1708||1872-9657","http://hdl.handle.net/20.500.11850/190876||http://hdl.handle.net/20.500.11850/221052","10.1016/j.advwatres.2017.06.021","http://hdl.handle.net/20.500.11850/223454","en","Elsevier",,,"Saltwater fingering||Saltwater infiltration||Hydrogeophysics||Freshwater infiltration||TEM","Using helicopter TEM to delineate fresh water and salt water zones in the aquifer beneath the Okavango Delta, Botswana","Journal Article","Metadata only",,,"2017-10-06T02:35:19Z",,,,,,"yes",,,,"Three-Dimensional Geophysical Mapping: Providing New Constraints for Understanding Hydrogeogical and Geological Processes","137603","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,"85030566608",,"000410674200020","Adv. Water Resour.",,"Advances in Water Resources","107","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"279","265","New York, NY","published",,,,,,"2017-12-20T12:06:31Z","2022-03-28T18:43:24Z","true",,"FORM||WOS",,
"203143","20.500.11850/3","Mastrotheodoros, Theodoros||Pappas, Christoforos||Molnar, Peter||Burlando, Paolo||Keenan, Trevor F.||Gentine, Pierre||Gough, Christopher||Fatichi, Simone",,,,"2017-12-13T17:47:37Z","2017-12-13T17:46:24Z||2017-12-13T17:44:54Z||2017-10-19T02:10:40Z||2017-12-13T13:46:30Z||2017-12-13T17:47:37Z||2017-12-13T14:05:27Z","2017-09","2017-09-14",,,,,"0148-0227||2169-8953||2169-8961","http://hdl.handle.net/20.500.11850/220653||http://hdl.handle.net/20.500.11850/220636||http://hdl.handle.net/20.500.11850/197715","10.1002/2017JG003890","http://hdl.handle.net/20.500.11850/220915","en","Wiley",,,"water use efficiency||plant functional trait plasticity||Vegetation modeling||CO2 fertilization||climate change","Linking plant functional trait plasticity and the large increase in forest water use efficiency","Journal Article","Metadata only",,,"2017-10-19T02:10:46Z",,,,,,"yes",,,,,,,,,,,,"85029421873",,"000412729100015","J. geophys. res. Biogeosciences","9","Journal of Geophysical Research: Biogeosciences","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"2408","2393","Hoboken, NJ","published",,,,,,"2017-12-14T08:33:10Z","2022-03-28T18:38:34Z","true",,"FORM||SCOPUS",,
"194435","20.500.11850/3","Zwieback, Simon||Hensley, Scott||Hajnsek, Irena",,,,"2017-11-15T10:25:21Z","2017-10-06T03:18:06Z||2017-11-15T10:25:21Z","2017-09","2017-06-13",,,,,"0196-2892||1558-0644",,"10.1109/TGRS.2017.2702099","http://hdl.handle.net/20.500.11850/191480","en","IEEE",,,"Decorrelation||displacement measurement||electromagnetic scattering||estimation||interferometry||measurement errors||phase noise||remote sensing||soil measurements||synthetic aperture radar","Soil Moisture Estimation Using Differential Radar Interferometry: Toward Separating Soil Moisture and Displacements","Journal Article","Metadata only",,,"2017-10-06T03:18:26Z",,,,,,"yes",,,,,,,,,,,,"85021808593",,"000408346600019","IEEE Trans. Geosci. Remote Sens","9","IEEE Transactions on Geoscience and Remote Sensing","55","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"5083","5069","New York, NY","published",,,,,,"2017-11-15T10:25:26Z","2023-02-06T14:50:01Z","true",,"WOS",,
"174974","20.500.11850/3","Michalec, François-Gaël||Holzner, Markus||Barras, Alexandre||Lacoste, Anne-Sophie||Brunet, Loïc||Lee, Jae-Seong||Slomianny, Christian||Boukherroub, Rabah||Souissi, Sami",,,,"2017-07-07T12:29:04Z","2017-06-20T22:56:49Z||2017-06-22T13:49:57Z||2017-07-06T07:57:18Z||2017-07-07T12:29:04Z||2017-06-28T16:09:06Z||2017-07-06T07:49:14Z","2017-09","2017-05-17",,,,,"0269-7491||1878-2450||1873-6424","http://hdl.handle.net/20.500.11850/164864||http://hdl.handle.net/20.500.11850/166919","10.1016/j.envpol.2017.04.084","http://hdl.handle.net/20.500.11850/180507","en","Elsevier",,,"Calanoid copepod||Gold nanoparticle||Swimming behavior||Particle tracking velocimetry||Eurytemora affinis","Short-term exposure to gold nanoparticle suspension impairs swimming behavior in a widespread calanoid copepod","Journal Article","Metadata only",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-20T22:56:50Z",,,,,,"yes",,,,"Turbulence and Particles in Environmental Fluid Dynamics (TIPFluiD)","144645","10.13039/501100001711","SNF","SNF-Förderungsprofessuren Stufe 2",,,,,,"000405042100012","Environ Pollut",,"Environmental Pollution","228","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09454 - Holzner, Markus (SNF-Prof.) (ehemalig) / Holzner, Markus (SNF-Prof.) (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09454 - Holzner, Markus (SNF-Prof.) (ehemalig) / Holzner, Markus (SNF-Prof.) (former)","02608||02115||09454","09454",,"110","102","Oxford","published",,,,,"true","2017-08-24T09:00:23Z","2020-02-15T07:08:03Z","true",,"FORM",,
"476081","20.500.11850/10","Hörl, Sebastian||Froemelt, Andreas",,,,"2022-11-18T19:33:09Z","2018-09-21T12:43:30Z||2018-09-24T12:19:52Z||2018-09-24T12:36:30Z||2018-09-24T13:47:18Z||2018-10-16T09:16:16Z||2022-11-18T19:33:09Z","2017-08-30",,,,,,,,,"http://hdl.handle.net/20.500.11850/291073","en","IVT, ETH Zurich",,,,"Future scenarios of land-based mobility including autonomous vehicles","Other Conference Item","Metadata only",,,"2018-09-21T12:43:31Z",,,,,,"yes","66th Discussion Forum on Life Cycle Assessment of Mobility solutions: approaches and findings (LCA Discussion Forum 2017)","August 30, 2017","Zurich, Switzerland",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,,"Zurich","published",,,,,,"2018-10-16T09:16:20Z","2023-02-07T07:56:48Z","true","00:16:07","FORM",,
"193671","20.500.11850/3","Weissbrodt, David G.||Holliger, Christof||Morgenroth, Eberhard",,,,"2017-11-13T12:04:37Z","2017-10-06T03:21:33Z||2017-11-13T12:04:37Z","2017-08","2017-05-18",,,,,"0006-3592||1097-0290",,"10.1002/bit.26295","http://hdl.handle.net/20.500.11850/191552","en","Wiley",,,"aerobic granular sludge||hydraulic-metabolic model||system analysis and mathematical modeling||EBPR||feeding and environmental impacts||PAO/GAO selection","Modeling hydraulic transport and anaerobic uptake by PAOs and GAOs during wastewater feeding in EBPR granular sludge reactors","Journal Article","Metadata only",,,"2017-10-06T03:21:38Z",,,,,,"yes",,,,,,,,,,,,"85019904878",,"000404130200006","Biotechnol. Bioeng.","8","Biotechnology and Bioengineering","114","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"1702","1688","New York, NY","published",,,,,,"2017-11-13T12:04:44Z","2021-02-14T20:10:10Z","true",,"WOS",,
"241123","20.500.11850/10","Fatichi, Simone||Manzoni, Stefano||Or, Dani||Paschalis, Athanasios",,,,"2018-06-26T14:23:27Z","2017-12-13T15:19:53Z||2018-06-26T14:23:27Z","2017-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/220736","en","Ecological Society of America",,,,"Mechanistic soil biogeochemistry modeling quantifies the partition of soil respiration components and microbial biomass patterns","Other Conference Item","Metadata only",,,"2017-12-13T15:19:53Z",,,,,,"yes","ESA Annual Meeting 2017","August 6-11, 2017","Portland, OR, USA",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03473||03812","03473||03812",,,,,"published",,,,,,"2018-06-26T14:23:32Z","2021-02-15T00:32:21Z","true",,"FORM",,
"173299","20.500.11850/3","Verones, Francesca||Pfister, Stephan||van Zelm, Rosalie||Hellweg, Stefanie",,,,"2017-08-17T10:30:33Z","2017-06-12T15:24:26Z||2017-08-17T10:30:33Z","2017-08","2016-12-01",,,,,"0948-3349||1614-7502",,"10.1007/s11367-016-1236-0","http://hdl.handle.net/20.500.11850/122261","en","Springer",,,"Animal taxa||Biodiversity||Life cycle impact assessment||Spatially differentiated||Vascular plants||Water consumption||Wetlands","Biodiversity impacts from water consumption on a global scale for use in life cycle assessment","Journal Article","Metadata only",,,"2017-06-12T15:30:10Z",,,,"pub:184547",,"yes",,,,,,,,,,"imp593654d75465042586",,"85000963145",,"000405292800007","Int J Life Cycle Assess","8","The International Journal of Life Cycle Assessment","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1256","1247","Berlin","published",,,,,,"2017-08-17T10:30:36Z","2022-03-28T17:25:01Z","true",,"ECIT",,
"203352","20.500.11850/3","Leonarduzzi, Elena||Molnar, Peter||McArdell, Brian W.",,,,"2017-12-14T13:15:11Z","2017-10-06T02:19:40Z||2017-11-02T12:40:50Z||2017-12-14T13:15:11Z","2017-08","2017-08-04",,,,,"0043-1397||1944-7973","http://hdl.handle.net/20.500.11850/190641||http://hdl.handle.net/20.500.11850/221082","10.1002/2017WR021044","http://hdl.handle.net/20.500.11850/221209","en","Wiley",,,,"Predictive performance of rainfall thresholds for shallow landslides in Switzerland from gridded daily data","Journal Article","Metadata only",,,"2017-10-06T02:19:57Z",,,,,,"yes",,,,"Forecast and warning concept for landslides in Switzerland based on rainfall triggering thresholds and multiscale hydrological modelling","165979","10.13039/501100001711","SNF","Projekte MINT",,,,"85026729154",,"000411202000016","Water Resour. Res.","8","Water Resources Research","53","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"6625","6612","Malden","published",,,,,,"2017-12-14T15:37:45Z","2022-03-28T18:39:22Z","true",,"WOS||FORM",,
"218762","20.500.11850/3","Blöschl, Günter||Hall, Julia||Parajka, Juraj||Perdigão, Rui A.P.||Merz, Bruno||Arheimer, Berit||Aronica, Giuseppe T.||Bilibashi, Ardian||Bonacci, Ognjen||Borga, Marco||Čanjevac, Ivan||Castellarin, Attilio||Chirico, Giovanni B.||Claps, Pierluigi||Fiala, Károly||Frolova, Natalia||Gorbachova, Liudmyla||Gül, Ali||Hannaford, Jamie||Harrigan, Shaun||Kireeva, Maria B.||Kiss, Andrea||Kjeldsen, Thomas R.||Kohnová, Silvia||Koskela, Jarkko J.||Ledvinka, Ondrej||Macdonald, Neil||Mavrova-Guirguinova, Maria||Mediero, Luis||Merz, Ralf||Molnar, Peter||Montanari, Alberto||Murphy, Conor||Osuch, Marzena||Ovcharuk, Valeryia||Radevski, Ivan||Rogger, Magdalena||Salinas, José L.||Sauquet, Eric||Šraj, Mojca||Szolgay, Jan||Viglione, Alberto||Volpi, Elena||Wilson, Donna||Zaimi, Klodian||Živković, Nenad",,,,"2018-01-29T10:57:15Z","2018-01-29T10:57:15Z||2017-10-06T03:51:51Z||2017-11-10T14:52:08Z","2017-08",,,,,,"0036-8075||1095-9203","http://hdl.handle.net/20.500.11850/235979||http://hdl.handle.net/20.500.11850/191899","10.1126/science.aan2506","http://hdl.handle.net/20.500.11850/240052","en","AAAS",,,,"Changing climate shifts timing of European floods","Journal Article","Metadata only",,,"2017-10-06T03:52:10Z",,,,,,"yes",,,,,,,,,,,,"85027114907",,"000407324800040",,"6351","Science","357","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"590","588","Washington, DC","published",,,,,"true","2018-02-12T12:00:24Z","2020-02-15T11:12:33Z","true",,"FORM||WOS",,
"172936","20.500.11850/3","Suter, Florian||Steubing, Bernhard||Hellweg, Stefanie",,,,"2017-08-16T09:41:56Z","2017-06-12T03:33:18Z||2017-08-03T17:05:21Z||2017-08-16T09:41:56Z","2017-08","2016-09-26","Sustainable use of wood may contribute to coping with energy and material resource challenges. The goal of this study is to increase knowledge of the environmental effects of wood use by analyzing the complete value chain of all wooden goods produced or consumed in Switzerland. We start from a material flow analysis of current wood use in Switzerland. Environmental impacts related to the material flows are evaluated using life cycle assessment–based environmental indicators. Regarding climate change, we find an overall average benefit of 0.5 tonnes carbon dioxide equivalent per cubic meter of wood used. High environmental benefits are often achieved when replacing conventional heat production and energy-consuming materials in construction and furniture. The environmental performance of wood is, however, highly dependent on its use and environmental indicators. To exploit the mitigation potential of wood, we recommend to (1) apply its use where there are high substitution benefits like the replacement of fossil fuels for energy or energy-intensive building materials, (2) take appropriate measures to minimize negative effects like particulate matter emissions, and (3) keep a systems perspective to weigh effects like substitution and cascading against each other in a comprehensive manner. The results can provide guidance for further in-depth studies and prospective analyses of wood-use scenarios.","application/pdf","10.3929/ethz-b-000114740",,"1088-1980||1530-9290",,"10.1111/jiec.12486","http://hdl.handle.net/20.500.11850/114740","en","Wiley-Blackwell","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Cascading||Life cycle assessment (LCA)||Life cycle management (LCM)||Material flow analysis (MFA)||Substitution||Wood resources","Life Cycle Impacts and Benefits of Wood along the Value Chain: The case of Switzerland","Journal Article","Open access",,,"2017-06-12T03:39:15Z",,,,"pub:176541",,"yes",,,,,,,,,,"imp593654450041e69475",,,,"000409310500006","J. ind. ecol.","4","Journal of Industrial Ecology","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"886","874","Oxford","published",,,,,"true","2017-08-16T09:42:12Z","2021-02-14T18:19:41Z","true",,"ECIT",,"publishedVersion"
"247912","20.500.11850/3","Sachinidou, Panagiota||Bahk, Yeon K.||Tang, Min||Zhang, Ningning||Chen, Shawn S.C.||Pui, David Y.H.||Araújo Lima, Bruno||Bosco, Gabriele||Tronville, Paolo||Mosimann, Thomas||Eriksson, Mikael||Wang, Jing",,,,"2018-08-09T16:08:38Z","2017-07-20T09:21:45Z||2017-07-20T12:51:38Z||2017-08-22T10:34:59Z||2018-08-09T16:07:37Z||2018-08-09T16:08:38Z","2017-07-31",,,,,,"1680-8584||2071-1409",,"10.4209/aaqr.2017.03.0104","http://hdl.handle.net/20.500.11850/171852","en","Chaoyang University of Technology",,,"Filtration efficiency||Inter-laboratory tests||Sensitivity analysis||Statistical analysis","Inter-Laboratory Validation of the Method to Determine the Filtration Efficiency for Airborne Particles in the 3–500 nm Range and Results Sensitivity Analysis","Journal Article","Metadata only",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-07-20T09:21:45Z",,,,,,"yes",,,,,,,,,,,,"85033591893",,"000418646700004","Aerosol air qual. res.","11","Aerosol and Air Quality Research","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,"2680","2669","Taichung City","published",,,,,,"2018-08-09T16:07:44Z","2018-08-09T16:08:40Z","true",,"FORM",,
