id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.doipreview,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.libdrive.url,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.continues,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"422744","20.500.11850/3","Mehrabi, Kamyar||Kaegi, Ralf||Günther, Detlef||Gundlach-Graham, Alexander",,,,,,,,"2021-10-25T15:25:35Z","2021-10-06T13:37:36Z||2021-10-25T15:25:35Z",,"2021-08",,"Single particle Inductively Coupled Plasma Time-of-Flight Mass Spectrometry (sp-ICP-TOFMS), in combination with online microdroplet calibration, allows the determination of particle number concentrations (PNCs) and the masses of elements in individual particles. Because sp-ICP-TOFMS analyses of environmental samples produce rich datasets composed of both single-metal nanoparticles (smNPs) and many types of multi-metal NPs (mmNPs), interpretation of these data is well suited to automated analysis schemes. Here, we present a data analysis approach that includes automatic particle detection and elemental mass determinations based on online microdroplet calibration, and unsupervised clustering analysis of mmNPs to identify unique classes of NPs based on their element compositions. To demonstrate the potential of our approach, we analyzed wastewater samples collected from the influent and effluent of five wastewater treatment plants (WWTPs) across Switzerland. We determined elemental masses in individual NPs, as well as PNCs, to estimate the NP removal efficiencies of the individual WWTPs. Through hierarchical clustering, we identified NP classes conserved across all WWTPs; the most abundant particle types were those rich in Ce-La, Fe-Al, Ti-Zr, and Zn-Cu. In addition, we found particle types that are unique to one or a few WWTPs, which could indicate point sources of anthropogenic NPs.","application/pdf","10.3929/ethz-b-000508475",,"0009-4293",,"10.2533/chimia.2021.642","http://hdl.handle.net/20.500.11850/508475","en","Schweizerische Chemische Gesellschaft","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Clustering||ICP-TOFMS||Microdroplet calibration||Nanoparticle||Wastewater","Quantification and Clustering of Inorganic Nanoparticles in Wastewater Treatment Plants across Switzerland#",,"Journal Article","Open access",,,,"2021-10-06T13:37:50Z",,,,,,,"yes",,,,,,,"Toward High-Throughput Quantitative Analysis of Nanoparticle Pollution in Environmental Samples","174061","10.13039/501100001711","SNF","Ambizione",,,"85116247618",,"000697357700008","Chimia","7-8","Chimia","75","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02020 - Dep. Chemie und Angewandte Biowiss. / Dep. of Chemistry and Applied Biosc.::02513 - Laboratorium für Anorganische Chemie / Laboratory of Inorganic Chemistry::03512 - Günther, Detlef / Günther, Detlef||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02020 - Dep. Chemie und Angewandte Biowiss. / Dep. of Chemistry and Applied Biosc.::02513 - Laboratorium für Anorganische Chemie / Laboratory of Inorganic Chemistry::03512 - Günther, Detlef / Günther, Detlef||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03512||03832","03512||03832",,,"646","642","Bern","published",,,,,,,,,,,,,,,"2021-10-25T15:25:48Z","2022-03-29T14:28:51Z","true",,"WOS",,,"publishedVersion"
"411089","20.500.11850/3","Whitehead, Heather D.||Venier, Marta||Wu, Yan||Eastman, Emi||Urbanik, Shannon||Diamond, Miriam L.||Shalin, Anna||Schwartz-Narbonne, Heather||Bruton, Thomas A.||Blum, Arlene||Wang, Zhanyun||Green, Megan||Tighe, Meghanne||Wilkinson, John T.||McGuinness, Sean||Peaslee, Graham F.",,,,,,,,"2021-07-20T06:01:28Z","2021-07-19T09:32:55Z||2021-07-20T06:01:28Z",,"2021-07-13","2021-06-15","Per- and polyfluoroalkyl substances (PFAS), a highly persistent and potentially toxic class of chemicals, are added to cosmetics to increase their durability and water resistance. To assess this potential health and environmental risk, 231 cosmetic products purchased in the U.S. and Canada were screened for total fluorine using particle-induced gamma-ray emission spectroscopy. Of the eight categories tested, foundations, mascaras, and lip products had the highest proportion of products with high total fluorine ≥0.384 μg F/cm2. Twenty-nine products including 20 with high total fluorine concentrations were analyzed using targeted LC-MS/MS and GC-MS. PFAS concentrations ranged from 22–10,500 ng/g product weight, with an average and a median of 264 and 1050 ng/g product weights, respectively. Here, 6:2 and 8:2 fluorotelomer compounds, including alcohols, methacrylates, and phosphate esters, were most commonly detected. These compounds are precursors to PFCAs that are known to be harmful. The ingredient lists of most products tested did not disclose the presence of fluorinated compounds exposing a gap in U.S. and Canadian labeling laws. The manufacture, use, and disposal of cosmetics containing PFAS are all potential opportunities for health and ecosystem harm. Given their direct exposure routes into people, better regulation is needed to limit the widespread use of PFAS in cosmetics.","application/pdf","10.3929/ethz-b-000495857",,"2328-8930",,"10.1021/acs.estlett.1c00240","http://hdl.handle.net/20.500.11850/495857","en","American Chemical Society","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Fluorinated Compounds in North American Cosmetics",,"Journal Article","Open access",,,,"2021-07-19T09:33:01Z",,,,,,,"yes",,,,,,,,,,,,,,"85110123101",,"000674277000009","Env Sci Tech Lett","7","Environmental Science & Technology Letters","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering",,"02608",,,,"544","538","Columbus, OH","published",,,,,,,,,,,,,,,"2021-07-20T06:01:34Z","2022-03-29T10:30:56Z","true",,"FORM",,,"publishedVersion"
"411094","20.500.11850/3","Wiesinger, Helene||Wang, Zhanyun||Hellweg, Stefanie",,,,,,,,"2021-07-20T06:09:38Z","2021-07-19T09:31:05Z||2021-07-20T06:09:38Z",,"2021-07-06","2021-06-22","A variety of chemical substances used in plastic production may be released throughout the entire life cycle of the plastic, posing risks to human health, the environment, and recycling systems. Only a limited number of these substances have been widely studied. We systematically investigate plastic monomers, additives, and processing aids on the global market based on a review of 63 industrial, scientific, and regulatory data sources. In total, we identify more than 10'000 relevant substances and categorize them based on substance types, use patterns, and hazard classifications wherever possible. Over 2'400 substances are identified as substances of potential concern as they meet one or more of the persistence, bioaccumulation, and toxicity criteria in the European Union. Many of these substances are hardly studied according to SciFinder (266 substances), are not adequately regulated in many parts of the world (1'327 substances), or are even approved for use in food-contact plastics in some jurisdictions (901 substances). Substantial information gaps exist in the public domain, particularly on substance properties and use patterns. To transition to a sustainable circular plastic economy that avoids the use of hazardous chemicals, concerted efforts by all stakeholders are needed, starting by increasing information accessibility.","application/pdf","10.3929/ethz-b-000495854",,"0013-936X||1520-5851",,"10.1021/acs.est.1c00976","http://hdl.handle.net/20.500.11850/495854","en","American Chemical Society","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","plastic products||plasticizers||plastic pollution||chemical inventory||production volume||substances of concern||circular economy||regulatory status","Deep Dive into Plastic Monomers, Additives, and Processing Aids",,"Journal Article","Open access",,,,"2021-07-19T09:31:11Z",,,,,,,"yes",,,,,,,,,,,,,,"85110089215",,"000671872100086","Environ. Sci. Technol.","13","Environmental Science & Technology","55","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","02608||03732","03732",,,"9351","9339","Washington, DC","published",,,,,,,,,,,,,,,"2021-07-20T06:09:45Z","2023-02-06T22:14:25Z","true",,"FORM",,,"publishedVersion"
"398779","20.500.11850/3","Tagliavini, Giorgia||McCorquodale, Mark||Westbrook, Chris||Corso, Pascal||Krol, Quirine||Holzner, Markus",,,,,,,,"2021-04-22T11:37:18Z","2021-04-22T11:34:44Z||2021-04-22T11:37:18Z",,"2021-07","2021-04-04",,"application/pdf","10.3929/ethz-b-000480012",,"0301-9322||1879-3533",,"10.1016/j.ijmultiphaseflow.2021.103652","http://hdl.handle.net/20.500.11850/480012","en","Elsevier BV","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Drag coefficient prediction of complex-shaped snow particles falling in air beyond the Stokes regime",,"Journal Article","Open access",,,,"2021-04-22T11:34:56Z",,,,,,,"yes",,,,,,,,,,,,,,"85104320097",,"000681446200011","Int. j. multiph. flow",,"International Journal of Multiphase Flow","140","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering",,"02608",,,,,"103652","Amsterdam","published",,,,,,,,,,,,,,,"2021-04-22T11:37:27Z","2022-03-29T06:42:59Z","true","17 p.","FORM",,,"publishedVersion"
"398787","20.500.11850/3","Guo, Yinghe||Guo, Yuchen||He, Weidong||Zhao, Yi‐Bo||Shen, Ruiqing||Liu, Jingxian||Wang, Jing",,,,,,,,"2021-04-22T11:54:03Z","2021-04-22T03:12:54Z||2021-04-22T11:54:03Z",,"2021-07","2021-04-10","Nanofiber membranes are widely employed to prepare composite filter media. The traditional composite method of hot pressing may damage the structure of nanofiber membrane, and thus increase the pressure drop through the composite filter. In this study, three-dimensional PET/TPU (polyethylene terephthalate/thermoplastic polyurethane) composite nanofiber filters (PET/TPU-CNF) with beads-on-string structure were fabricated by one-step co-electrospinning. Besides a stronger adhesion strength of 1.385 N/cm between the nanofiber membrane and substrate, the PET/TPU-CNF presented a low pressure drop of 28.96 Pa and a filtration efficiency of 83.64% for ambient particles at a face velocity of 5.3 cm/s. A high tensile strength of 4.33 MPa was measured for the PET/TPU nanofiber membrane. Thanks to the beads-on-string structure, both the mechanical properties and filtration performances of PET/TPU-CNF were enhanced compared with the pure PET nanofiber composite filter. The present study provides a new route to improve the membrane adhesion strength of nanofiber membrane coated filters.","application/pdf","10.3929/ethz-b-000479925",,"0032-5910||1873-328X",,"10.1016/j.powtec.2021.04.020","http://hdl.handle.net/20.500.11850/479925","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Nanofiber filter media||Co-electrospinning||One-step fabrication||Adhesion strength||Filtration performance","PET/TPU nanofiber composite filters with high interfacial adhesion strength based on one-step co-electrospinning",,"Journal Article","Open access",,,,"2021-04-22T03:13:06Z",,,,,,,"yes",,,,,,,,,,,,,,"85104123942",,"000652663500014","Powder technol.",,"Powder Technology","387","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,,"145","136","Amsterdam","published",,,,,,,,,,,,,,,"2021-04-22T11:54:13Z","2022-03-29T06:43:05Z","true",,"SCOPUS",,,"publishedVersion"
"411554","20.500.11850/5","Wang, Zhanyun||Diamond, Miriam",,,,,,,,"2021-07-21T14:24:09Z","2021-07-19T09:28:55Z||2021-07-21T14:24:09Z",,"2021-07","2021-07-13",,,,,"0028-0836||1476-4687",,"10.1038/d41586-021-01927-7","http://hdl.handle.net/20.500.11850/495852","en","Nature Publishing Group",,,,"Africa: renewables infrastructure avoids stranded assets",,"Other Journal Item","Metadata only",,,,"2021-07-19T09:29:00Z",,,,,,,"yes",,,,,,,,,,,,,,,,"000674111400017",,"7867","Nature","595","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering",,"02608",,,,"353","353","London","published",,,,,,,,,,,,,,,"2021-07-21T14:24:22Z","2022-03-29T10:34:51Z","true",,"FORM",,,
"421535","20.500.11850/3","Zhang, Xiaole||Wang, Jing",,,,,,,,"2021-10-15T09:31:00Z","2020-10-31T13:42:21Z||2020-11-02T09:19:46Z||2021-07-02T06:33:07Z||2021-07-09T07:17:45Z||2021-10-15T09:31:00Z",,"2021-07-01","2020-10-29","Background A comprehensive understanding of the transmission routes of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is of great importance for the effective control of the spread of Corona Virus Disease 2019 (COVID-19). However, the fundamental dose-response relation is still missing for better evaluating and controlling the infection risk.  Methods We developed a simple framework to integrate the a priori dose-response relation for SARS-CoV based on mice experiments, the recent data on infection risk from a meta-analysis and the respiratory virus shedding in exhaled breath, to shed light on the dose-response relation for human. The aerosol transmission infection risk was evaluated based on the dose-response model for typical indoor environment.  Results The developed dose-response relation is an exponential function with a constant k in the range of about 6.4×10 4 to 9.8×10 5 virus copies, which means that the infection risk caused by one virus copy in viral shedding is on the order of 10 -6 to 10 -5. The median infection risk via aerosol transmission with one-hour exposure (10 -6 to 10 -4) was significantly lower than the risk caused by close contact (10 -1) in a room of the area from 10 to 400 m 2 with one infected individual in it and with typical ventilation rate 1 ACH (Air Changes per Hour).  Conclusions The infection risk caused by aerosol transmission was significantly lower than the risk caused by close contact. It is still necessary to be precautious for the potential aerosol transmission risk in small rooms with prolonged exposure duration.","application/pdf","10.3929/ethz-b-000448972",,"1058-4838||1537-6591",,"10.1093/cid/ciaa1675","http://hdl.handle.net/20.500.11850/448972","en","Oxford University Press","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Dose-response relation||COVID-19||SARS-CoV-2||Quantitative microbial risk assessment||Infection risk","Dose-response Relation Deduced for Coronaviruses from COVID-19, SARS and MERS Meta-analysis Results and its Application for Infection Risk Assessment of Aerosol Transmission",,"Journal Article","Open access",,,,"2020-10-31T13:42:29Z",,,,,,,"yes",,,,,,,,,,,,,,"85111129501",,"000699822100036","Clin Infect Dis","1","Clinical Infectious Diseases","73","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,,"e245","e241","Oxford","published",,,,,,,,,,,,,,,"2021-07-02T06:33:14Z","2022-03-29T14:16:03Z","true",,"FORM",,,"publishedVersion"
"421115","20.500.11850/3","Nguyen, Jen||Lara-Guitérrez, Juanita||Stocker, Roman",,,,,,,,"2021-10-13T11:36:07Z","2021-01-04T12:56:59Z||2021-01-04T14:11:00Z||2021-01-04T14:12:21Z||2021-02-24T09:03:31Z||2021-05-21T08:51:07Z||2021-07-29T07:38:34Z||2021-10-13T11:36:07Z",,"2021-07","2020-12-18","From the homeostasis of human health to the cycling of Earth’s elements, microbial activities underlie environmental, medical and industrial processes. These activities occur in chemical and physical landscapes that are highly dynamic and experienced by bacteria as fluctuations. In this review, we first discuss how bacteria can experience both spatial and temporal heterogeneity in their environments as temporal fluctuations of various timescale (seconds to seasons) and type (nutrient, sunlight, fluid flow, etc.). We then focus primarily on nutrient fluctuations to discuss how bacterial communities, populations and single cells respond to environmental fluctuations. Overall, we find that environmental fluctuations are ubiquitous, diverse, and strongly shape microbial behavior, ecology and evolution when compared to environments in which conditions remain constant over time. We hope this review may serve as a guide towards understanding the significance of environmental fluctuations in microbial life, such that their contributions and implications can be better assessed and exploited.","application/pdf","10.3929/ethz-b-000459066",,"0168-6445||1574-6976",,"10.1093/femsre/fuaa068","http://hdl.handle.net/20.500.11850/459066","en","Oxford University Press","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Environmental fluctuations and their effects on microbial communities, populations, and individuals",,"Journal Article","Open access",,,,"2021-01-04T12:57:06Z",,,,,,,"yes",,,,,,,"The effect of high-frequency nutrient fluctuations on bacterial growth","176189","10.13039/501100001711","SNF","Projekte Lebenswissenschaften",,,"85105092777",,"000692528300007","FEMS microbiol. rev.","4","FEMS Microbiology Reviews","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02205 - FIRST-Lab / FIRST Center for Micro- and Nanoscience","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467||02205","09467",,,,"fuaa068","Oxford","published",,,,,,,,,,,,,,,"2021-10-13T11:36:13Z","2022-03-29T14:11:21Z","true","44 p. accepted version","FORM",,,"acceptedVersion"
"410476","20.500.11850/3","Cai, Yaping||Mitrano, Denise||Hufenus, Rudolf||Nowack, Bernd",,,,,,,,"2021-07-15T13:28:06Z","2021-06-27T03:33:01Z||2021-07-15T13:28:06Z",,"2021-06-15",,"Fiber fragments are one of the dominant types of microplastics in environmental samples, suggesting that synthetic textiles are a potential source of microplastics to the environment. Whereas the release of microplastics during washing of textiles is already well studied, much less is known about the release during abrasion processes. The abrasion of textiles may induce fibrillation of fibers and therefore result in the formation of much finer fiber fragments. The aim of this study was to investigate the influence of abrasion of synthetic textiles on the formation of microplastic fibers and fibrils. Fleece and interlock textile swatches made of polyester were abraded using abrasion tests with a Martindale tester. The microplastic fibers and fibrils formed during abrasion were extracted from the textiles and characterized in terms of number, length, and diameter. The microplastic fibers demonstrated the same diameter than the fibers found in the textiles (fleece: 12.3 μm; interlock: 12.7 μm), while fibrils with a much smaller diameter (fleece: 2.4 μm; interlock: 4.9 μm) were also found. The number of fibrils formed during abrasion in both textiles was higher than the number of microplastic fibers. The majority of the extracted microplastic fibers had a length between 200 and 800 μm, while most fibrils were between 30 and 150 μm, forming two distinct fiber fragment morphologies. The number of microplastic fibers formed during abrasion was 5 to 30 times higher than the number of microplastic fibers that could be extracted from non-abraded samples. The number of fibrils increased after abrasion by more than a factor of 200 for both fabric types. The fibrils formed during abrasion have diameters that fall within the inhalable size for airborne particles. The potential release of fibrils into air during wear of textiles thus raises questions about the human exposure to these materials. Since the Martindale tester can simulate a daily application scenario of textiles over a prolonged period only in a limited way, future studies are needed to establish the correlation between the test results with a real-world scenario.","application/pdf","10.3929/ethz-b-000491546",,"0013-936X||1520-5851",,"10.1021/acs.est.1c00650","http://hdl.handle.net/20.500.11850/491546","en","American Chemical Society","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","microplastic||textiles||release||fibers||fibrils||fragmentation","Formation of Fiber Fragments during Abrasion of Polyester Textiles",,"Journal Article","Open access",,,,"2021-06-27T03:33:06Z",,,,,,,"yes",,,,,,,"The path of microplastics to the environment: fate and transport in waste water treatment systems||Synthesis and utility of metal-doped plastic particles and fibers: from analytical standardization to systematic understanding of fate in the environment (SUrPASS)","168105||186856","10.13039/501100001711||10.13039/501100001711","SNF||SNF","Ambizione||Eccellenza",,,"85108303025",,"000663939900025","Environ. Sci. Technol.","12","Environmental Science & Technology","55","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09717 - Mitrano, Denise M. / Mitrano, Denise M.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09717 - Mitrano, Denise M. / Mitrano, Denise M.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","09717||03832","09717||03832",,,"8009","8001","Washington, DC","published","10.3929/ethz-b-000586845",,,,,,,,,,,,,,"2021-07-15T13:28:20Z","2023-02-06T22:13:28Z","true",,"SCOPUS",,,"publishedVersion"
"447808","20.500.11850/3","Niederdorfer, Robert||Fragner, Lisa||Yuan, Ling||Hausherr, Damian||Wei, Jing||Magyar, Paul||Joss, Adriano||Lehmann, Moritz F.||Ju, Feng||Bürgmann, Helmut",,,,,,,,"2022-04-20T07:25:23Z","2022-01-25T14:09:10Z||2022-04-20T07:25:23Z",,"2021-06-15","2021-05-09","Mainstream anaerobic ammonium oxidation (anammox) represents one of the most promising energy-efficient mechanisms of fixed nitrogen elimination from wastewaters. However, little is known about the exact processes and drivers of microbial community assembly within the complex microbial biofilms that support anammox in engineered ecosystems. Here, we followed anammox biofilm development on fresh carriers in an established 8m3 mainstream anammox reactor that is exposed to seasonal temperature changes (~25-12°C) and varying NH4+ concentrations (5-25 mg/L). We use fluorescence in situ hybridization and 16S rRNA gene sequencing to show that three distinct stages of biofilm development emerge naturally from microbial community composition and biofilm structure. Neutral modelling and network analysis are employed to elucidate the relative importance of stochastic versus deterministic processes and synergistic and antagonistic interactions in the biofilms during their development. We find that the different phases are characterized by a dynamic succession and an interplay of both stochastic and deterministic processes. The observed growth stages (Colonization, Succession and Maturation) appear to be the prerequisite for the anticipated growth of anammox bacteria and for reaching a biofilm community structure that supports the desired metabolic and functional capacities observed for biofilm carriers already present in the system (~100gNH4-N m3 d−1). We discuss the relevance of this improved understanding of anammox-community ecology and biofilm development in the context of its practical application in the start-up, configuration, and optimization of anammox biofilm reactors.","application/pdf","10.3929/ethz-b-000528461",,"0043-1354||1879-2448",,,"http://hdl.handle.net/20.500.11850/528461","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","mainstream anammox||biofilm succession||FISH||amplicon sequencing||sequencing||batch reactor||biofilm structure","Distinct growth stages controlled by the interplay of deterministic and stochastic processes in functional anammox biofilms",,"Journal Article","Open access",,,,"2022-01-25T14:09:17Z",,,,,,,"no",,,,,,,,,,,,,,,,,"Water Res.",,"Water Research","200","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,,,"117225","Amsterdam","published",,,,,,,,,,,,,,,"2022-04-20T07:25:32Z","2023-02-07T00:52:23Z","true","14 p.","FORM",,,"publishedVersion"
