id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"115082","20.500.11850/3","Habermacher, Jonathan||Benetti, Antonio D.||Derlon, Nicolas||Morgenroth, Eberhard",,,"2017-06-12T04:07:46Z","2017-06-12T04:07:46Z","2016-07",,,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2016.04.005","http://hdl.handle.net/20.500.11850/115115","en","Elsevier",,,"Active biomass||Aerobic digestion||Bound EPS||Unbiodegradable particulate matter","Degradation of the unbiodegradable particulate fraction (XU) from different activated sludges during batch digestion tests at ambient temperature","Journal Article","Metadata only",,,"2017-06-12T04:08:34Z",,"pub:176930",,"yes",,,,,,,,,,"imp5936544d1973984619","000037404","84963582619",,"000376805500023","Water Res.",,"Water Research","98","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"214","206","Amsterdam","published",,,,,,,,"2017-07-14T15:31:40Z","2022-03-28T14:48:43Z","true",,"ECIT",,
"112618","20.500.11850/3","Garren, Melissa||Son, Kwangmin||Tout, Jessica||Seymour, Justin R.||Stocker, Roman",,,"2017-06-12T00:21:11Z","2017-06-12T00:21:11Z","2016-06",,,,,,"1751-7362||1751-7370",,"10.1038/ismej.2015.216","http://hdl.handle.net/20.500.11850/112651","en","Nature",,,,"Temperature-induced behavioral switches in a bacterial coral pathogen","Journal Article","Metadata only",,,"2017-06-12T00:21:34Z",,"pub:174238",,"yes",,,,,,,,,,"imp59365417a161942668","005502685","84949255699",,"000376203700007","ISME J","6","The ISME Journal","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","Published online 4 December 2015.","1372","1363","Basingstoke","published",,,,,,,,"2017-07-14T14:05:16Z","2021-02-14T13:57:15Z","true",,"ECIT",,
"114815","20.500.11850/4","Fatichi, Simone||Vivoni, Enrique R.||Ogden, Fred L.||Ivanov, Valeriy Y.||Mirus, Benjamin||Gochis, David||Downer, Charles W.||Camporese, Matteo||Davison, Jason H.||Ebel, Brian||Jones, Norm||Kim, Jongho||Mascaro, Giuseppe||Niswonger, Richard||Restrepo, Pedro||Rigon, Riccardo||Shen, Chaopeng||Sulis, Mauro||Tarboton, David",,,"2017-06-12T03:42:50Z","2017-06-12T03:42:50Z","2016-06",,,,,,"0022-1694||1879-2707",,"10.1016/j.jhydrol.2016.03.026","http://hdl.handle.net/20.500.11850/114848","en","Elsevier",,,"Modeling||Interdisciplinary||Watershed processes||Virtual experiments||Change assessments||Natural and built environment","An overview of current applications, challenges, and future trends in distributed process-based models in hydrology","Review Article","Metadata only",,,"2017-06-12T03:48:55Z",,"pub:176656",,"yes",,,,,,,,,,"imp593654476676413347","000049368","84961741436",,"000376212200007","J. Hydrol.",,"Journal of Hydrology","537","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 22 March 2016.","60","45","Amsterdam","published",,,,,,,,"2017-07-13T16:14:47Z","2021-02-14T14:07:43Z","true",,"ECIT",,
"114706","20.500.11850/3","Abegglen, Manuel||Brem, B.T.||Ellenrieder, M.||Durdina, L.||Rindlisbacher, T.||Wang, J.||Lohmann, Ulrike||Sierau, B.",,,"2017-06-12T03:33:13Z","2017-06-12T03:33:13Z","2016-06",,,,,,"1352-2310||0004-6981||1352-3260",,"10.1016/j.atmosenv.2016.03.051","http://hdl.handle.net/20.500.11850/114739","en","Elsevier",,,"Particulate matter||Aircraft emission||Soot||Metal tracers||Single particle mass spectrometry||Chemical characterization||A-PRIDE","Chemical characterization of freshly emitted particulate matter from aircraft exhaust using single particle mass spectrometry","Journal Article","Metadata only",,,"2017-06-12T03:39:15Z",,"pub:176540",,"yes",,,,,,,,,,"imp59365444ee55e27297","002060155","84962382949",,"000375504100018","Atmos. environ.",,"Atmospheric Environment","134","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03690||03887","03690||03887","Published online 30 March 2016.","197","181","Amsterdam","published",,,,,,,,"2017-07-20T17:50:29Z","2020-02-14T16:40:17Z","true",,"ECIT",,
"115109","20.500.11850/3","Kim, Jongho||Dwelle, M. Chase||Kampf, Stephanie K.||Fatichi, Simone||Ivanov, Valeriy Y.",,,"2017-06-12T04:11:24Z","2017-06-12T04:11:24Z","2016-06",,,,,,"0309-1708||1872-9657",,"10.1016/j.advwatres.2016.03.019","http://hdl.handle.net/20.500.11850/115142","en","Elsevier",,,"Geomorphic response||Hydraulic connectivity||Hydrological response||Non-uniqueness||Soil moisture||Spatial heterogeneity","On the non-uniqueness of the hydro-geomorphic responses in a zero-order catchment with respect to soil moisture","Journal Article","Metadata only",,,"2017-06-12T04:17:33Z",,"pub:176960",,"yes",,,,,,,,,,"imp5936544dae18647989","000003031","84962865387",,"000375945600007","Adv. Water Resour.",,"Advances in Water Resources","92","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"89","73","New York, NY","published",,,,,,,,"2017-07-13T14:16:00Z","2022-03-28T14:48:49Z","true",,"ECIT",,
"122014","20.500.11850/3","Manoli, Gabriele||Domec, Jean-Christophe||Novick, Kimberly A.||Noormets, Asko||Marani, Marco||Katul, Gabriel G.",,,"2017-06-12T15:01:50Z","2017-06-12T15:01:50Z","2016-06",,,,,,"1354-1013||1365-2486",,"10.1111/gcb.13221","http://hdl.handle.net/20.500.11850/122047","en","Wiley-Blackwell",,,,"Soil-plant-atmosphere conditions regulating convective cloud formation above Southeastern US pine plantations","Journal Article","Metadata only",,,"2017-06-12T15:02:22Z",,"pub:184314",,"yes",,,,,,,,,,"imp593654d2dbbb778498",,,,,"Glob. Chang. Biol.","6","Global Change Biology","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"2254","2238","Oxford","published",,,,,,,"true","2017-07-13T14:29:22Z","2020-02-14T17:26:55Z","true",,"ECIT",,
"299391","20.500.11850/3","Fatichi, Simone||Ivanov, Valeriy Y.||Paschalis, Athanasios||Peleg, Nadav||Molnar, Peter||Rimkus, Stefan||Kim, Jongho||Burlando, Paolo||Caporali, Enrica",,,"2019-07-01T10:38:57Z","2017-06-12T09:04:35Z||2019-07-01T10:38:57Z","2016-05","2016-04-29","Decision makers and consultants are particularly interested in “detailed” information on future climate to prepare adaptation strategies and adjust design criteria. Projections of future climate at local spatial scales and fine temporal resolutions are subject to the same uncertainties as those at the global scale but the partition among uncertainty sources (emission scenarios, climate models, and internal climate variability) remains largely unquantified. At the local scale, the uncertainty of the mean and extremes of precipitation is shown to be irreducible for mid and end‐of‐century projections because it is almost entirely caused by internal climate variability (stochasticity). Conversely, projected changes in mean air temperature and other meteorological variables can be largely constrained, even at local scales, if more accurate emission scenarios can be developed. The results were obtained by applying a comprehensive stochastic downscaling technique to climate model outputs for three exemplary locations. In contrast with earlier studies, the three sources of uncertainty are considered as dependent and, therefore, non‐additive. The evidence of the predominant role of internal climate variability leaves little room for uncertainty reduction in precipitation projections; however, the inference is not necessarily negative, because the uncertainty of historic observations is almost as large as that for future projections with direct implications for climate change adaptation measures.","application/pdf","10.3929/ethz-b-000118356",,"2328-4277",,"10.1002/2015EF000336","http://hdl.handle.net/20.500.11850/118356","en","Wiley","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Climate change||Climate variability||Precipitation extremes||Stochastic downscaling||Weather generators||Engineering design","Uncertainty partition challenges the predictability of vital details of climate change","Journal Article","Open access",,,"2017-06-12T09:08:45Z",,"pub:180308",,"yes",,,,,,,,,,"imp5936548ba0e5c76190","010090819","84978127898",,"000379667300008",,"5","Earth's Future","4","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"251","240","Hoboken, NJ","published",,,,,,,,"2017-07-12T17:05:31Z","2020-02-15T19:54:06Z","true",,"ECIT",,"publishedVersion"
"229466","20.500.11850/3","Scherer, Laura||Pfister, Stephan",,,"2018-04-06T13:20:44Z","2017-06-12T05:08:13Z||2018-04-06T13:20:44Z","2016-05","2016-05-03","Water scarcity adversely affects ecosystems, human well-being and the economy. It can be described by water scarcity indices (WSIs) which we calculated globally for the decades 1981–1990 and 2001–2010. Based on a model ensemble, we calculated the WSI for both decades including uncertainties. While there is a slight tendency of increased water scarcity in 2001–2010, the likelihood of the increase is rather low (53%). Climate change played only a minor role, but increased water consumption is more decisive. In the last decade, a large share of the global population already lived under highly water scarce conditions with a global average monthly WSI of 0.51 (on a scale from 0 to 1). Considering that globally there are enough water resources to satisfy all our needs, this highlights the need for regional optimization of water consumption. In addition, crop choices within a food group can help reduce humanity's water scarcity footprint without reducing its nutritional value.","application/pdf","10.3929/ethz-b-000115833",,"1748-9326||1748-9318",,"10.1088/1748-9326/11/5/054008","http://hdl.handle.net/20.500.11850/115833","en","IOP Publishing Ltd","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Water scarcity||Multi-model ensemble||Monte Carlo simulation||Global change||Impact assessment","Dealing with uncertainty in water scarcity footprints","Journal Article","Open access",,,"2017-06-12T05:15:17Z",,"pub:177670",,"yes",,,,,,,,,,"imp5936545ac32c132372","005253059","84975501918",,"000376484300008","Environ. Res. Lett.","5","Environmental Research Letters","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,"054008","Bristol","published",,,,,,,,"2017-07-13T18:49:46Z","2021-02-14T23:11:40Z","true","10 p.","ECIT",,"publishedVersion"
"103092","20.500.11850/3","Saner, Dominik||Beretta, Claudio||Jäggi, Boris||Juraske, Ronnie||Stoessel, Franziska||Hellweg, Stefanie",,,"2017-06-11T18:42:31Z","2017-06-11T18:42:31Z","2016-05",,,,,,"0948-3349||1614-7502",,"10.1007/s11367-015-0924-5","http://hdl.handle.net/20.500.11850/103125","en","Springer",,,"Food consumption||Generalized linear models||Household food impacts||Multiple linear regression","FoodPrints of households","Journal Article","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161321",,"yes",,,,,,,,,,"imp59365360b0d3524406",,"84936817331",,"000374330100005",,"5","International Journal of Life Cycle Assess","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732","Received 16 December 2014, Accepted 18 June 2015, Published online 3 July 2015.","63","654","Landsberg","published",,,,,,,,"2017-07-18T13:19:47Z","2018-11-02T19:40:15Z","true",,"ECIT",,
"114705","20.500.11850/3","Lutter, S.||Pfister, S.||Giljum, S.||Wieland, H.||Mutel, C.",,,"2017-06-12T03:33:09Z","2017-06-12T03:33:09Z","2016-05",,,,,,"0959-3780||1872-9495",,"10.1016/j.gloenvcha.2016.03.001","http://hdl.handle.net/20.500.11850/114738","en","Elsevier",,,"Virtual water||Multi-regional input-output (MRIO) analysis||Water footprinting||Water scarcity||Watersheds","Spatially explicit assessment of water embodied in European trade: A product-level multi-regional input-output analysis","Journal Article","Metadata only",,,"2017-06-12T03:39:15Z",,"pub:176539",,"yes",,,,,,,,,,"imp59365444e8a1d72770","000582241","84962406507",,"000375886300016","Glob. environ. change",,"Global Environmental Change","38","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732","Published online 6 April 2016.","182","171","Amsterdam","published",,,,,,,,"2017-07-15T05:35:08Z","2019-02-02T07:22:27Z","true",,"ECIT",,
"116998","20.500.11850/4","Larsen, Tove A.||Hoffmann, Sabine||Lüthi, Christoph||Truffer, Bernhard||Maurer, Max",,,"2017-06-12T06:55:01Z","2017-06-12T06:55:01Z","2016-05",,,,,,"0036-8075||1095-9203",,"10.1126/science.aad8641","http://hdl.handle.net/20.500.11850/117031","en","Science",,,,"Emerging solutions to the water challenges of an urbanizing world","Review Article","Metadata only",,,"2017-06-12T07:02:10Z",,"pub:178927",,"yes",,,,,,,,,,"imp59365470a981b57216","000012517","84971597466",,"000376147800031",,"6288","Science","352","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,"933","928","Cambridge, MA","published",,,,,,,,"2017-07-14T13:01:54Z","2020-02-14T16:56:43Z","true",,"ECIT",,
"112619","20.500.11850/3","Hennecke, Anna M.||Mueller-Lindenlauf, Maria||García, Carlos A.||Fuentes, Alfredo||Riegelhaupt, Enrique||Hellweg, Stefanie",,,"2017-06-12T00:21:16Z","2017-06-12T00:21:16Z","2016-05",,,,,,"1932-104X",,"10.1002/bbb.1629","http://hdl.handle.net/20.500.11850/112652","en","John Wiley and Sons Ltd.",,,"Bioenergy||Water use and Water management||Life Cycle Assessment||Greenhouse Gas Emissions","Optimizing the water, carbon, and land-use footprint of bioenergy production in Mexico - Six case studies and the nationwide implications","Journal Article","Metadata only",,,"2017-06-12T00:21:34Z",,"pub:174239",,"yes",,,,,,,,,,"imp59365417a6e5c10263","005582516","84977865454",,"000376204900014",,"3","Biofuels, Bioproducts and Biorefining","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732","Published online 25 January 2016.","239","222","Chichester","published",,,,,,,,"2017-07-14T15:23:19Z","2018-11-02T22:19:59Z","true",,"ECIT",,
"114598","20.500.11850/3","Zwieback, Simon||Hajnsek, Irena",,,"2017-06-12T03:23:36Z","2017-06-12T03:23:36Z","2016-05",,,,,,"0196-2892||1558-0644",,"10.1109/TGRS.2015.2511118","http://hdl.handle.net/20.500.11850/114631","en","IEEE",,,,"Influence of Vegetation Growth on the Polarimetric Zero-Baseline DInSAR Phase Diversity—Implications for Deformation Studies","Journal Article","Metadata only",,,"2017-06-12T03:30:51Z",,"pub:176430",,"yes",,,,,,,,,,"imp59365442b296830180","000008169",,,"000374968500047","IEEE Trans. Geosci. Remote Sens","5","IEEE Transactions on Geoscience and Remote Sensing","54","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"3082","3070","New York, NY","published",,,,,,,,"2017-07-15T04:21:42Z","2023-02-06T13:19:17Z","true",,"ECIT",,
"109131","20.500.11850/3","Fatichi, Simone||Pappas, Christoforos||Ivanov, Valeriy Y.",,,"2017-06-11T22:20:42Z","2017-06-11T22:20:42Z","2016-05",,,,,,"2049-1948",,"10.1002/wat2.1125","http://hdl.handle.net/20.500.11850/109164","en","Wiley-Blackwell",,,,"Modelling plant-water interactions: An ecohydrological overview from the cell to the global scale","Journal Article","Metadata only",,,"2017-06-11T22:21:08Z",,"pub:170213",,"yes",,,,,,,,,,"imp593653dd1c90c33495",,,,"000377125900004",,"3","Wiley Interdisciplinary Reviews. Water","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||03475 - Kienast, Dieter","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473||","03473","Published online 19 November 2015.","368","327","Hoboken, NJ","published",,,,,,,"true","2017-07-15T15:50:08Z","2023-02-06T13:10:02Z","true",,"ECIT",,
"257759","20.500.11850/3","Chaudhary, Abhishek||Burivalova, Zuzana||Koh, Lian Pin||Hellweg, Stefanie",,,"2018-10-12T14:19:44Z","2017-06-12T02:20:52Z||2018-10-12T14:19:44Z","2016-04-04",,"Forests managed for timber have an important role to play in conserving global biodiversity. We evaluated the most common timber production systems worldwide in terms of their impact on local species richness by conducting a categorical meta-analysis. We reviewed 287 published studies containing 1008 comparisons of species richness in managed and unmanaged forests and derived management, taxon, and continent specific effect sizes. We show that in terms of local species richness loss, forest management types can be ranked, from best to worse, as follows: selection and retention systems, reduced impact logging, conventional selective logging, clear-cutting, agroforestry, timber plantations, fuelwood plantations. Next, we calculated the economic profitability in terms of the net present value of timber harvesting from 10 hypothetical wood-producing Forest Management Units (FMU) from around the globe. The ranking of management types is altered when the species loss per unit profit generated from the FMU is considered. This is due to differences in yield, timber species prices, rotation cycle length and production costs. We thus conclude that it would be erroneous to dismiss or prioritize timber production regimes, based solely on their ranking of alpha diversity impacts.","application/pdf","10.3929/ethz-b-000113946",,"2045-2322",,"10.1038/srep23954","http://hdl.handle.net/20.500.11850/113946","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Forestry||Forest ecology||Conservation biology||Biodiversity","Impact of Forest Management on Species Richness: Global Meta-Analysis and Economic Trade-Offs","Journal Article","Open access",,,"2017-06-12T02:26:51Z",,"pub:175693",,"yes",,,,,,,,,,"imp593654323a38d26450","006751867","84962385279",,"000373272100001","Sci Rep",,"Scientific Reports","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,,"23954","London","published",,,,,,,,"2017-07-13T13:49:36Z","2021-02-15T02:05:19Z","true","10 p.","ECIT",,"publishedVersion"
"109130","20.500.11850/3","Hopp, Luisa||Fatichi, Simone||Ivanov, Valeriy Y.",,,"2017-06-11T22:20:41Z","2017-06-11T22:20:41Z","2016-04",,,,,,"1998-9563||0029-1277||2224-7955",,"10.2166/nh.2015.126","http://hdl.handle.net/20.500.11850/109163","en","IWA Publishing",,,"Hillslope hydrology||Hydrologic modeling||Parsimonious approximation||Surface-subsurface hydrology","Simulating water flow in variably saturated soils: A comparison of a 3D model with approximation-based formulations","Journal Article","Metadata only",,,"2017-06-11T22:21:08Z",,"pub:170212",,"yes",,,,,,,,,,"imp593653dd1706b45741","005528904","84971656955",,"000375518300003",,"2","Hydrology Research","47","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Published online 13 November 2015.","290","274","London","published",,,,,,,,"2017-07-12T21:29:55Z","2020-02-14T16:09:34Z","true",,"ECIT",,
